CATCHERS
J.C. Boscan, C, $1.00, (R) $10.00
Ryan Budde, C, $1.00, (R) $10.00
Josh Bard, C, $1.00
Ryan W. Jorgensen, C, $1.00, (R) $10.00
Paul Hoover, C, $1.00, (R) $10.00
Edwin Bellorin, C, $1.00, (R) $10.00
Dusty Brown, C, $1.00, (R) $10.00
Danny Ardoin, C, $1.00, (R) $10.00
Jose Lobaton, C, $1.00, (R) $10.00
Kyle Phillips, C, $1.00, (R) $10.00
Pierre, Max St. Pierre, C, $1.00, (R) $10.00
J.R. House, C, $1.00, (R) $10.00
Chris Stewart, C, $1.00, (R) $10.00
Angel Salome, C, $1.00, (R) $10.00
Michael Barrett, C, $1.00
Robby Hammock, C, $1.00, (R) $10.00
Gustavo Molina, C, $1.00, (R) $10.00
Craig Tatum, C, $1.00
Curtis Thigpen, C, $1.00, (R) $10.00
Luke Montz, C, $1.00, (R) $10.00
Mike Rabelo, C, $1.00
Guillermo Rodriguez, C, $1.00, (R) $10.00
Jamie Burke, C, $1.00
Mike Nickeas, C, $1.00, (R) $10.00
Koyie Hill, C, $1.00
Brian Esposito, C, $1.00, (R) $10.00
Colt Morton, C, $1.00, (R) $10.00
Wyatt Toregas, C, $1.00, (R) $10.00
Guillermo Quiroz, C, $1.00
Konrad Schmidt, C, $1.00, (R) $10.00
Tyler Flowers, C, $1.00, (R) $10.00
Luke Carlin, C, $1.00
Rob Johnson, C, $1.00
Dane Sardinha, C, $1.00
Josh Donaldson, C, $1.00, (R) $10.00
Chris Hatcher, C, $1.00, (R) $10.00
Drew Butera, C, $1.00
Kevin Cash, C, $1.00
Rob Bowen, C, $1.00, (R) $10.00
Corky Miller, C, $1.00
Michael McKenry, C, $1.00, (R) $10.00
Eliezer Alfonzo, C, $1.00
Clint Sammons, C, $1.00, (R) $10.00
Chris Gimenez, C, $1.00
J.R. Towles, C, $1.00
Erik Kratz, C, $1.00
Aaron Hathaway, C, $1.00, (R) $10.00
Timothy Federowicz, C, $1.00, (R) $10.00
Tony Sanchez, C, $1.00, (R) $10.00
Sean McCraw, C, $1.00, (R) $10.00
Erick San Pedro, C, $1.00, (R) $10.00
David Carpenter, C, $1.00, (R) $10.00
Patrick Perry, C, $1.00, (R) $10.00
Kellin Deglan, C, $1.00, (R) $10.00
Joel Naughton, C, $1.00, (R) $10.00
Ryan D. Smith, C, $1.00, (R) $10.00
Vance Wilson, C, $1.00, (R) $10.00
Miguel A. Gonzalez, C, $1.00, (R) $10.00
Chris Kroski, C, $1.00, (R) $10.00
Dallas Tarleton, C, $1.00, (R) $10.00
Paul Chiaffredo, C, $1.00, (R) $10.00
Blake Lalli, C, $1.00, (R) $10.00
Tuffy Gosewisch, C, $1.00, (R) $10.00
Josh Hansen, C, $1.00, (R) $10.00
Phillip Britton, C, $1.00, (R) $10.00
Irwil Rojas, C, $1.00, (R) $10.00
Alberto Rosario, C, $1.00, (R) $10.00
Jason Brown, C, $1.00, (R) $10.00
Kyle Skipworth, C, $1.00, (R) $10.00
Brent Cordell, C, $1.00, (R) $10.00
Ed Easley, C, $1.00, (R) $10.00
Christian Bethancourt, C, $1.00, (R) $10.00
Matt Spring, C, $1.00, (R) $10.00
San Miguel, de San Miguel, C, $1.00, (R) $10.00
Matt Stocco, C, $1.00, (R) $10.00
Paul Bako, C, $1.00
Mitch Canham, C, $1.00, (R) $10.00
Neil Wilson, C, $1.00, (R) $10.00
Ben B. Johnson, C, $1.00, (R) $10.00
Joshua Johnson, C, $1.00, (R) $10.00
Tommy Duenas, C, $1.00, (R) $10.00
Milver Reyes, C, $1.00, (R) $10.00
Craig Albernaz, C, $1.00, (R) $10.00
Drew McMillan, C, $1.00, (R) $10.00
Alex Jamieson, C, $1.00, (R) $10.00
Jose A. Reyes, C, $1.00, (R) $10.00
Steve Pyzik, C, $1.00, (R) $10.00
Mayobanex Acosta, C, $1.00, (R) $10.00
Francisco Pena, C, $1.00, (R) $10.00
Francisco Hernandez, C, $1.00, (R) $10.00
Angel Molina, C, $1.00, (R) $10.00
Zachary Dillon, C, $1.00, (R) $10.00
John Murrian, C, $1.00, (R) $10.00
Eric Munson, C, $1.00, (R) $10.00
Sean Ochinko, C, $1.00, (R) $10.00
Nevin Ashley, C, $1.00, (R) $10.00
Gabriel Ortiz, C, $1.00, (R) $10.00
John Castellano, C, $1.00, (R) $10.00
Kyle Higashioka, C, $1.00, (R) $10.00
Ryan Spilman, C, $1.00, (R) $10.00
Tim Gradoville, C, $1.00, (R) $10.00
Josh Phegley, C, $1.00, (R) $10.00
Adam Donachie, C, $1.00, (R) $10.00
Ryan Eigsti, C, $1.00, (R) $10.00
Dan Moylan, C, $1.00, (R) $10.00
Lou Santangelo, C, $1.00, (R) $10.00
Chris McMurray, C, $1.00, (R) $10.00
P.J. Pilittere, C, $1.00, (R) $10.00
Humberto Cota, C, $1.00, (R) $10.00
Mike Kvasnicka, C, $1.00, (R) $10.00
Chairon Isenia, C, $1.00, (R) $10.00
Rafael Arroyo, C, $1.00, (R) $10.00
Caleb Joseph, C, $1.00, (R) $10.00
Tim Duff, C, $1.00, (R) $10.00
Chris Robinson, C, $1.00, (R) $10.00
Carlos T. Perez, C, $1.00, (R) $10.00
Kyle Geiger, C, $1.00, (R) $10.00
Brian Walker, C, $1.00, (R) $10.00
Brett Martinez, C, $1.00, (R) $10.00
Javier Herrera, C, $1.00, (R) $10.00
Michael Brenly, C, $1.00, (R) $10.00
Andy Bouchie, C, $1.00, (R) $10.00
Max Stassi, C, $1.00, (R) $10.00
Angel Flores, C, $1.00, (R) $10.00
Miguel Perez, C, $1.00, (R) $10.00
Justin Hatcher, C, $1.00, (R) $10.00
Jonathan Devries, C, $1.00, (R) $10.00
Jeff Howell, C, $1.00, (R) $10.00
Chris Denove, C, $1.00, (R) $10.00
Robinson Chirinos, C, $1.00, (R) $10.00
Leivi Ventura, C, $1.00, (R) $10.00
Robert Stock, C, $1.00, (R) $10.00
Clinton Naylor, C, $1.00, (R) $10.00
Justin Knoedler, C, $1.00, (R) $10.00
Jackson Williams, C, $1.00, (R) $10.00
Carlos H. Lee, C, $1.00, (R) $10.00
Carlos Corporan, C, $1.00, (R) $10.00
Kenji Johjima, C, $1.00
Johnny Monell, C, $1.00, (R) $10.00
Alvin Colina, C, $1.00, (R) $10.00
Steve Lerud, C, $1.00, (R) $10.00
Nick Derba, C, $1.00, (R) $10.00
Eric Langill, C, $1.00, (R) $10.00
Juan Apodaca, C, $1.00, (R) $10.00
Gustavo Rosendo, C, $1.00, (R) $10.00
Nick Trzesniak, C, $1.00, (R) $10.00
Miguel Ojeda, C, $1.00, (R) $10.00
Trent Pratt, C, $1.00, (R) $10.00
Dayton Buller, C, $1.00, (R) $10.00
Ryan Hubele, C, $1.00, (R) $10.00
Devin Ivany, C, $1.00, (R) $10.00
Brian Peterson, C, $1.00, (R) $10.00
Matthew Wallach, C, $1.00, (R) $10.00
Matt Morgan, C, $1.00, (R) $10.00
David Wallace, C, $1.00, (R) $10.00
Jim Buckley, C, $1.00, (R) $10.00
Mark Wagner, C, $1.00, (R) $10.00
Mike Redmond, C, $1.00
Juan R. Brito, C, $1.00, (R) $10.00
Alcantara Roa, C, $1.00, (R) $10.00
Alan Rick, C, $1.00, (R) $10.00
Phil Avlas, C, $1.00, (R) $10.00
Nestor Corredor, C, $1.00, (R) $10.00
Jose Gil, C, $1.00, (R) $10.00
Manuel Pina, C, $1.00, (R) $10.00
Hector Gimenez, C, $1.00, (R) $10.00
Yasmani Grandal, C, $1.00, (R) $10.00
Casey Kopitzke, C, $1.00, (R) $10.00
Jesus Montero, C, $1.00, (R) $10.00
Los Santos, De Los Santos, SS C, $1.00, (R) $10.00
C.J. Ebarb, C, $1.00, (R) $10.00
Korey Feiner, C, $1.00, (R) $10.00
Rafael Cruz, C, $1.00, (R) $10.00
Hunter Harrigan, C, $1.00, (R) $10.00
Hector Sanchez, C, $1.00, (R) $10.00
Jeffrey Waldron, C, $1.00, (R) $10.00
Corey Myers, C, $1.00, (R) $10.00
Joe Bowen, C, $1.00, (R) $10.00
Eric Roof, C, $1.00, (R) $10.00
Dennis Anderson, C, $1.00, (R) $10.00
John Schneider, C, $1.00, (R) $10.00
Orlando Mercado, C, $1.00, (R) $10.00
Orlando Guevara, C, $1.00, (R) $10.00
Brian Bock, C, $1.00, (R) $10.00
Kiel Thibault, C, $1.00, (R) $10.00
Kevin Davidson, C, $1.00, (R) $10.00
Nestor Rojas, C, $1.00, (R) $10.00
Josh Paul, C, $1.00, (R) $10.00
Gabe Gutierrez, C, $1.00, (R) $10.00
Martin Maldonado, C, $1.00, (R) $10.00
Ikko Sumi, C, $1.00, (R) $10.00
David Castillo, C, $1.00, (R) $10.00
John Suomi, C, $1.00, (R) $10.00
Kai Gronauer, C, $1.00, (R) $10.00
Jared Price, C, $1.00, (R) $10.00
James Skelton, C, $1.00, (R) $10.00
La Cruz, De La Cruz, SS C, $1.00, (R) $10.00
Jose Leger, C, $1.00, (R) $10.00
Chiaro, Brent Del Chiaro, C, $1.00, (R) $10.00
Kristopher Watts, C, $1.00, (R) $10.00
Devin Mesoraco, C, $1.00, (R) $10.00
Brian Munhall, C, $1.00, (R) $10.00
Wilin Rosario, C, $1.00, (R) $10.00
Matthew Sharp, C, $1.00, (R) $10.00
Michael Ambort, C, $1.00, (R) $10.00
Austin Romine, C, $1.00, (R) $10.00
Koby Clemens, C, $1.00, (R) $10.00
Danny Rams, C, $1.00, (R) $10.00
Salomon Manriquez, C, $1.00, (R) $10.00
Oscar Bernard, C, $1.00, (R) $10.00
Rene Rivera, C, $1.00, (R) $10.00
Miguel Fermin, C, $1.00, (R) $10.00
Andy Wilson, C, $1.00, (R) $10.00
Anthony Recker, C, $1.00, (R) $10.00
Armando Camacaro, C, $1.00, (R) $10.00
Brian Schweiger, C, $1.00, (R) $10.00
William Myers, C, $1.00, (R) $10.00
Brad Ausmus, C, $1.00
Charlie Cutler, C, $1.00, (R) $10.00
Clayton McCullough, C, $1.00, (R) $10.00
Iker Franco, C, $1.00, (R) $10.00
Jordan Pacheco, C, $1.00, (R) $10.00
Dan Massiatte, C, $1.00, (R) $10.00
Pete Laforest, C, $1.00, (R) $10.00
Israel Nunez, C, $1.00, (R) $10.00
Jon-Mark Sprowl, C, $1.00, (R) $10.00
Michael Dirosa, C, $1.00, (R) $10.00
JD Closser, C, $1.00, (R) $10.00
Los Santos, De Los Santos, C, $1.00, (R) $10.00
Flint Wipke, C, $1.00, (R) $10.00
Tony Cruz, C, $1.00, (R) $10.00
Jhonatan Solano, C, $1.00, (R) $10.00
Jason Radwan, C, $1.00, (R) $10.00
Jeff Christy, C, $1.00, (R) $10.00
Jonathan Douillard, C, $1.00, (R) $10.00
Gabby Torres, C, $1.00, (R) $10.00
Roberto Perez, C, $1.00, (R) $10.00
John Walk, C, $1.00, (R) $10.00
Brian Jeroloman, C, $1.00, (R) $10.00
Miguel Bernard, C, $1.00, (R) $10.00
La Cruz, De La Cruz, C, $1.00, (R) $10.00
Luis Bernardo, C, $1.00, (R) $10.00
Mark Reed, C, $1.00, (R) $10.00
Jeff Kunkel, C, $1.00, (R) $10.00
Mike Collins, C, $1.00, (R) $10.00
Chris Coste, C, $1.00
Christopher Curry, C, $1.00, (R) $10.00
Bengie Molina, C, $1.00
Luis Oliveros, C, $1.00, (R) $10.00
Steve Clevenger, C, $1.00, (R) $10.00
Travis D'Arnaud, C, $1.00, (R) $10.00
Adrian Casanova, C, $1.00, (R) $10.00
Brian Bormaster, C, $1.00, (R) $10.00
Benjamin Blumenthal, C, $1.00, (R) $10.00
Chris J. Heintz, C, $1.00, (R) $10.00
Ryan Hankins, C, $1.00, (R) $10.00
Luis Martinez, C, $1.00, (R) $10.00
Craig Ansman, C, $1.00, (R) $10.00
Carlos Ramirez, C, $1.00, (R) $10.00
Joe Hietpas, C, $1.00, (R) $10.00
Josh Arhart, C, $1.00, (R) $10.00
Berg, John Vanden Berg, C, $1.00, (R) $10.00
Justin O'Conner, C, $1.00, (R) $10.00
Omar Casillas, C, $1.00, (R) $10.00
Cole Armstrong, C, $1.00, (R) $10.00
Clinton Chauncey, C, $1.00, (R) $10.00
Lawrence Day, C, $1.00, (R) $10.00
Matt Kennelly, C, $1.00, (R) $10.00
Jair Fernandez, C, $1.00, (R) $10.00
Jesus Sucre, C, $1.00, (R) $10.00
Derek Norris, C, $1.00, (R) $10.00
Alberto Concepcion, C, $1.00, (R) $10.00
Tim Whittaker, C, $1.00, (R) $10.00
Eli Tintor, C, $1.00, (R) $10.00
Jordan Wideman, C, $1.00, (R) $10.00
Matt Tupman, C, $1.00, (R) $10.00
Jonathan Aceves, C, $1.00, (R) $10.00
Andrew Graham, C, $1.00, (R) $10.00
Todd Jennings, C, $1.00, (R) $10.00
Jed Morris, C, $1.00, (R) $10.00
Danny Lehmann, C, $1.00, (R) $10.00
Kevin Nelson, C, $1.00, (R) $10.00
Matt Liuzza, C, $1.00, (R) $10.00
Eddy Rodriguez, C, $1.00, (R) $10.00
Eric Fryer, C, $1.00, (R) $10.00
Zac Clements, C, $1.00, (R) $10.00
Caleb Brock, C, $1.00, (R) $10.00
Mat Kent, C, $1.00, (R) $10.00
Steven Baron, C, $1.00, (R) $10.00
John Purdom, C, $1.00, (R) $10.00
Damaso Espino, C, $1.00, (R) $10.00
Cody Clark, C, $1.00, (R) $10.00
Brandon Yarbrough, C, $1.00, (R) $10.00
Lou Palmisano, C, $1.00, (R) $10.00
Josh Ford, C, $1.00, (R) $10.00
Braeden Schlehuber, C, $1.00, (R) $10.00
Sean Coughlin, C, $1.00, (R) $10.00
Luis Exposito, C, $1.00, (R) $10.00
Luany Sanchez, C, $1.00, (R) $10.00
Joel Galarraga, C, $1.00, (R) $10.00
Danilo Sanchez, C, $1.00, (R) $10.00

FIRST BASE
Albert Pujols, 1B, $43.00
Miguel Cabrera, 1B, $41.00
Joey Votto, 1B, $37.00
Kevin Youkilis, 1B, $32.00
Adrian Gonzalez, 1B, $30.00
Buster Posey, C 1B, $28.00
Mark Teixeira, 1B, $27.00
Prince Fielder, 1B, $26.00
Victor Martinez, C 1B, $25.00
Adam Dunn, 1B, $25.00
Billy Butler, 1B, $24.00
Justin Morneau, 1B, $24.00
Ryan Howard, 1B, $23.00
Martin Prado, 2B 1B 3B, $23.00
Kendry Morales, 1B, $22.00
Paul Konerko, 1B, $18.00
Ike Davis, 1B, $18.00
Nick Swisher, OF 1B OF, $18.00
Gaby Sanchez, 1B, $17.00
Adam Lind, DH 1B OF, $17.00
Ben Zobrist, OF 1B 2B, $17.00
Aubrey Huff, 1B OF, $15.00
Pablo Sandoval, 3B 1B, $15.00
James Loney, 1B, $14.00
Michael Cuddyer, 1B 3B OF, $14.00
Derrek Lee, 1B, $14.00
Luke Scott, DH 1B OF, $14.00
Garrett Jones, 1B OF, $13.00
Lance Berkman, 1B, $13.00
Mark Reynolds, 3B 1B, $12.00
Howard Kendrick, 2B 1B, $12.00
Daric Barton, 1B, $12.00
Jed Lowrie, 2B 1B SS, $12.00
Carlos Lee, OF 1B OF, $11.00
Adam LaRoche, 1B, $11.00
Xavier Nady, 1B OF, $11.00
Mike Napoli, 1B C, $11.00
Todd Helton, 1B, $11.00
Freddie Freeman, 1B, $10.00, (R) $10.00
Carlos Pena, 1B, $10.00
Wilson Betemit, 3B 1B, $10.00
Kila Ka'aihue, 1B, $10.00
Brad Hawpe, OF 1B OF, $10.00
Mitch Moreland, 1B OF, $9.00
Russell Branyan, 1B, $9.00
Justin Smoak, 1B, $7.00
Yadier Molina, C 1B, $7.00
Matt LaPorta, 1B OF, $7.00
Ty Wigginton, 1B 2B 3B, $7.00
Dayan Viciedo, 3B 1B, $7.00
Troy Glaus, 1B, $6.00
Brett Wallace, 1B, $5.00
Lyle Overbay, 1B, $5.00
Mike Morse, OF 1B, $5.00
Dan Johnson, DH 1B 3B, $5.00
Jim Edmonds, OF 1B OF, $5.00
Eric Hinske, OF 1B OF, $4.00
Juan Miranda, 1B, $4.00, (R) $10.00
Melvin Mora, 3B 1B 2B, $3.00
Jason Giambi, 1B, $3.00
Ronnie Belliard, 2B 1B 3B, $3.00
Daniel Murphy, 1B, $3.00
Oscar Salazar, OF 1B 2B OF, $3.00
Yonder Alonso, 1B, $2.00, (R) $10.00
Juan Rivera, OF 1B OF, $1.00
Casey Kotchman, 1B, $1.00
Mike Jacobs, 1B, $1.00
Garrett Atkins, 1B, $1.00
Chris Davis, 1B, $1.00
Mark Kotsay, 1B OF, $1.00
Ross Gload, 1B OF, $1.00
Geoff Blum, SS 1B 2B 3B, $1.00
Ramon Hernandez, C 1B, $1.00
Mike Sweeney, DH 1B, $1.00
Travis Ishikawa, 1B, $1.00
Miguel Cairo, 3B 1B 2B, $1.00
Chad Tracy, 3B 1B, $1.00
Bobby Crosby, SS 1B 2B 3B, $1.00
Adam Kennedy, 2B 1B 3B, $1.00
John Bowker, OF 1B OF, $1.00
Don Kelly, OF 1B 3B OF, $1.00
Jake Fox, DH C 1B OF, $1.00
Micah Hoffpauir, 1B OF, $1.00
Allen Craig, OF 1B OF, $1.00
Adam Rosales, 2B 1B 3B SS OF, $1.00
Joaquin Arias, 2B 1B SS, $1.00
Andy Marte, 3B 1B, $1.00
Ryan Langerhans, OF 1B OF, $1.00
Steve Pearce, 1B, $1.00
Jeff Larish, 1B 3B OF, $1.00
Robb Quinlan, 1B, $1.00
Michael Aubrey, 1B, $1.00
Ryan Shealy, 1B, $1.00, (R) $10.00
Jeff Bailey, 1B, $1.00
Jeff Clement, 1B, $1.00
Brad Eldred, OF 1B, $1.00, (R) $10.00
Tommy Everidge, 1B, $1.00
Joe Koshansky, 1B, $1.00, (R) $10.00
Brandon Snyder, 1B, $1.00, (R) $10.00
Bryan LaHair, 1B, $1.00
Mike Hessman, 3B 1B, $1.00, (R) $10.00
Pedro Feliz, 3B 1B, $1.00
Scott Moore, 2B 1B, $1.00, (R) $10.00
Chris Shelton, 1B, $1.00
Andy Tracy, 1B, $1.00, (R) $10.00
Aaron Bates, 1B, $1.00, (R) $10.00
Mike Carp, 1B, $1.00
Mike Lamb, 1B, $1.00
Kory Casto, 1B, $1.00
Josh Whitesell, 1B, $1.00
Mark Saccomanno, 1B, $1.00, (R) $10.00
Kevin Barker, 1B, $1.00, (R) $10.00
Josh Phelps, 1B, $1.00, (R) $10.00
Howie R. Clark, 1B, $1.00, (R) $10.00
Jason Botts, 1B, $1.00, (R) $10.00
Jamie D'Antona, 1B, $1.00, (R) $10.00
Brian Myrow, 1B, $1.00, (R) $10.00
Lars Anderson, 1B, $1.00
Barbaro Canizares, 1B, $1.00, (R) $10.00
Jesus Guzman, 1B, $1.00, (R) $10.00
Mike Baxter, 1B, $1.00, (R) $10.00
Wes Bankston, 1B, $1.00, (R) $10.00
Paul McAnulty, 1B, $1.00
Rhyne Hughes, 1B, $1.00
Jordan Brown, 1B OF, $1.00
Mark Trumbo, 1B, $1.00, (R) $10.00
Chris Richard, 1B, $1.00, (R) $10.00
Mark Hamilton, 1B, $1.00, (R) $10.00
Matt Tuiasosopo, OF 1B 3B SS, $1.00
John Lindsey, 1B, $1.00, (R) $10.00
Jorge Cantu, 3B 1B, $1.00
Bryan Byrne, 1B, $1.00, (R) $10.00
Efren Navarro, 1B, $1.00, (R) $10.00
Fernando Tatis, 1B, $1.00
Ian Bladergroen, 1B, $1.00, (R) $10.00
Johan Limonta, 1B, $1.00, (R) $10.00
Michael Jones, 1B, $1.00, (R) $10.00
Scott Thorman, 1B, $1.00, (R) $10.00
Clint Robinson, 1B, $1.00, (R) $10.00
Schell, Tyler Von Schell, 1B, $1.00, (R) $10.00
Cesar Nicolas, 1B, $1.00, (R) $10.00
Dustin Yount, 1B, $1.00, (R) $10.00
Craig Brazell, 1B, $1.00, (R) $10.00
Andrew Jenkins, 1B, $1.00, (R) $10.00
Joe Mahoney, 1B, $1.00, (R) $10.00
Casey Rogowski, 1B, $1.00, (R) $10.00
Mike Eylward, 1B, $1.00, (R) $10.00
Bryan Hansen, 1B, $1.00, (R) $10.00
Paul Goldschmidt, 1B, $1.00, (R) $10.00
Carlos Rivera, 1B, $1.00, (R) $10.00
Chris Parmelee, 1B, $1.00, (R) $10.00
Michael Carlin, 1B, $1.00, (R) $10.00
Larry Broadway, 1B, $1.00, (R) $10.00
Doug Mientkiewicz, 1B, $1.00
Nate Gold, 1B, $1.00, (R) $10.00
Walter Young, 1B, $1.00, (R) $10.00
Logan Sorensen, 1B, $1.00, (R) $10.00
Jeremy West, 1B, $1.00, (R) $10.00
Matt Rizzotti, 1B, $1.00, (R) $10.00
Grant Richardson, 1B, $1.00, (R) $10.00
William Rhinehart, 1B, $1.00, (R) $10.00
Jeremy Hunt, 1B, $1.00, (R) $10.00
Mayobanex Santana, 1B, $1.00, (R) $10.00
Eric Duncan, 1B, $1.00, (R) $10.00
Jonathan Singleton, 1B, $1.00, (R) $10.00
Chip Cannon, 1B, $1.00, (R) $10.00
Brad Corley, 1B, $1.00, (R) $10.00
Christian Marrero, 1B, $1.00, (R) $10.00
Ryan Roberson, 1B, $1.00, (R) $10.00
Ryan Barthelemy, 1B, $1.00, (R) $10.00
Jay Caligiuri, 1B, $1.00, (R) $10.00
Curt Smith, 1B, $1.00, (R) $10.00
Michael Paulk, 1B, $1.00, (R) $10.00
Brandon Belt, 1B, $1.00, (R) $10.00
Swain Carroll, 1B, $1.00, (R) $10.00
Christopher McGuiness, 1B, $1.00, (R) $10.00
Cory Dunlap, 1B, $1.00, (R) $10.00
Carlos Fernandez-Oliva, 1B, $1.00, (R) $10.00
Eric Hosmer, 1B, $1.00, (R) $10.00
Michael McDade, 1B, $1.00, (R) $10.00
Sean Doolittle, 1B, $1.00, (R) $10.00
Ryan Wheeler, 1B, $1.00, (R) $10.00
Brett Pill, 1B, $1.00, (R) $10.00
Stephen Head, 1B, $1.00, (R) $10.00
James Fasano, 1B, $1.00, (R) $10.00
Beau Mills, 1B, $1.00, (R) $10.00
John Gall, 1B, $1.00, (R) $10.00
Javier Colina, 1B, $1.00, (R) $10.00
Joseph Dunigan, 1B, $1.00, (R) $10.00
Walter Norwood, 1B, $1.00, (R) $10.00
Logan Parker, 1B, $1.00, (R) $10.00
Josh Kreuzer, 1B, $1.00, (R) $10.00
John Alonso, 1B, $1.00, (R) $10.00
Ian Gac, 1B, $1.00, (R) $10.00
Brant Colamarino, 1B, $1.00, (R) $10.00
Ryan Strieby, 1B, $1.00, (R) $10.00
Jesus Cota, 1B, $1.00, (R) $10.00
Jeff Kindel, 1B, $1.00, (R) $10.00
Leslie Anderson, 1B, $1.00, (R) $10.00
David Wabick, 1B, $1.00, (R) $10.00
Jason F. Stokes, 1B, $1.00, (R) $10.00
Luis Jimenez, 1B, $1.00, (R) $10.00
Mark Fleisher, 1B, $1.00, (R) $10.00
Graham Koonce, 1B, $1.00, (R) $10.00
Ryan Bear, 1B, $1.00, (R) $10.00
Robert Widlansky, 1B, $1.00, (R) $10.00
Miles G. Durham, 1B, $1.00, (R) $10.00
Brian Dopirak, 1B, $1.00, (R) $10.00
Kelly Hunt, 1B, $1.00, (R) $10.00
Javier Brito, 1B, $1.00, (R) $10.00
Brenton Calfee, 1B, $1.00, (R) $10.00
Ron Davenport, 1B, $1.00, (R) $10.00
Cole Bruce, 1B, $1.00, (R) $10.00
Rusty Ryal, OF 1B 3B, $1.00
Brandon Gemoll, 1B, $1.00, (R) $10.00
Kent Sakamoto, 1B, $1.00, (R) $10.00
Michel Abreu, 1B, $1.00, (R) $10.00
Steve Jackson, 1B, $1.00, (R) $10.00
Baltazar Lopez, 1B, $1.00, (R) $10.00
Kala Kaaihue, 1B, $1.00, (R) $10.00
Erik Lis, 1B, $1.00, (R) $10.00
Chad Santos, 1B, $1.00, (R) $10.00
Gary Burnham, 1B, $1.00, (R) $10.00
David Cooper, 1B, $1.00, (R) $10.00
Pat Magness, 1B, $1.00, (R) $10.00
Tim Brown, 1B, $1.00, (R) $10.00
Ryan Garko, 1B, $1.00
Michael Johnson, 1B, $1.00, (R) $10.00
Justin Bour, 1B, $1.00, (R) $10.00
Gabriel Martinez, 1B, $1.00, (R) $10.00
Erik Morrison, 1B, $1.00, (R) $10.00
Greg Sain, 1B, $1.00, (R) $10.00
James Jurries, 1B, $1.00, (R) $10.00
Alberto Garcia, 1B, $1.00, (R) $10.00
David Mailman, 1B, $1.00, (R) $10.00
Nathan Freiman, 1B, $1.00, (R) $10.00
Chad S. Tracy, 1B, $1.00, (R) $10.00
Steven Caseres, 1B, $1.00, (R) $10.00
