All Third Basemen 2011 MLB Standard Stats																		
Player	Action	Team	AB	R	H	1B	2B	3B	HR	RBI	BB	KO	SB	CS	BA	OBP	SLG	Rank
Nunez, Eduardo SS NYY 	-	Free Agent	309	38	82	57	18	2	5	30	22	37	22	6	0.2654	0.3133	0.3851	273
Freese, David 3B STL	-	Whiteness	333	41	99	72	16	1	10	55	24	75	1	0	0.2973	0.3499	0.4414	291
Prado, Martin LF ATL 	-	User Abuser	551	66	143	102	26	2	13	57	34	52	4	8	0.2595	0.3022	0.3848	305
Andino, Robert 2B BAL 	-	Free Agent	457	63	120	93	22	0	5	36	41	83	13	3	0.2626	0.3267	0.3435	314
Izturis, Maicer 2B LAA 	-	Blue Crew	449	51	124	84	35	0	5	38	33	65	9	6	0.2762	0.3340	0.3875	328
Betemit, Wilson 3B DET	-	Free Agent	323	40	92	58	22	4	8	46	31	105	4	1	0.2848	0.3426	0.4520	334
Wigginton, Ty 3B PHI	-	Free Agent	401	52	97	59	21	2	15	47	38	84	8	1	0.2419	0.3146	0.4165	349
Aviles, Mike 3B BOS 	-	Free Agent	286	31	73	46	17	3	7	39	13	44	14	4	0.2552	0.2885	0.4091	351
Valencia, Danny 3B MIN	-	Free Agent	564	63	139	94	28	2	15	72	40	102	2	6	0.2465	0.2944	0.3830	354
Polanco, Placido 3B PHI 	-	User Abuser	469	46	130	111	14	0	5	50	42	44	3	0	0.2772	0.3352	0.3390	369
Lawrie, Brett 3B TOR 	-	Evil Empire	150	26	44	23	8	4	9	25	16	31	7	1	0.2933	0.3728	0.5800	376
Sizemore, Scott 3B OAK	-	Free Agent	368	50	90	56	22	1	11	56	53	112	5	3	0.2446	0.3420	0.3995	384
Miles, Aaron 2B LAD	-	Free Agent	454	49	125	102	17	3	3	45	25	49	4	3	0.2753	0.3142	0.3458	391
Turner, Justin 2B NYM 	-	Free Agent	435	49	113	79	30	0	4	51	39	59	7	2	0.2598	0.3340	0.3563	398
Dobbs, Greg 3B MIA 	-	Free Agent	411	38	113	82	23	0	8	49	22	83	0	0	0.2749	0.3112	0.3893	407
Downs, Matt 2B HOU	-	Free Agent	199	29	55	27	18	0	10	41	17	47	0	0	0.2764	0.3468	0.5176	434
Cairo, Miguel 3B CIN 	-	Free Agent	245	33	65	47	8	2	8	33	18	36	3	4	0.2653	0.3297	0.4122	453
Hairston, Jerry 3B LAD 	-	Free Agent	337	43	91	64	21	1	5	31	33	46	3	2	0.2700	0.3440	0.3828	457
Morel, Brent 3B CHW	-	Free Agent	413	44	101	72	18	1	10	41	22	57	5	4	0.2446	0.2870	0.3656	465
Hannahan, Jack 3B CLE	-	Free Agent	320	38	80	54	16	2	8	40	38	80	2	1	0.2500	0.3315	0.3875	499
Rodriguez, Sean SS TB 	-	Free Agent	373	45	83	52	20	3	8	36	38	87	11	7	0.2225	0.3225	0.3566	501
Cabrera, Orlando 2B SF	-	Free Agent	450	39	107	86	16	0	5	51	17	57	8	4	0.2378	0.2668	0.3067	515
Kennedy, Adam 1B LAD 	-	Free Agent	380	36	89	58	23	1	7	38	22	67	8	2	0.2342	0.2765	0.3553	531
Lowrie, Jed SS HOU 	-	Evil Empire	309	40	78	54	14	4	6	36	23	60	1	1	0.2524	0.3029	0.3819	535
Johnson, Chris 3B HOU 	-	Free Agent	378	32	95	64	21	3	7	42	16	97	2	2	0.2513	0.2914	0.3783	538
Paredes, Jimmy 3B HOU	-	Free Agent	168	16	48	36	8	2	2	18	9	47	5	4	0.2857	0.3202	0.3929	548
Moustakas, Mike 3B KC	-	Floaters and Sinkers	338	26	89	65	18	1	5	30	22	51	2	0	0.2633	0.3085	0.3669	565
Kelly, Don LF DET	-	Free Agent	257	35	63	45	8	3	7	28	14	32	2	1	0.2451	0.2909	0.3813	570
Jackson, Conor LF BOS	-	Free Agent	352	32	86	63	17	1	5	43	32	53	3	1	0.2443	0.3103	0.3409	577
Chisenhall, Lonnie 3B CLE	-	Free Agent	212	27	54	34	13	0	7	22	8	49	1	0	0.2547	0.2838	0.4151	584
Santiago, Ramon 2B DET 	-	Free Agent	258	29	67	48	11	3	5	30	17	38	0	0	0.2597	0.3110	0.3837	590
DeWitt, Blake LF CHC	-	Free Agent	230	21	61	41	11	4	5	26	12	31	1	0	0.2652	0.3045	0.4130	593
Harris, Willie CF NYM	-	Free Agent	240	36	59	46	11	0	2	23	36	62	5	4	0.2458	0.3511	0.3167	597
Descalso, Daniel 3B STL	-	Free Agent	326	35	86	62	20	3	1	28	33	65	2	2	0.2638	0.3342	0.3528	602
Davis, Chris 1B BAL 	-	Free Agent	199	25	53	36	12	0	5	19	11	63	1	0	0.2663	0.3048	0.4020	603
Blake, Casey 3B COL 	-	Free Agent	202	32	51	36	10	1	4	26	26	50	1	2	0.2525	0.3419	0.3713	608
Valdez, Wilson 2B PHI	-	Free Agent	273	39	68	49	14	4	1	30	18	41	3	3	0.2491	0.2935	0.3407	618
Rolen, Scott 3B CIN 	-	Free Agent	252	31	61	34	20	2	5	36	10	36	1	0	0.2421	0.2788	0.3968	619
Harrison, Josh 3B PIT	-	Free Agent	195	21	53	37	13	2	1	16	3	24	4	1	0.2718	0.2814	0.3744	624
Kouzmanoff, Kevin 3B COL	-	Free Agent	234	24	55	37	11	0	7	33	12	46	2	0	0.2350	0.2840	0.3718	630
McGehee, Casey 3B PIT 	-	Disco Bush Horticulturists	546	46	122	83	24	2	13	67	45	104	0	3	0.2234	0.2800	0.3462	635
Punto, Nick 2B BOS 	-	Free Agent	133	21	37	24	8	4	1	20	25	21	1	1	0.2782	0.3875	0.4211	654
Baker, Jeff 1B CHC	-	Free Agent	201	20	54	38	12	1	3	23	10	46	0	0	0.2687	0.3019	0.3831	663
Seager, Kyle 3B SEA	-	Free Agent	182	22	47	31	13	0	3	13	13	36	3	1	0.2582	0.3116	0.3791	665
Nelson, Chris 2B COL	-	Free Agent	180	20	45	30	10	1	4	16	7	35	3	1	0.2500	0.2804	0.3833	670
d'Arnaud, Chase SS PIT	-	Free Agent	143	17	31	23	6	2	0	6	4	36	12	2	0.2168	0.2416	0.2867	678
Hughes, Luke 2B MIN	-	Free Agent	287	31	64	45	12	0	7	30	24	79	3	2	0.2230	0.2889	0.3380	684
Tejada, Miguel 3B SF	-	Free Agent	322	28	77	57	16	0	4	26	12	35	4	4	0.2391	0.2698	0.3261	686
Chavez, Eric 3B NYY 	-	Free Agent	160	16	42	32	7	1	2	26	14	34	0	0	0.2625	0.3200	0.3563	687
Frazier, Todd 3B CIN 	-	Whiteness	112	17	26	15	5	0	6	15	7	27	1	0	0.2321	0.2893	0.4375	695
Fontenot, Mike SS SF 	-	Free Agent	220	22	50	28	15	3	4	21	25	48	5	1	0.2273	0.3040	0.3773	698
Sanchez, Angel SS HOU	-	Free Agent	288	35	69	58	10	0	1	28	27	44	3	0	0.2396	0.3050	0.2847	699
McCoy, Mike SS TOR	-	Free Agent	197	26	39	29	8	0	2	10	25	41	12	2	0.1980	0.2915	0.2690	703
Francisco, Juan 3B CIN 	-	Free Agent	93	10	24	13	7	1	3	15	4	24	1	0	0.2581	0.2887	0.4516	712
Herrera, Jonathan 2B COL	-	Free Agent	281	28	68	59	5	1	3	14	28	40	4	4	0.2420	0.3129	0.2989	714
Pacheco, Jordan 1B COL	-	Free Agent	84	5	24	21	1	0	2	14	3	9	0	0	0.2857	0.3182	0.3690	725
Lopez, Jose 3B CLE 	-	Free Agent	231	23	50	30	12	0	8	21	7	28	2	0	0.2165	0.2448	0.3723	731
Conrad, Brooks 2B ATL	-	Free Agent	103	11	23	14	5	0	4	13	15	41	2	0	0.2233	0.3250	0.3883	748
DeRosa, Mark 3B WAS 	-	Free Agent	86	9	24	22	2	0	0	12	8	18	1	1	0.2791	0.3505	0.3023	749
German, Esteban 3B TEX 	-	Free Agent	11	6	5	3	1	0	1	4	1	1	1	0	0.4545	0.4615	0.8182	751
Sutton, Drew 3B ATL	-	Free Agent	54	11	17	10	7	0	0	7	3	13	0	0	0.3148	0.3621	0.4444	754
Wood, Brandon 3B PIT	-	Free Agent	250	26	54	37	10	0	7	31	19	73	0	0	0.2160	0.2704	0.3400	764
Burroughs, Sean 3B MIN 	-	Free Agent	110	8	30	25	4	0	1	8	3	15	1	0	0.2727	0.2895	0.3364	773
Liddi, Alex 3B SEA	-	Free Agent	40	7	9	3	3	0	3	6	3	17	1	0	0.2250	0.2955	0.5250	783
McDonald, John SS ARI	-	Free Agent	227	21	52	39	10	1	2	22	12	27	2	4	0.2291	0.2686	0.3084	803
Blum, Geoff 3B ARI	-	Free Agent	49	8	11	6	3	0	2	10	5	9	0	0	0.2245	0.3091	0.4082	812
Navarro, Yamaico 3B PIT 	-	Free Agent	60	8	15	11	3	0	1	9	5	14	0	0	0.2500	0.3030	0.3500	825
Vizquel, Omar 3B CHW	-	Free Agent	167	18	42	34	7	1	0	8	9	18	1	2	0.2515	0.2865	0.3054	829
Wilson, Josh 3B ATL	-	Free Agent	85	13	19	12	5	0	2	5	4	22	1	0	0.2235	0.2584	0.3529	848
Worth, Danny 2B DET	-	Free Agent	37	6	10	8	2	0	0	3	2	9	0	0	0.2703	0.3077	0.3243	888
Darnell, James 3B SD	-	Free Agent	45	2	10	7	2	0	1	7	5	7	1	0	0.2222	0.2941	0.3333	889
Martinez, Michael 3B PHI	-	Free Agent	209	25	41	31	5	2	3	24	18	35	3	0	0.1962	0.2576	0.2823	894
Gillaspie, Conor 3B SF	-	Free Agent	19	2	5	4	0	0	1	2	2	1	0	0	0.2632	0.3333	0.4211	899
Nix, Jayson 3B TOR	-	Free Agent	136	15	23	13	5	1	4	16	12	42	4	1	0.1691	0.2450	0.3088	905
Bixler, Brian LF HOU	-	Free Agent	83	9	17	14	1	2	0	2	7	19	4	3	0.2048	0.2667	0.2651	914
Sellers, Justin SS LAD	-	Free Agent	123	20	25	15	9	0	1	13	12	21	1	0	0.2033	0.2826	0.3008	921
LaRoche, Andy 3B CLE 	-	Free Agent	93	10	23	16	6	1	0	5	8	19	0	0	0.2473	0.3204	0.3333	930
Blanco, Andres SS WAS 	-	Free Agent	76	9	17	12	3	0	2	3	4	14	0	1	0.2237	0.2625	0.3421	936
Valaika, Chris 3B CIN 	-	Free Agent	25	3	7	5	1	1	0	0	2	3	0	0	0.2800	0.3333	0.4000	938
Hernandez, Diory 3B HOU	-	Free Agent	33	4	7	5	1	0	1	4	0	5	0	0	0.2121	0.2121	0.3333	940
Green, Taylor 2B MIL	-	Free Agent	37	2	10	7	3	0	0	1	0	6	0	0	0.2703	0.2703	0.3514	949
Canzler, Russ 3B TB	-	Free Agent	3	0	1	1	0	0	0	1	1	1	0	0	0.3333	0.4000	0.3333	960
LeMahieu, DJ 2B COL 	-	Free Agent	60	3	15	13	2	0	0	4	1	12	0	0	0.2500	0.2623	0.2833	974
Forsythe, Logan 3B SD	-	Free Agent	150	12	32	22	9	1	0	12	12	33	3	1	0.2133	0.2814	0.2867	984
Everett, Adam 3B CLE	-	Free Agent	60	9	13	12	1	0	0	1	5	14	1	0	0.2167	0.2769	0.2333	1099
Rodriguez, Luis SS SEA	-	Free Agent	117	10	23	11	10	0	2	14	16	21	1	2	0.1966	0.2993	0.3333	1108
Ransom, Cody SS ARI 	-	Free Agent	33	3	5	2	2	0	1	4	3	9	1	0	0.1515	0.2432	0.3030	1115
Gonzalez, Alberto 2B TEX 	-	Free Agent	247	18	53	40	10	2	1	32	13	37	1	2	0.2146	0.2556	0.2834	1121
Dominguez, Matt 3B MIA	-	Free Agent	45	2	11	7	4	0	0	2	2	8	0	0	0.2444	0.2917	0.3333	1125
Sogard, Eric SS OAK	-	Free Agent	70	7	14	9	3	0	2	4	4	13	0	0	0.2000	0.2432	0.3286	1141
Mora, Melvin 3B ARI 	-	Free Agent	127	5	29	23	6	0	0	16	2	24	0	1	0.2283	0.2444	0.2756	1142
Uribe, Juan 3B LAD 	-	Disco Bush Horticulturists	270	21	55	39	12	0	4	28	17	60	2	0	0.2037	0.2644	0.2926	1149
Laird, Brandon 3B NYY	-	Free Agent	21	3	4	4	0	0	0	1	3	4	0	0	0.1905	0.2917	0.1905	1152
Lopez, Felipe 3B MIL	-	Free Agent	141	12	29	23	4	0	2	11	8	35	1	1	0.2057	0.2467	0.2766	1169
Cora, Alex 3B WAS	-	Free Agent	156	12	35	28	6	1	0	6	12	23	2	0	0.2244	0.2865	0.2756	1173
Parrino, Andy 3B SD	-	Free Agent	44	3	8	7	1	0	0	4	9	17	1	0	0.1818	0.3273	0.2045	1175
Teahen, Mark 3B TOR	-	Free Agent	160	14	32	24	4	0	4	14	16	45	0	1	0.2000	0.2727	0.3000	1179
Pearce, Steve 1B MIN 	-	Free Agent	94	8	19	16	2	0	1	10	7	21	0	0	0.2021	0.2596	0.2553	1186
Figgins, Chone 3B SEA 	-	Free Agent	288	24	54	41	11	1	1	15	21	42	11	6	0.1875	0.2412	0.2431	1192
Murphy, Donnie SS MIA	-	Free Agent	92	10	17	10	4	1	2	9	4	21	0	0	0.1848	0.2400	0.3152	1198
McPherson, Dallas 1B CHW	-	Free Agent	15	1	2	2	0	0	0	0	0	7	0	0	0.1333	0.1333	0.1333	1202
Mitchell, Russ 3B LAD	-	Free Agent	51	5	8	5	1	0	2	3	7	10	0	0	0.1569	0.2586	0.2941	1216
Cantu, Jorge 1B LAA 	-	Free Agent	144	8	28	21	4	0	3	16	7	28	0	0	0.1944	0.2323	0.2847	1242
Carpenter, Matt 3B STL	-	Free Agent	15	0	1	0	1	0	0	0	4	4	0	0	0.0667	0.2632	0.1333	1255
Gamel, Mat 3B MIL 	-	Free Agent	26	1	3	2	1	0	0	2	1	4	0	0	0.1154	0.1481	0.1538	1267
Bell, Josh 3B BAL	-	Free Agent	61	6	10	10	0	0	0	6	4	25	0	0	0.1639	0.2154	0.1639	1284
Pena, Ramiro 3B NYY	-	Free Agent	40	5	4	3	0	0	1	4	2	11	0	0	0.1000	0.1591	0.1750	1286
Inge, Brandon 3B DET	-	Free Agent	269	29	53	38	10	2	3	23	24	74	1	1	0.1970	0.2651	0.2825	1287
Janish, Paul SS CIN	-	Free Agent	336	27	72	57	14	1	0	23	18	46	3	2	0.2143	0.2590	0.2619	1291
Hicks, Brandon 3B ATL	-	Free Agent	21	1	1	1	0	0	0	1	1	9	0	0	0.0476	0.0909	0.0476	1293
Tolbert, Matt 2B MIN	-	Free Agent	207	22	41	29	10	2	0	11	11	31	3	2	0.1981	0.2523	0.2657	1295
Lugo, Julio 3B ATL	-	Free Agent	44	3	6	6	0	0	0	3	4	11	0	0	0.1364	0.2083	0.1364	1300
Counsell, Craig 2B MIL	-	Free Agent	157	19	28	24	2	1	1	9	20	21	2	1	0.1783	0.2802	0.2229	1310
Alvarez, Pedro 3B PIT 	-	Free Agent	235	18	45	31	9	1	4	19	24	80	1	0	0.1915	0.2720	0.2894	1317
Helms, Wes 3B MIA	-	Free Agent	110	10	21	16	5	0	0	6	11	35	0	0	0.1909	0.2764	0.2364	1319
Rosales, Adam SS OAK 	-	Free Agent	61	5	6	4	0	0	2	8	4	13	0	0	0.0984	0.1618	0.1967	1328
Stewart, Ian 3B CHC 	-	Free Agent	122	14	19	12	6	1	0	6	14	37	3	2	0.1557	0.2426	0.2213	1336
Bruntlett, Eric 3B NYY	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1430
Basak, Chris 3B MIN	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1450
Sosa, Ricardo 3B ARI	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1459
Sexton, Gregory 3B TB	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1464
Frandsen, Kevin 3B PHI	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1476
Rendon, Anthony 3B WAS 	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1480
Rincon, Edinson 3B SD	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1487
Kirkland, Kody 3B HOU	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1495
Rowell, William 3B BAL	-	Titty`s Warriors	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1513
Duran, German 3B HOU	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1517
Retherford, C.J. 3B CHW	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1524
Pounds, Bryan 3B DET	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1560
Rodriguez, Aderlin 3B NYM	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1585
Trejo, Jaime 3B TEX	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1594
Henderson, Chris 3B LAD	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1595
Jimenez, Luis 3B LAA	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1599
Farrell, Jeremy 3B PIT	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1626
Varner, Gary 3B ARI	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1673
Spann, Chad 3B BOS	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1691
Dayleg, Terrence 3B MIA	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1716
Biery, Drew 3B SF	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1720
Brossman, Jay 3B LAA	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1772
Trejo, Edgar 3B SEA	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1784
Whittleman, John 3B TEX	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1796
Hattig, John 3B NYM	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1803
Spina, Michael 3B OAK	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1806
Hanson, Nathan 3B MIN	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1825
Mattair, Travis 3B PHI	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1833
Olt, Mike 3B TEX 	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1875
Castellanos, Nick 3B DET	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1910
Scales, Bobby 3B CHC	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1913
Mitchell, Lee 3B MIA	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1936
Metcalf, Travis 3B COL	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1945
Maples, Chris 3B DET	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1952
Colonel, Christian 3B ATL	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1965
Nazario, Radames 3B COL	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2007
Fox, Adam 3B TEX	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2038
Clark, Matt 3B SD	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2040
Prasch, Edward 3B PIT	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2043
Costanzo, Mike 3B CIN	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2059
Brown, Hunter 3B SEA	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2063
Landry, Leon 3B LAD	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2064
Jova, Lopez 3B TOR	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2083
Barden, Brian 3B TEX	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2100
Betsill, Matthew 3B MIN	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2126
Vechionacci, Marcos 3B NYY	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2142
Luna, Hector 3B PHI 	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2143
Lisson, Mario 3B KC	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2158
Molina, Felix 3B MIN	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2186
Vidal, David 3B CIN	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2205
Cruz, Jeremy 3B LAA	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2207
Richardson, Juan M. 3B PHI	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2248
Jimenez, Jorge 3B BOS	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2271
Huffman, Royce 3B TEX	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2291
Torres, Tim 3B MIA	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2300
Martinez, Francisco 3B SEA	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2314
Peterson, Brock 3B MIN	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2369
Christian, Jason 3B OAK	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2377
Heether, Adam 3B OAK	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2418
Ust, Brant 3B SEA	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2471
King, Brennan 3B PHI	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2497
Reynolds, Kyle 3B CHC	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2498
Souza, Steven 3B WAS	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2518
Dillon, Joe 3B TB	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2521
Lucas, Richard 3B NYM	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2541
Spanos, Vasili 3B OAK	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2561
Perez, Kenny 3B COL	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2601
Stansberry, Craig 3B TOR	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2615
Suttle, Bradley 3B NYY	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2619
Crede, Joe 3B COL	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2656
Brown, Matt 3B MIN	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2672
Collins, Michael 3B LAA	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2728
Norris, Shawn 3B WAS	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2731
Chapman, Travis 3B CIN	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2737
Catricala, Vincent 3B SEA	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2741
Abreu, Tony 3B ARI	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2759
