All Relief Pitchers 2011 MLB Standard Stats																
Player	Action	Team	INN	GS	QS	CG	W	L	S	BS	K	BBI	HA	ERA	WHIP	Rank
Benoit, Joaquin RP DET	-	Free Agent	61.0	0	0	0	4	3	2	5	63	17	47	2.951	1.0492	298
McClellan, Kyle SP STL	-	Disco Bush Horticulturists	141.7	17	9	0	12	7	0	1	76	43	143	4.193	1.3129	300
Smith, Joe RP CLE	-	Free Agent	67.0	0	0	0	3	3	0	3	45	21	52	2.015	1.0896	301
Dotel, Octavio RP DET 	-	Free Agent	54.0	0	0	0	5	4	3	0	62	17	36	3.500	0.9815	302
Martinez, Cristhian RP ATL	-	Free Agent	77.7	0	0	0	1	3	0	0	58	19	56	3.361	0.9657	312
Fuentes, Brian RP OAK 	-	Free Agent	58.3	0	0	0	2	8	12	3	42	20	52	3.703	1.2343	313
LeCure, Sam RP CIN	-	Free Agent	77.7	4	1	0	2	1	0	0	73	21	57	3.708	1.0043	321
Affeldt, Jeremy RP SF 	-	Free Agent	61.7	0	0	0	3	2	3	3	54	24	47	2.627	1.1514	324
Belisle, Matt RP COL	-	Free Agent	72.0	0	0	0	10	4	0	7	58	14	77	3.250	1.2639	330
Perkins, Glen RP MIN	-	Free Agent	61.7	0	0	0	4	4	2	3	65	21	55	2.481	1.2324	332
Sipp, Tony RP CLE	-	Free Agent	62.3	0	0	0	6	3	0	1	57	24	45	3.032	1.1070	333
Alburquerque, Al RP DET 	-	Free Agent	43.3	0	0	0	6	1	0	0	67	29	21	1.869	1.1538	340
Nathan, Joe RP TEX	-	Floaters and Sinkers	44.7	0	0	0	2	1	14	3	43	14	38	4.836	1.1642	342
Oliver, Darren RP TEX 	-	Free Agent	51.0	0	0	0	5	5	2	4	44	11	47	2.294	1.1373	343
Loe, Kameron RP MIL	-	Free Agent	72.0	0	0	0	4	7	1	7	61	16	65	3.500	1.1250	348
Gregg, Kevin RP BAL	-	Floaters and Sinkers	59.7	0	0	0	0	3	22	7	53	40	58	4.374	1.6425	350
Pauley, David RP DET	-	Free Agent	74.0	0	0	0	5	6	0	2	44	22	64	3.162	1.1622	362
Cishek, Steve RP MIA	-	Free Agent	54.7	0	0	0	2	1	3	0	55	19	45	2.634	1.1707	363
Estrada, Marco SP MIL	-	Free Agent	92.7	7	3	0	4	8	0	3	88	29	83	4.079	1.2086	366
Sanchez, Eduardo RP STL	-	Free Agent	30.0	0	0	0	3	1	5	2	35	16	14	1.800	1.0000	370
Villanueva, Carlos SP TOR	-	Want-a-be Ghetto All Stars	107.0	13	5	0	6	4	0	1	68	32	103	4.037	1.2617	373
Gorzelanny, Tom SP WAS	-	Free Agent	105.0	15	6	0	4	6	0	1	95	33	102	4.029	1.2857	378
Ziegler, Brad RP ARI	-	Free Agent	58.3	0	0	0	3	2	1	1	44	19	53	2.160	1.2343	380
Wade, Cory RP NYY	-	Free Agent	39.7	0	0	0	6	1	0	1	30	8	33	2.042	1.0336	385
Takahashi, Hisanori RP LAA	-	Free Agent	68.0	0	0	0	4	3	2	3	52	25	58	3.441	1.2206	387
Coleman, Louis RP KC	-	Free Agent	59.7	0	0	0	1	4	1	1	64	26	44	2.866	1.1732	394
Bray, Bill RP CIN	-	Free Agent	48.3	0	0	0	5	3	0	3	44	17	35	2.979	1.0759	396
Rauch, Jon RP NYM 	-	Free Agent	52.0	0	0	0	5	4	11	5	36	14	56	4.846	1.3462	403
Owings, Micah RP ARI 	-	Free Agent	63.0	4	0	0	8	0	0	0	44	23	56	3.571	1.2540	406
Lopez, Wilton RP HOU 	-	Free Agent	71.0	0	0	0	2	6	0	6	56	18	72	2.789	1.2676	408
Qualls, Chad RP SD 	-	Free Agent	74.3	0	0	0	6	8	0	5	43	20	73	3.511	1.2511	412
Mota, Guillermo RP SF 	-	Free Agent	80.3	0	0	0	2	2	1	1	77	30	71	3.809	1.2573	417
Stutes, Michael RP PHI	-	Free Agent	62.0	0	0	0	6	2	0	0	58	28	49	3.629	1.2419	418
Veras, Jose RP MIL 	-	Free Agent	71.0	0	0	0	2	4	1	7	79	34	54	3.803	1.2394	422
Lopez, Javier RP SF	-	Free Agent	53.0	0	0	0	5	2	1	2	40	26	42	2.717	1.2830	426
Dunn, Mike RP MIA	-	Free Agent	63.0	0	0	0	5	6	0	4	68	31	51	3.429	1.3016	428
Parnell, Bobby RP NYM	-	Free Agent	59.3	0	0	0	4	6	6	6	64	27	60	3.640	1.4663	429
Perez, Rafael RP CLE	-	Free Agent	63.0	0	0	0	5	2	0	2	33	19	59	3.000	1.2381	430
Detwiler, Ross SP WAS 	-	Free Agent	66.0	10	5	0	4	5	0	0	41	20	63	3.000	1.2576	432
Isringhausen, Jason RP NYM	-	Free Agent	46.7	0	0	0	3	3	7	4	44	24	36	4.050	1.2857	433
Crow, Aaron RP KC	-	Free Agent	62.0	0	0	0	4	4	0	7	65	31	55	2.758	1.3871	437
Ayala, Luis RP NYY	-	Free Agent	56.0	0	0	0	2	2	0	1	39	20	51	2.089	1.2679	439
Frieri, Ernesto RP SD	-	Free Agent	63.0	0	0	0	1	2	0	0	76	34	51	2.714	1.3492	441
Thornton, Matt RP CHW 	-	Free Agent	59.7	0	0	0	2	5	3	4	63	21	60	3.318	1.3575	445
Rzepczynski, Marc RP STL	-	Free Agent	62.0	0	0	0	2	6	0	4	61	26	50	3.339	1.2258	446
Chapman, Aroldis RP CIN 	-	Shits & Giggles	50.0	0	0	0	4	1	1	2	71	41	24	3.600	1.3000	448
Lindstrom, Matt RP COL	-	Free Agent	54.0	0	0	0	2	2	2	3	36	14	52	3.000	1.2222	449
Litsch, Jesse SP TOR 	-	Free Agent	75.0	8	3	0	6	3	1	1	66	28	69	4.440	1.2933	450
Burnett, Sean RP WAS	-	Free Agent	56.7	0	0	0	5	5	4	6	33	21	54	3.812	1.3235	455
Acosta, Manny RP NYM	-	Free Agent	47.0	0	0	0	4	1	4	3	46	15	50	3.447	1.3830	460
Coffey, Todd RP WAS	-	Free Agent	59.7	0	0	0	5	1	0	2	46	20	55	3.620	1.2570	461
MacDougal, Mike RP LAD 	-	Free Agent	57.0	0	0	0	3	1	1	1	41	29	54	2.053	1.4561	463
Thompson, Rich RP LAA	-	Free Agent	54.0	0	0	0	1	3	0	1	56	20	46	3.000	1.2222	467
Paulino, Felipe SP KC	-	Orange-a-Tangs	139.3	20	9	0	4	10	0	1	133	55	146	4.457	1.4426	468
Wright, Jamey RP SEA	-	Free Agent	68.3	0	0	0	2	3	1	4	48	30	61	3.161	1.3317	469
Bass, Anthony RP SD	-	Free Agent	48.3	3	0	0	2	0	0	0	24	21	41	1.676	1.2828	470
Wood, Kerry RP CHC 	-	Free Agent	51.0	0	0	0	3	5	1	6	57	21	45	3.353	1.2941	473
Boggs, Mitchell RP STL	-	Free Agent	60.7	0	0	0	2	3	4	4	48	21	62	3.560	1.3681	475
Hawkins, LaTroy RP MIL 	-	Free Agent	48.3	0	0	0	3	1	0	0	28	10	50	2.421	1.2414	476
Wood, Blake RP KC	-	Free Agent	69.7	0	0	0	5	3	1	2	62	32	66	3.746	1.4067	477
Guerrier, Matt RP LAD	-	Free Agent	66.3	0	0	0	4	3	1	3	50	25	59	4.070	1.2663	478
Ondrusek, Logan RP CIN	-	Free Agent	61.3	0	0	0	5	5	0	3	41	28	55	3.228	1.3533	481
Lynn, Lance RP STL	-	Free Agent	34.7	2	0	0	1	1	1	1	40	11	25	3.115	1.0385	494
Teaford, Everett RP KC	-	Free Agent	44.0	3	1	0	2	1	1	0	28	14	36	3.273	1.1364	502
Brothers, Rex RP COL	-	Free Agent	40.7	0	0	0	1	2	1	2	59	20	33	2.877	1.3033	504
Grilli, Jason RP PIT 	-	Free Agent	32.7	0	0	0	2	1	1	0	37	15	24	2.480	1.1939	505
Gregerson, Luke RP SD	-	Free Agent	55.7	0	0	0	3	3	0	4	34	19	57	2.748	1.3653	509
Hammel, Jason SP COL	-	Floaters and Sinkers	170.3	27	14	0	7	13	1	0	94	68	175	4.755	1.4266	510
Saito, Takashi RP ARI 	-	Free Agent	26.7	0	0	0	4	2	0	2	23	9	21	2.025	1.1250	511
McCutchen, Daniel RP PIT	-	Free Agent	84.7	0	0	0	5	3	0	0	47	33	87	3.720	1.4173	512
Rodriguez, Henry RP WAS	-	Free Agent	65.7	0	0	0	3	3	2	3	70	45	54	3.563	1.5076	514
Arredondo, Jose RP CIN	-	Free Agent	53.0	0	0	0	4	4	0	1	48	31	43	3.226	1.3962	518
Logan, Boone RP NYY	-	Free Agent	41.7	0	0	0	5	3	0	2	46	13	43	3.456	1.3440	519
Swarzak, Anthony SP MIN	-	Sofa Kings	102.0	11	8	0	4	7	0	0	55	26	111	4.324	1.3431	522
Wakefield, Tim SP BOS 	-	Free Agent	154.7	23	8	1	7	8	0	0	93	47	163	5.121	1.3578	523
Cruz, Juan RP TB	-	Free Agent	48.7	0	0	0	5	0	0	1	46	28	36	3.884	1.3151	524
Tateyama, Yoshinori RP TEX	-	Free Agent	44.0	0	0	0	2	0	1	0	43	11	37	4.500	1.0909	530
Hawksworth, Blake RP LAD	-	Free Agent	53.0	0	0	0	2	5	0	1	43	17	45	4.075	1.1698	532
Elbert, Scott RP LAD	-	Orange-a-Tangs	33.3	0	0	0	0	1	2	0	34	14	27	2.430	1.2300	533
Sherrill, George RP SEA 	-	Free Agent	36.0	0	0	0	3	1	0	1	38	12	33	3.000	1.2500	534
Batista, Miguel SP NYM	-	SA`s	60.0	5	3	1	5	2	0	1	31	33	49	3.600	1.3667	539
Frasor, Jason RP TOR 	-	Free Agent	60.0	0	0	0	3	3	0	2	57	26	58	3.600	1.4000	540
Resop, Chris RP PIT	-	Free Agent	69.7	0	0	0	5	4	1	5	79	30	73	4.392	1.4785	541
Patton, Troy RP BAL	-	Free Agent	30.0	0	0	0	2	1	0	0	22	5	25	3.000	1.0000	545
Choate, Randy RP MIA	-	Free Agent	24.7	0	0	0	1	1	0	0	31	13	13	1.824	1.0541	546
Wheeler, Dan RP BOS	-	Free Agent	49.3	0	0	0	2	2	0	0	39	8	47	4.378	1.1149	550
Chamberlain, Joba RP NYY	-	Free Agent	28.7	0	0	0	2	0	0	1	24	7	23	2.826	1.0465	556
Cassevah, Bobby RP LAA	-	Free Agent	39.7	0	0	0	1	1	0	1	24	19	28	2.723	1.1849	558
Lindblom, Josh RP LAD	-	Free Agent	29.7	0	0	0	1	0	0	1	28	10	21	2.730	1.0449	559
Collins, Tim RP KC	-	Free Agent	67.0	0	0	0	4	4	0	1	60	48	52	3.627	1.4925	561
Herndon, David RP PHI	-	Free Agent	57.0	0	0	0	1	4	1	1	39	24	54	3.316	1.3684	566
Linebrink, Scott RP ATL	-	Free Agent	54.3	0	0	0	4	4	1	1	42	21	58	3.644	1.4540	572
Escalona, Edgmer RP COL	-	Free Agent	25.7	0	0	0	0	0	0	0	14	7	17	1.753	0.9351	574
Sanches, Brian RP PHI 	-	Free Agent	61.7	2	0	0	4	1	0	0	53	36	52	3.941	1.4270	575
Webb, Ryan RP MIA	-	Free Agent	50.7	0	0	0	2	4	0	4	31	20	48	3.197	1.3421	578
Masset, Nick RP CIN	-	Free Agent	70.3	0	0	0	3	6	1	6	62	31	76	3.711	1.5213	579
Wilhelmsen, Tom RP SEA	-	Free Agent	32.7	0	0	0	2	0	0	0	30	13	25	3.306	1.1633	580
Schlereth, Daniel RP DET	-	Free Agent	49.0	0	0	0	2	2	0	1	44	31	36	3.490	1.3673	585
Soriano, Rafael RP NYY	-	Free Agent	39.3	0	0	0	2	3	2	3	36	18	33	4.119	1.2966	589
Spence, Josh RP SD	-	Free Agent	29.7	0	0	0	0	2	0	2	31	19	14	2.730	1.1124	594
Morales, Franklin RP BOS	-	Free Agent	46.3	0	0	0	1	2	0	0	42	19	40	3.691	1.2734	595
Badenhop, Burke RP TB 	-	Free Agent	63.7	0	0	0	2	3	1	0	51	24	65	4.099	1.3979	598
Beato, Pedro RP NYM	-	Free Agent	67.0	0	0	0	2	1	0	1	39	27	59	4.298	1.2836	599
Strop, Pedro RP BAL	-	Free Agent	22.0	0	0	0	2	1	0	2	21	10	15	2.046	1.1364	600
Gomes, Brandon RP TB	-	Free Agent	37.0	0	0	0	2	1	0	0	32	16	34	2.919	1.3514	605
Gonzalez, Mike RP TEX 	-	Free Agent	53.3	0	0	0	2	2	1	1	51	21	51	4.388	1.3500	609
Reynolds, Matt RP COL	-	Free Agent	50.7	0	0	0	1	2	0	2	50	18	48	4.085	1.3026	615
Paterson, Joe RP ARI	-	Free Agent	34.0	0	0	0	0	3	1	0	28	15	28	2.912	1.2647	617
Ohman, Will RP CHW	-	Free Agent	53.3	0	0	0	1	3	0	1	54	17	53	4.219	1.3125	622
Byrdak, Tim RP NYM	-	Free Agent	37.7	0	0	0	2	1	1	3	47	19	34	3.823	1.4071	623
Coke, Phil SP DET	-	Disco Bush Horticulturists	108.7	14	5	0	3	9	1	1	69	40	118	4.472	1.4540	625
Feldman, Scott RP TEX 	-	Free Agent	32.0	2	1	0	2	1	0	0	22	10	25	3.938	1.0938	626
Russell, James SP CHC 	-	Free Agent	67.7	5	0	0	1	6	0	2	43	14	76	4.123	1.3300	631
Hunter, Tommy SP BAL	-	Free Agent	84.7	11	2	0	4	4	0	1	45	15	100	4.677	1.3583	632
Buchholz, Taylor RP NYM 	-	Free Agent	26.0	0	0	0	1	1	0	0	26	7	22	3.115	1.1154	633
Escalona, Sergio RP HOU	-	Free Agent	27.7	0	0	0	2	1	0	1	25	11	24	2.928	1.2651	637
Albers, Matt RP BOS 	-	Free Agent	64.7	0	0	0	4	4	0	3	68	31	62	4.732	1.4381	638
Lopez, Rodrigo SP CHC	-	Free Agent	97.7	16	6	0	6	6	0	0	54	29	116	4.423	1.4846	639
Carreno, Joel RP TOR	-	Free Agent	15.7	0	0	0	1	0	0	0	14	4	11	1.149	0.9574	641
Mortensen, Clayton SP COL	-	Free Agent	58.3	6	3	0	2	4	0	0	30	24	55	3.857	1.3543	642
De Los Santos, Fautino RP OAK 	-	Free Agent	33.3	0	0	0	3	2	0	2	43	17	27	4.320	1.3200	643
Lowe, Mark RP TEX	-	Free Agent	45.0	0	0	0	2	3	1	2	42	19	46	3.800	1.4444	644
Dillard, Tim RP MIL	-	Free Agent	28.7	0	0	0	1	1	0	0	27	4	26	4.081	1.0465	646
Watson, Tony RP PIT	-	Free Agent	41.0	0	0	0	2	2	0	1	37	20	34	3.951	1.3171	648
Atchison, Scott RP BOS	-	Free Agent	30.3	0	0	0	1	0	1	0	17	6	31	3.264	1.2198	650
Varvaro, Anthony RP ATL	-	Free Agent	24.0	0	0	0	0	2	0	1	23	11	15	2.625	1.0833	651
Hensley, Clay SP MIA 	-	Free Agent	67.7	9	1	0	6	7	0	2	46	30	62	5.187	1.3596	652
Mattheus, Ryan RP WAS	-	Free Agent	32.0	0	0	0	2	2	0	0	12	15	26	2.812	1.2812	655
Camp, Shawn RP TOR	-	Free Agent	66.3	0	0	0	6	3	1	3	32	22	79	4.206	1.5226	657
Kelley, Shawn RP SEA	-	Free Agent	12.7	0	0	0	0	0	0	0	10	3	7	0.000	0.7895	664
Shaw, Bryan RP ARI	-	Free Agent	28.3	0	0	0	1	0	0	0	24	8	30	2.541	1.3412	666
Stammen, Craig RP WAS	-	Free Agent	10.3	0	0	0	1	1	0	0	12	4	3	0.871	0.6774	671
Eyre, Willie RP BAL 	-	Free Agent	18.3	0	0	0	2	2	0	0	10	5	12	3.436	0.9273	672
Mendoza, Luis RP KC	-	Free Agent	14.7	2	2	0	2	0	0	0	7	5	11	1.227	1.0909	673
Contreras, Jose RP PHI 	-	Free Agent	14.0	0	0	0	0	0	5	0	13	8	11	3.857	1.3571	676
Simon, Alfredo SP BAL	-	Whiteness	115.7	16	7	0	4	9	0	0	83	40	128	4.902	1.4524	677
Carpenter, David RP HOU	-	Free Agent	27.7	0	0	0	1	3	1	1	29	13	28	2.928	1.4819	682
Leroux, Chris RP PIT	-	Free Agent	25.0	0	0	0	1	1	0	1	24	7	26	2.880	1.3200	683
Lidge, Brad RP PHI 	-	Free Agent	19.3	0	0	0	0	2	1	0	23	13	16	1.397	1.5000	689
Rodriguez, Fernando RP HOU	-	Free Agent	52.3	0	0	0	2	3	0	0	57	30	51	3.955	1.5478	694
Blevins, Jerry RP OAK	-	Free Agent	28.3	0	0	0	0	0	0	0	26	14	24	2.859	1.3412	697
McGee, Jake RP TB	-	Whiteness	28.0	0	0	0	5	2	0	0	27	12	30	4.500	1.5000	702
Rhodes, Arthur RP STL	-	Free Agent	33.0	0	0	0	3	4	1	2	21	11	34	4.636	1.3636	704
Cashner, Andrew RP SD 	-	Free Agent	10.7	1	0	0	0	0	0	0	8	4	3	1.688	0.6562	705
McClendon, Mike RP MIL	-	Free Agent	13.7	0	0	0	3	0	0	0	10	3	15	2.634	1.3171	706
Wright, Wesley RP HOU	-	Free Agent	12.0	0	0	0	0	0	0	1	11	5	6	1.500	0.9167	708
Devine, Joey RP OAK 	-	Free Agent	23.0	0	0	0	1	1	0	1	20	11	18	3.522	1.2609	710
Hill, Rich RP BOS 	-	Free Agent	8.0	0	0	0	0	0	0	0	12	3	3	0.000	0.7500	711
Broxton, Jonathan RP KC 	-	Titty`s Warriors	12.7	0	0	0	1	2	7	1	10	9	15	5.684	1.8947	713
Rodriguez, Aneury SP HOU	-	Free Agent	85.3	8	2	0	1	6	0	0	64	32	83	5.273	1.3477	720
Ramos, Cesar RP TB	-	Free Agent	43.7	0	0	0	0	1	0	2	31	25	36	3.916	1.3969	723
Ray, Chris RP SEA	-	Free Agent	32.7	0	0	0	3	2	0	2	22	12	33	4.684	1.3776	727
Rodney, Fernando RP TB 	-	Free Agent	32.0	0	0	0	3	5	3	4	26	28	26	4.500	1.6875	728
Bell, Trevor RP LAA	-	Free Agent	34.3	0	0	0	1	1	0	1	17	10	39	3.408	1.4272	729
Breslow, Craig RP ARI 	-	Free Agent	59.3	0	0	0	0	2	0	3	44	21	69	3.792	1.5169	733
Kimball, Cole RP WAS	-	Free Agent	14.0	0	0	0	1	0	0	1	11	11	8	1.929	1.3571	735
Vasquez, Esmerling RP MIN	-	Free Agent	30.3	0	0	0	1	1	0	2	20	13	27	4.154	1.3187	736
Kintzler, Brandon RP MIL	-	Free Agent	14.7	0	0	0	1	1	0	0	15	3	14	3.682	1.1591	738
Ortiz, Ramon RP CHC	-	Free Agent	33.3	2	1	0	1	2	0	0	25	11	31	4.860	1.2600	740
Axelrod, Dylan RP CHW	-	Free Agent	18.7	3	2	0	1	0	0	0	19	9	18	2.893	1.4464	743
Hagadone, Nick RP CLE	-	Free Agent	11.0	0	0	0	1	0	0	0	11	6	4	4.091	0.9091	745
Cramer, Bobby RP OAK	-	Free Agent	8.3	0	0	0	0	1	0	0	6	1	6	1.080	0.8400	747
Noesi, Hector RP NYY 	-	Free Agent	56.3	2	0	0	2	2	0	0	45	22	63	4.473	1.5089	753
Padilla, Vicente RP LAD 	-	Floaters and Sinkers	8.7	0	0	0	0	0	3	0	9	5	7	4.154	1.3846	755
Santiago, Hector RP CHW	-	Free Agent	5.3	0	0	0	0	0	0	0	2	1	1	0.000	0.3750	762
Burres, Brian RP PIT 	-	Free Agent	14.0	2	0	0	1	0	0	0	10	4	12	3.857	1.1429	765
Phillips, Zach RP BAL	-	Free Agent	8.0	0	0	0	0	0	0	0	8	2	6	1.125	1.0000	768
Moore, Matt RP TB 	-	User Abuser	9.3	1	0	0	1	0	0	0	15	3	9	2.893	1.2857	772
De La Cruz, Frankie RP MIL	-	Free Agent	13.0	0	0	0	0	0	0	0	9	5	10	2.769	1.1538	778
Adcock, Nate RP KC	-	Free Agent	60.3	3	0	0	1	1	1	0	36	26	63	4.624	1.4751	780
Balester, Collin RP DET 	-	Free Agent	35.7	0	0	0	1	4	0	1	34	14	38	4.542	1.4579	781
Russell, Adam RP ATL	-	Free Agent	32.7	0	0	0	1	2	0	0	13	20	31	3.031	1.5612	782
Lyles, Jordan SP HOU	-	Free Agent	94.0	15	6	0	2	8	0	0	67	26	107	5.362	1.4149	788
Moskos, Daniel RP PIT	-	Free Agent	24.3	0	0	0	1	1	0	0	11	9	29	2.959	1.5616	792
Mateo, Marcos RP CHC	-	Free Agent	23.0	0	0	0	1	2	0	0	25	10	24	4.304	1.4783	793
Castillo, Alberto RP LAD	-	Free Agent	11.7	0	0	0	1	0	0	0	6	7	10	2.314	1.4571	796
Laffey, Aaron RP TOR 	-	Free Agent	53.3	0	0	0	3	2	0	1	30	21	67	3.881	1.6500	797
