All Second Basemen  Season   Projections Standard Stats
Player,Team	AB	R	H	1B	2B	3B	HR	RBI	BB	KO	SB	CS	BA	OBP	SLG	Rank	
"Brad,Miller SS  SEA"	Free Agent	510	65	133	86	24	7	16	60	45	109	3	2	0.2608	0.3207	0.4294	261
"Chris,Owings SS  ARI"	Free Agent	515	59	137	93	27	6	11	49	24	107	14	3	0.2660	0.2987	0.4058	264
"Josh,Rutledge SS  LAA"	Free Agent	540	70	134	92	28	4	10	58	29	135	12	4	0.2481	0.2865	0.3704	265
"Wilmer,Flores SS  NYM"	Knobgobblers	490	59	132	88	27	3	14	66	24	65	1	2	0.2694	0.3035	0.4224	274
"Jose,Ramirez SS  CLE"	Free Agent	450	58	126	99	20	3	4	39	30	60	21	9	0.2800	0.3250	0.3644	275
"Arismendy,Alcantara CF  CHC"	Free Agent	500	61	117	76	23	5	13	54	36	143	12	6	0.2340	0.2854	0.3780	305
"Yangervis,Solarte 3B  SD"	Free Agent	550	74	149	111	26	1	11	46	55	66	0	0	0.2709	0.3372	0.3818	312
"Joe,Panik 2B  SF"	Disco Bush Horticulturists	560	68	158	128	22	4	4	55	43	73	3	2	0.2821	0.3333	0.3571	316
"Jedd,Gyorko 2B  SD"	Orange-a-Tangs	530	56	127	85	25	0	17	69	42	120	1	2	0.2396	0.2955	0.3830	320
"Brett,Lawrie 3B  OAK"	EVIL EMPIRE	480	49	123	87	16	2	18	54	32	87	3	2	0.2562	0.3027	0.4104	325
"Omar,Infante 2B  KC"	Free Agent	540	55	143	106	26	3	8	54	32	71	7	2	0.2648	0.3059	0.3685	339
"Rickie,Weeks 2B  SEA"	Free Agent	440	60	110	66	29	1	14	53	47	126	1	2	0.2500	0.3224	0.4159	344
"Didi,Gregorius SS  NYY"	Free Agent	485	64	120	80	23	5	12	45	41	85	5	2	0.2474	0.3061	0.3897	350
"Mike,Aviles 3B  CLE"	Free Agent	406	50	101	72	20	0	9	48	17	56	12	5	0.2488	0.2790	0.3645	353
"Alexi,Amarista SS  SD"	Free Agent	570	55	137	109	20	3	5	55	38	95	15	6	0.2404	0.2878	0.3123	361
"Luis,Valbuena 3B  HOU"	Free Agent	440	59	106	63	28	1	14	54	64	96	1	1	0.2409	0.3373	0.4045	363
"DJ,LeMahieu 2B  COL"	Free Agent	505	56	137	109	18	4	6	45	29	94	7	5	0.2713	0.3109	0.3584	364
"Zach,Walters DH  CLE"	Free Agent	350	48	77	38	20	2	17	55	23	117	0	1	0.2200	0.2681	0.4343	395
"Devon,Travis 2B  DET"	Free Agent	360	41	98	70	18	3	7	34	30	63	12	4	0.2722	0.3282	0.3972	396
"Kelly,Johnson 3B  ATL"	Free Agent	379	44	86	56	15	2	13	45	42	110	8	3	0.2269	0.3040	0.3799	407
"Brock,Holt RF  BOS"	User Abuser	380	54	108	83	18	4	3	21	27	54	10	3	0.2842	0.3317	0.3763	419
"Gordon,Beckham 2B  CHW"	Free Agent	447	54	107	73	24	0	10	43	30	75	4	2	0.2394	0.2872	0.3602	423
"Jonathan,Schoop 2B  BAL"	Free Agent	485	55	108	72	22	0	14	48	15	118	2	1	0.2227	0.2460	0.3546	425
"Stephen,Drew SS  NYY"	Free Agent	420	46	95	56	24	3	12	53	43	117	2	2	0.2262	0.2981	0.3833	435
"Alberto,Callaspo 2B  ATL"	Free Agent	438	48	107	81	18	0	8	50	50	52	1	2	0.2443	0.3217	0.3402	448
"Emilio,Bonifacio CF  CHW"	Free Agent	330	40	81	61	15	3	2	20	24	80	22	7	0.2455	0.2966	0.3273	449
"Nick,Franklin 2B  TB"	Free Agent	440	39	96	63	20	0	13	45	43	138	6	3	0.2182	0.2878	0.3523	462
"Freddy,Galvis SS  PHI"	Free Agent	450	33	105	70	20	2	13	45	29	102	3	1	0.2333	0.2797	0.3733	478
"Eduardo,Escobar SS  MIN"	Free Agent	380	44	97	62	27	3	5	31	23	81	0	1	0.2553	0.2978	0.3816	531
"Tommy,La Stella 2B  CHC"	Free Agent	300	30	84	62	18	1	3	29	37	33	4	1	0.2800	0.3591	0.3767	532
"Micah,Johnson 2B  CHW"	Free Agent	280	26	72	55	12	3	2	22	14	56	13	7	0.2571	0.2925	0.3429	537
"Justin,Turner 3B  LAD"	Free Agent	220	26	67	46	16	1	4	26	16	39	2	1	0.3045	0.3517	0.4409	541
"Donovan,Solano 2B  MIA"	Free Agent	319	29	85	68	12	2	3	30	21	59	4	1	0.2665	0.3118	0.3448	554
"Logan,Forsythe 2B  TB"	Free Agent	279	33	67	49	10	2	6	24	24	61	5	1	0.2401	0.3003	0.3548	560
"Sean,Rodriguez 2B  PIT"	Free Agent	244	29	54	32	12	2	8	32	18	67	3	1	0.2213	0.2748	0.3852	567
"Danny,Espinosa 2B  WAS"	Free Agent	290	28	63	40	14	2	7	25	20	100	8	2	0.2172	0.2677	0.3517	584
"Jeff,Baker 1B  MIA"	Free Agent	183	22	48	30	10	2	6	25	14	49	2	0	0.2623	0.3147	0.4372	597
"Carlos,Sanchez 2B  CHW"	Free Agent	300	34	73	54	15	2	2	19	17	67	7	2	0.2433	0.2839	0.3267	605
"Daniel,Descalso 2B  COL"	Free Agent	288	35	67	46	15	3	3	26	26	57	4	3	0.2326	0.2962	0.3368	612
"Cliff,Pennington SS  ARI"	Free Agent	288	32	67	50	12	2	3	19	27	60	8	2	0.2326	0.2984	0.3194	615
"Eric,Sogard 2B  OAK"	Free Agent	225	28	58	44	12	0	2	19	21	30	6	3	0.2578	0.3211	0.3378	619
"Skip,Schumaker LF  CIN"	Free Agent	279	30	72	55	14	1	2	27	24	51	2	1	0.2581	0.3168	0.3369	621
"Derek,Dietrich 2B  MIA"	Free Agent	186	32	41	24	8	2	7	20	12	47	1	0	0.2204	0.2677	0.3978	630
"Willie,Bloomquist SS  SEA"	Free Agent	199	26	60	47	11	2	0	17	8	33	3	4	0.3015	0.3285	0.3769	632
"Ryan,Flaherty 3B  BAL"	Free Agent	227	25	50	32	9	1	8	26	16	58	1	0	0.2203	0.2716	0.3744	639
"Steve,Lombardozzi 2B  PIT"	Free Agent	249	24	68	53	11	2	2	17	9	31	3	2	0.2731	0.2984	0.3574	660
"Marwin,Gonzalez SS  HOU"	Free Agent	231	25	57	41	12	0	4	16	13	41	4	3	0.2468	0.2869	0.3506	673
"Joaquin,Arias 3B  SF"	Free Agent	246	22	65	51	10	2	2	23	8	33	2	0	0.2642	0.2874	0.3455	675
"Maicer,Izturis 2B  TOR"	Free Agent	230	24	56	46	8	0	2	18	18	27	6	2	0.2435	0.2984	0.3043	676
"Rafael,Furcal 2B  MIA"	Free Agent	171	24	44	35	6	1	2	17	15	21	4	1	0.2573	0.3172	0.3392	680
"Danny,Valencia 3B  TOR"	Free Agent	193	18	49	31	12	1	5	25	8	44	0	1	0.2539	0.2836	0.4041	692
"Robert,Refsnyder 2B  NYY"	Free Agent	200	22	51	33	12	1	5	18	18	50	1	1	0.2550	0.3165	0.4000	693
"Ed,Lucas 2B  TEX"	Free Agent	265	31	67	55	10	0	2	18	17	63	1	0	0.2528	0.2979	0.3132	697
"Kevin,Frandsen LF  WAS"	Free Agent	222	23	60	47	9	1	3	19	9	24	0	0	0.2703	0.2987	0.3604	704
"Pedro,Ciriaco 2B  ATL"	Free Agent	144	16	37	28	7	1	1	10	6	26	10	1	0.2569	0.2867	0.3403	712
"Jordany,Valdespin 2B  MIA"	Free Agent	141	17	31	20	5	1	5	17	9	29	5	2	0.2199	0.2667	0.3759	719
"Alexi,Casilla 2B  TB"	Free Agent	138	16	32	23	7	1	1	13	8	24	10	1	0.2319	0.2740	0.3188	729
"Jayson,Nix 3B  KC"	Free Agent	176	19	38	28	7	0	3	15	14	54	7	2	0.2159	0.2737	0.3068	745
"Nick,Punto 2B  OAK"	Free Agent	217	25	51	38	10	1	2	15	28	55	4	1	0.2350	0.3224	0.3180	750
"Donnie,Murphy 2B  TEX"	Free Agent	126	16	29	16	6	1	6	16	9	40	1	1	0.2302	0.2815	0.4365	765
"Darwin,Barney 2B  LAD"	Free Agent	215	24	49	35	10	1	3	18	14	26	2	1	0.2279	0.2751	0.3256	772
"Clint,Barmes SS  SD"	Free Agent	287	24	64	48	12	0	4	25	14	65	0	1	0.2230	0.2591	0.3066	779
"Jonathan,Herrera SS  CHC"	Free Agent	170	18	46	37	6	2	1	12	12	29	3	2	0.2706	0.3187	0.3471	781
"Mark,Ellis 2B  STL"	Free Agent	170	20	42	33	6	1	2	15	13	31	2	1	0.2471	0.3005	0.3294	788
"Tyler,Greene 2B  ATL"	Free Agent	120	14	28	17	6	1	4	11	7	38	4	1	0.2333	0.2756	0.4000	796
"Munenori,Kawasaki 2B  TOR"	Free Agent	195	24	46	39	5	2	0	16	21	36	3	1	0.2359	0.3102	0.2821	803
"Jemile,Weeks 2B  BOS"	Free Agent	163	22	37	27	6	3	1	8	18	26	6	2	0.2270	0.3039	0.3190	811
"Pete,Kozma SS  STL"	Free Agent	168	20	40	29	9	1	1	16	15	38	2	0	0.2381	0.3005	0.3214	821
"Adam,Rosales 1B  TEX"	Free Agent	137	16	32	22	6	0	4	13	11	33	1	1	0.2336	0.2905	0.3650	827
"Ramon,Santiago 3B  TOR"	Free Agent	204	22	47	36	8	1	2	16	22	36	1	1	0.2304	0.3053	0.3088	832
"Brendan,Ryan SS  NYY"	Free Agent	280	26	54	39	12	1	2	20	24	67	5	3	0.1929	0.2566	0.2643	845
"Andrew,Romine SS  DET"	Free Agent	125	14	31	27	3	0	1	8	9	29	5	1	0.2480	0.2985	0.2960	852
"Luis,Sardinas 2B  MIL"	Free Agent	115	12	30	24	6	0	0	8	5	21	5	1	0.2609	0.2917	0.3130	883
"Elian,Herrera LF  MIL"	Free Agent	110	13	29	22	6	1	0	7	9	29	3	1	0.2636	0.3193	0.3364	921
"Grant,Green LF  LAA"	Free Agent	120	12	30	23	6	0	1	14	6	32	0	2	0.2500	0.2857	0.3250	932
"Charlie,Culberson 3B  COL"	Free Agent	110	10	25	18	4	1	2	12	5	31	2	1	0.2273	0.2609	0.3364	933
"Miguel,Tejada 2B  MIA"	Free Agent	78	8	22	18	2	0	2	10	3	12	0	0	0.2821	0.3086	0.3846	945
"Christian,Colon 2B  KC"	Free Agent	45	8	15	9	5	1	0	6	3	4	2	0	0.3333	0.3750	0.4889	958
"Kris,Negron 3B  CIN"	Free Agent	49	7	13	8	3	0	2	6	4	14	2	0	0.2653	0.3208	0.4490	964
"Cesar,Hernandez 3B  PHI"	Free Agent	118	15	31	27	4	0	0	7	9	30	0	2	0.2627	0.3150	0.2966	983
"Dilson,Herrera 2B  NYM"	Free Agent	59	6	13	9	0	1	3	11	7	17	0	0	0.2203	0.3030	0.4068	992
"Ryan,Goins 2B  TOR"	Free Agent	150	12	34	24	6	2	2	12	4	35	0	0	0.2267	0.2468	0.3333	996
"Tony,Abreu 2B  SF"	Free Agent	71	9	18	11	5	1	1	10	3	15	0	1	0.2535	0.2838	0.3944	1000
"Leury,Garcia CF  CHW"	Free Agent	123	12	21	19	2	0	0	4	6	41	9	2	0.1707	0.2093	0.1870	1001
"Brandon,Hicks 2B  SF"	Free Agent	89	12	15	7	4	0	4	10	13	36	0	0	0.1685	0.2745	0.3483	1004
"Johnny,Giavotella 2B  LAA"	Free Agent	86	11	20	15	4	0	1	8	5	15	1	0	0.2326	0.2747	0.3140	1005
"Steve,Tolleson 2B  TOR"	Free Agent	80	8	19	13	3	1	2	7	5	22	1	0	0.2375	0.2824	0.3750	1013
"Ramiro,Pena 2B  SD"	Free Agent	83	8	21	15	4	0	2	7	7	19	0	1	0.2530	0.3111	0.3735	1020
"Tyler,Pastornicky 2B  ATL"	Free Agent	80	10	20	16	2	1	1	5	6	16	1	0	0.2500	0.3023	0.3375	1026
"Chone,Figgins 3B  LAD"	Free Agent	75	9	15	10	3	1	1	4	11	21	3	1	0.2000	0.3023	0.3067	1060
"Phil,Gosselin 2B  ATL"	Free Agent	67	10	18	16	2	0	0	2	3	14	1	1	0.2687	0.3000	0.2985	1073
"Matt,Duffy 2B  SF"	Free Agent	60	5	16	14	2	0	0	8	1	14	0	1	0.2667	0.2787	0.3000	1130
"Jose,Pirela 2B  NYY"	Free Agent	24	6	8	5	1	2	0	3	1	4	0	0	0.3333	0.3600	0.5417	1160
"Chris,Valaika 1B  CHC"	Free Agent	62	5	14	10	3	0	1	7	3	17	0	0	0.2258	0.2615	0.3226	1171
"Andres,Blanco 3B  PHI"	Free Agent	47	4	13	7	5	0	1	3	2	6	0	0	0.2766	0.3061	0.4468	1185
"Cole,Figueroa 2B  NYY"	Free Agent	43	6	10	7	2	1	0	6	4	4	0	0	0.2326	0.2979	0.3256	1198
"Irving,Falu 2B  CIN"	Free Agent	40	5	11	9	2	0	0	3	3	5	0	1	0.2750	0.3256	0.3250	1241
"Emmanuel,Burriss 2B  WAS"	Free Agent	45	5	9	9	0	0	0	2	3	8	2	1	0.2000	0.2500	0.2000	1274
"Mike,Fontenot 2B  WAS"	Free Agent	32	4	9	8	1	0	0	2	2	8	0	0	0.2812	0.3235	0.3125	1294
"Josh,Wilson 2B  DET"	Free Agent	64	8	12	10	2	0	0	6	4	16	0	0	0.1875	0.2353	0.2188	1299
"Logan,Watkins 2B  CHC"	Free Agent	52	6	12	10	2	0	0	3	2	15	0	0	0.2308	0.2593	0.2692	1314
"Brooks,Conrad 2B  SD"	Free Agent	43	3	6	2	2	0	2	6	3	19	0	0	0.1395	0.1957	0.3256	1323
"Jeff,Kobernus 2B  WAS"	Free Agent	18	5	2	2	0	0	0	0	3	4	2	1	0.1111	0.2381	0.1111	1338
"Hernan,Perez 2B  DET"	Free Agent	24	5	5	5	0	0	0	2	1	5	0	0	0.2083	0.2400	0.2083	1371
"Will,Rhymes 2B  WAS"	Free Agent	41	4	9	8	1	0	0	3	3	6	0	1	0.2195	0.2727	0.2439	1400
"Nick,Noonan 2B  NYY"	Free Agent	52	6	11	10	1	0	0	2	3	12	0	0	0.2115	0.2545	0.2308	1409
"Ehire,Adrianza 2B  SF"	Free Agent	38	4	8	6	2	0	0	3	2	9	0	0	0.2105	0.2500	0.2632	1410
"Michael,Martinez OF  CLE"	Free Agent	65	6	11	9	1	0	1	4	3	15	0	0	0.1692	0.2059	0.2308	1429
"Alberto,Gonzalez 2B  SD"	Free Agent	37	4	7	6	1	0	0	3	1	7	0	0	0.1892	0.2105	0.2162	1449
"Justin,Sellers 2B  PIT"	Free Agent	43	4	8	6	1	0	1	1	4	13	0	0	0.1860	0.2553	0.2791	1454
"Ivan,De Jesus 2B  CIN"	Free Agent	14	2	3	2	1	0	0	1	1	4	0	0	0.2143	0.2667	0.2857	1469
"Tim,Beckham 2B  TB"	Disco Bush Horticulturists	4	0	2	2	0	0	0	0	0	0	0	0	0.5000	0.5000	0.5000	1518
"Yamaico,Navarro 2B  BAL"	Free Agent	26	2	5	5	0	0	0	2	2	7	0	1	0.1923	0.2500	0.1923	1524
"Greg,Garcia 2B  STL"	Free Agent	14	2	2	1	1	0	0	1	1	6	0	0	0.1429	0.2000	0.2143	1546
"Jurickson,Profar 2B  TEX"	Whiteness	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1567
"Brandon,Inge 2B  PIT"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1567
"Dan,Uggla 2B  WAS"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1567
"Jeff,Keppinger 2B  CHW"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1567
"Marco,Scutaro 2B  SF"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1567
"Cord,Phelps 2B  PHI"	Free Agent	15	1	2	2	0	0	0	2	0	4	0	0	0.1333	0.1333	0.1333	1601
"Angel,Sanchez 2B  CHW"	Free Agent	1	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1617
"Henry,Rodriguez 2B  CIN"	Free Agent	8	0	1	1	0	0	0	1	1	2	0	0	0.1250	0.2222	0.1250	1630
"Corban,Joseph 2B  NYY"	Free Agent	2	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1633
"Tommy,Field 2B  TEX"	Free Agent	9	1	1	1	0	0	0	0	1	3	0	0	0.1111	0.2000	0.1111	1646
"Eric,Farris 2B  MIN"	Free Agent	3	0	0	0	0	0	0	0	0	1	0	0	0.0000	0.0000	0.0000	1648
"Jonathan,Diaz SS  TOR"	Free Agent	21	2	2	2	0	0	0	2	2	7	0	0	0.0952	0.1739	0.0952	1656
"Jace,Peterson 2B  ATL"	Free Agent	53	3	6	6	0	0	0	0	2	18	2	0	0.1132	0.1455	0.1132	1700
"Breyvic,Valera 2B  STL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Luis,Mateo 2B  STL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Mike,Folli 2B  TB"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Jeremias,Pineda 2B  MIN"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Corey,Jones 2B  DET"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Alden,Carrithers 2B  OAK"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Robert,Hudson 2B  CHW"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Issmael,Salas 2B  CHC"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Timothy,Moss 2B  PHI"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Adam,Haley 2B  ARI"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Luis,Nieves 2B  NYM"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Domingo,Leyba 2B  ARI"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Gregory,Picart 2B  PIT"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Chad,Pinder 2B  OAK"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Zeke,DeVoss 2B  CHC"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Christopher,Kunda 2B  NYY"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Tom,King 2B  SD"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Sergio,Garcia 2B  LAD"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Francisco,Soriano 2B  WAS"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Starlin,Rodriguez 2B  STL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Isiah,Kiner-Falefa 2B  TEX"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"David,Nick 2B  ARI"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Tyler,Rahmatulla 2B  STL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Rylan,Sandoval 2B  NYM"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Shea,Vucinich 2B  MIL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Marco,Albano 2B  LAA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Gabe,Lopez 2B  NYY"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Buck,Britton 2B  LAD"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Colt,Sedbrook 2B  STL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Michael,Fisher 2B  NYM"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Eric,Arnold 2B  TOR"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Dale,Mollenhauer 2B  CHW"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Marc,Maddox 2B  KC"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Khayyan,Norfork 2B  WAS"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Paco,Figueroa 2B  BAL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Joey,DeMichele 2B  CHW"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Brandon,Pinckney 2B  CLE"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Luis,Nunez 2B  ATL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Maxx,Tissenbaum 2B  TB"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Anthony,Kemp 2B  HOU"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Jim,Negrych 2B  PHI"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Carlo,Cota 2B  TOR"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Luigi,Rodriguez 2B  CLE"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Matt,Helm 2B  ARI"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Greg,Miclat 2B  STL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Tom,Belza 2B  ARI"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Miguel,Abreu 2B  PHI"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Angelo,Gumbs 2B  NYY"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Jesmuel,Valentin 2B  PHI"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Danny,Muno 2B  NYM"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Juan,Perez 2B  CIN"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Reegie,Corona 2B  NYY"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Andrew,Douglas 2B  CHW"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Brian,Anderson 2B  MIA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Victor,Mercedes 2B  LAD"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Leury,Bonilla 2B  SEA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Miguel,Linares 2B  DET"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
