All Third Basemen  Season   Projections Standard Stats
Player,Team	AB	R	H	1B	2B	3B	HR	RBI	BB	KO	SB	CS	BA	OBP	SLG	Rank	
"Nick,Castellanos 3B  DET "	Free Agent	550	52	142	91	34	3	14	71	40	131	4	3	0.2582	0.3085	0.4073	282
"Casey,McGehee 3B  SF "	Free Agent	605	61	168	133	28	1	6	69	61	104	3	1	0.2777	0.3438	0.3570	284
"David,Freese 3B  LAA "	Free Agent	470	55	128	87	28	1	12	66	46	115	1	2	0.2723	0.3372	0.4128	293
"Kris,Bryant 3B  CHC "	Shits & Giggles	380	49	90	48	21	1	20	58	42	130	6	3	0.2368	0.3128	0.4553	296
"Yangervis,Solarte 3B  SD"	Free Agent	550	74	149	111	26	1	11	46	55	66	0	0	0.2709	0.3372	0.3818	312
"Cody,Asche 3B  PHI "	Free Agent	480	52	125	79	30	2	14	69	38	114	0	0	0.2604	0.3147	0.4188	314
"Lonnie,Chisenhall 3B  CLE "	Free Agent	440	56	120	79	26	1	14	54	29	88	1	1	0.2727	0.3177	0.4318	315
"Mike,Moustakas 3B  KC "	Free Agent	520	56	122	74	29	1	18	66	40	88	2	1	0.2346	0.2893	0.3981	324
"Brett,Lawrie 3B  OAK"	EVIL EMPIRE	480	49	123	87	16	2	18	54	32	87	3	2	0.2562	0.3027	0.4104	325
"Chris,Johnson 3B  ATL "	Whiteness	550	47	149	106	31	0	12	56	31	141	5	1	0.2709	0.3098	0.3927	331
"Alex,Rodriguez 3B  NYY "	Free Agent	450	59	110	73	21	0	16	55	58	122	2	1	0.2444	0.3307	0.3978	336
"Mike,Aviles 3B  CLE"	Free Agent	406	50	101	72	20	0	9	48	17	56	12	5	0.2488	0.2790	0.3645	353
"Alexi,Amarista SS  SD"	Free Agent	570	55	137	109	20	3	5	55	38	95	15	6	0.2404	0.2878	0.3123	361
"Luis,Valbuena 3B  HOU "	Free Agent	440	59	106	63	28	1	14	54	64	96	1	1	0.2409	0.3373	0.4045	363
"DJ,LeMahieu 2B  COL "	Free Agent	505	56	137	109	18	4	6	45	29	94	7	5	0.2713	0.3109	0.3584	364
"Juan,Uribe 3B  LAD"	Free Agent	450	42	118	87	21	0	10	61	23	94	0	1	0.2622	0.2981	0.3756	394
"Kelly,Johnson 3B  ATL "	Free Agent	379	44	86	56	15	2	13	45	42	110	8	3	0.2269	0.3040	0.3799	407
"Conor,Gillaspie 3B  CHW "	Free Agent	415	42	110	74	23	3	10	52	35	73	0	0	0.2651	0.3222	0.4072	417
"Brock,Holt RF  BOS "	User Abuser	380	54	108	83	18	4	3	21	27	54	10	3	0.2842	0.3317	0.3763	419
"Gordon,Beckham 2B  CHW "	Free Agent	447	54	107	73	24	0	10	43	30	75	4	2	0.2394	0.2872	0.3602	423
"Jonathan,Schoop 2B  BAL "	Free Agent	485	55	108	72	22	0	14	48	15	118	2	1	0.2227	0.2460	0.3546	425
"Alberto,Callaspo 2B  ATL "	Free Agent	438	48	107	81	18	0	8	50	50	52	1	2	0.2443	0.3217	0.3402	448
"Emilio,Bonifacio CF  CHW"	Free Agent	330	40	81	61	15	3	2	20	24	80	22	7	0.2455	0.2966	0.3273	449
"Freddy,Galvis SS  PHI "	Free Agent	450	33	105	70	20	2	13	45	29	102	3	1	0.2333	0.2797	0.3733	478
"Miguel,Sano 3B  MIN "	Floaters and Sinkers	300	33	64	31	17	2	14	39	35	110	4	2	0.2133	0.2955	0.4233	487
"Maikel,Franco 3B  PHI "	User Abuser	350	35	87	56	20	2	9	43	18	58	1	1	0.2486	0.2853	0.3943	491
"Matt,Dominguez 3B  HOU "	Disco Bush Horticulturists	305	30	75	50	14	0	11	43	17	61	0	1	0.2459	0.2857	0.4000	499
"Juan,Francisco 3B  TB"	Free Agent	276	31	62	34	13	1	14	41	23	108	0	2	0.2246	0.2843	0.4312	502
"Will,Middlebrooks 3B  SD"	Free Agent	225	28	56	34	12	0	10	31	13	63	2	1	0.2489	0.2899	0.4356	525
"Eduardo,Escobar SS  MIN "	Free Agent	380	44	97	62	27	3	5	31	23	81	0	1	0.2553	0.2978	0.3816	531
"Justin,Turner 3B  LAD"	Free Agent	220	26	67	46	16	1	4	26	16	39	2	1	0.3045	0.3517	0.4409	541
"Eduardo,Nunez SS  MIN"	Free Agent	199	26	52	37	9	3	3	21	10	31	10	3	0.2613	0.2967	0.3819	548
"Mark,Reynolds 1B  STL "	Free Agent	214	28	46	27	8	0	11	30	28	73	2	1	0.2150	0.3058	0.4065	556
"Logan,Forsythe 2B  TB"	Free Agent	279	33	67	49	10	2	6	24	24	61	5	1	0.2401	0.3003	0.3548	560
"Sean,Rodriguez 2B  PIT"	Free Agent	244	29	54	32	12	2	8	32	18	67	3	1	0.2213	0.2748	0.3852	567
"Chris,Nelson 3B  PHI"	Free Agent	210	23	56	41	9	2	4	28	16	55	2	1	0.2667	0.3186	0.3857	598
"Giovanny,Urshela 3B  CLE "	Free Agent	280	31	68	45	16	2	5	31	18	51	0	1	0.2429	0.2886	0.3679	603
"Daniel,Descalso 2B  COL"	Free Agent	288	35	67	46	15	3	3	26	26	57	4	3	0.2326	0.2962	0.3368	612
"Cliff,Pennington SS  ARI"	Free Agent	288	32	67	50	12	2	3	19	27	60	8	2	0.2326	0.2984	0.3194	615
"Willie,Bloomquist SS  SEA "	Free Agent	199	26	60	47	11	2	0	17	8	33	3	4	0.3015	0.3285	0.3769	632
"Ryan,Flaherty 3B  BAL "	Free Agent	227	25	50	32	9	1	8	26	16	58	1	0	0.2203	0.2716	0.3744	639
"Ryan,Roberts 3B  KC"	Free Agent	207	22	48	34	8	0	6	23	18	46	3	3	0.2319	0.2933	0.3575	649
"Marwin,Gonzalez SS  HOU "	Free Agent	231	25	57	41	12	0	4	16	13	41	4	3	0.2468	0.2869	0.3506	673
"Joaquin,Arias 3B  SF"	Free Agent	246	22	65	51	10	2	2	23	8	33	2	0	0.2642	0.2874	0.3455	675
"Danny,Valencia 3B  TOR "	Free Agent	193	18	49	31	12	1	5	25	8	44	0	1	0.2539	0.2836	0.4041	692
"Kevin,Frandsen LF  WAS"	Free Agent	222	23	60	47	9	1	3	19	9	24	0	0	0.2703	0.2987	0.3604	704
"Eric,Campbell LF  NYM"	Free Agent	190	16	50	38	9	0	3	16	17	55	3	0	0.2632	0.3237	0.3579	742
"Jayson,Nix 3B  KC "	Free Agent	176	19	38	28	7	0	3	15	14	54	7	2	0.2159	0.2737	0.3068	745
"Cody,Ransom 3B  CHC"	Free Agent	138	17	29	14	8	0	7	21	17	57	0	0	0.2101	0.2968	0.4203	752
"Donnie,Murphy 2B  TEX"	Free Agent	126	16	29	16	6	1	6	16	9	40	1	1	0.2302	0.2815	0.4365	765
"Jonathan,Herrera SS  CHC"	Free Agent	170	18	46	37	6	2	1	12	12	29	3	2	0.2706	0.3187	0.3471	781
"Munenori,Kawasaki 2B  TOR"	Free Agent	195	24	46	39	5	2	0	16	21	36	3	1	0.2359	0.3102	0.2821	803
"Don,Kelly 3B  DET "	Free Agent	164	24	36	29	4	1	2	12	20	26	3	0	0.2195	0.3043	0.2927	815
"Adam,Rosales 1B  TEX"	Free Agent	137	16	32	22	6	0	4	13	11	33	1	1	0.2336	0.2905	0.3650	827
"Ramon,Santiago 3B  TOR "	Free Agent	204	22	47	36	8	1	2	16	22	36	1	1	0.2304	0.3053	0.3088	832
"Luis,Cruz 3B  NYY"	Free Agent	152	15	36	26	8	0	2	17	5	22	1	0	0.2368	0.2611	0.3289	857
"Cory,Spangenberg 3B  SD"	Free Agent	62	7	18	13	2	1	2	9	2	14	4	2	0.2903	0.3125	0.4516	862
"Jake,Lamb 3B  ARI"	Free Agent	126	15	29	20	4	1	4	11	6	37	1	1	0.2302	0.2652	0.3730	866
"Luis,Sardinas 2B  MIL "	Free Agent	115	12	30	24	6	0	0	8	5	21	5	1	0.2609	0.2917	0.3130	883
"Gregorio,Petit SS  HOU"	Free Agent	97	14	27	17	8	0	2	9	1	25	0	1	0.2784	0.2857	0.4227	889
"Kevin,Kouzmanoff 3B  TEX"	Free Agent	47	8	17	9	6	0	2	10	2	7	0	0	0.3617	0.3878	0.6170	892
"Elian,Herrera LF  MIL "	Free Agent	110	13	29	22	6	1	0	7	9	29	3	1	0.2636	0.3193	0.3364	921
"Grant,Green LF  LAA "	Free Agent	120	12	30	23	6	0	1	14	6	32	0	2	0.2500	0.2857	0.3250	932
"Charlie,Culberson 3B  COL"	Free Agent	110	10	25	18	4	1	2	12	5	31	2	1	0.2273	0.2609	0.3364	933
"Rafael,Ynoa 3B  COL"	Free Agent	67	5	23	16	6	1	0	13	4	9	0	0	0.3433	0.3803	0.4627	940
"Scott,Moore 3B  STL"	Free Agent	67	8	18	11	4	0	3	9	5	19	0	0	0.2687	0.3194	0.4627	942
"Christian,Colon 2B  KC"	Free Agent	45	8	15	9	5	1	0	6	3	4	2	0	0.3333	0.3750	0.4889	958
"Kris,Negron 3B  CIN"	Free Agent	49	7	13	8	3	0	2	6	4	14	2	0	0.2653	0.3208	0.4490	964
"Cesar,Hernandez 3B  PHI"	Free Agent	118	15	31	27	4	0	0	7	9	30	0	2	0.2627	0.3150	0.2966	983
"Leury,Garcia CF  CHW"	Free Agent	123	12	21	19	2	0	0	4	6	41	9	2	0.1707	0.2093	0.1870	1001
"Jeff,Bianchi SS  MIL"	Free Agent	125	11	27	22	4	0	1	13	6	25	1	1	0.2160	0.2519	0.2720	1007
"Steve,Tolleson 2B  TOR "	Free Agent	80	8	19	13	3	1	2	7	5	22	1	0	0.2375	0.2824	0.3750	1013
"Ramiro,Pena 2B  SD"	Free Agent	83	8	21	15	4	0	2	7	7	19	0	1	0.2530	0.3111	0.3735	1020
"Mike,Olt 3B  CHC "	Free Agent	86	8	14	7	3	0	4	13	10	38	0	1	0.1628	0.2500	0.3372	1025
"Jimmy,Paredes 3B  BAL "	Free Agent	87	9	18	14	3	0	1	7	5	27	3	2	0.2069	0.2500	0.2759	1029
"Brent,Lillibridge 3B  TEX"	Free Agent	83	9	14	11	2	0	1	5	4	29	5	1	0.1687	0.2069	0.2289	1048
"Chone,Figgins 3B  LAD"	Free Agent	75	9	15	10	3	1	1	4	11	21	3	1	0.2000	0.3023	0.3067	1060
"Brandon,Snyder 3B  BOS"	Free Agent	38	5	10	6	2	0	2	5	1	14	0	0	0.2632	0.2821	0.4737	1069
"Phil,Gosselin 2B  ATL"	Free Agent	67	10	18	16	2	0	0	2	3	14	1	1	0.2687	0.3000	0.2985	1073
"Matt,Davidson 3B  CHW"	Free Agent	38	4	9	4	3	0	2	6	5	12	0	0	0.2368	0.3256	0.4737	1108
"Ryan,Wheeler 3B  LAA"	Free Agent	69	6	15	11	3	0	1	10	5	15	0	0	0.2174	0.2703	0.3043	1109
"Chad,Tracy 3B  LAA"	Free Agent	74	4	17	11	4	0	2	8	6	13	0	1	0.2297	0.2875	0.3649	1121
"Ian,Stewart 3B  WAS"	Free Agent	82	8	16	10	2	2	2	8	8	26	0	1	0.1951	0.2667	0.3415	1134
"Garin,Cecchini 3B  BOS"	Free Agent	31	6	8	4	3	0	1	4	3	11	0	0	0.2581	0.3235	0.4516	1144
"Jason,Donald 3B  KC"	Free Agent	41	6	9	7	1	0	1	4	2	13	1	0	0.2195	0.2558	0.3171	1147
"Chris,Valaika 1B  CHC "	Free Agent	62	5	14	10	3	0	1	7	3	17	0	0	0.2258	0.2615	0.3226	1171
"Andres,Blanco 3B  PHI"	Free Agent	47	4	13	7	5	0	1	3	2	6	0	0	0.2766	0.3061	0.4468	1185
"Miguel,Rojas SS  MIA"	Free Agent	149	16	27	23	3	0	1	9	10	28	0	0	0.1812	0.2327	0.2215	1211
"Luis,Jimenez 3B  MIL"	Free Agent	47	6	11	8	3	0	0	2	1	14	0	1	0.2340	0.2500	0.2979	1334
"Brent,Morel 3B  PIT"	Free Agent	59	6	10	9	1	0	0	3	5	18	2	1	0.1695	0.2344	0.1864	1362
"Zelous,Wheeler 3B  NYY"	Free Agent	19	2	4	3	0	0	1	2	1	4	0	0	0.2105	0.2500	0.3684	1372
"Andy,Marte 3B  ARI"	Free Agent	16	1	3	2	0	0	1	3	0	3	0	0	0.1875	0.1875	0.3750	1387
"David,Adams 3B  BAL "	Free Agent	47	3	9	6	2	0	1	4	3	14	0	0	0.1915	0.2400	0.2979	1395
"Paul,Janish 3B  BAL "	Free Agent	69	8	13	10	3	0	0	4	7	14	0	0	0.1884	0.2632	0.2319	1398
"Reid,Brignac 3B  MIA"	Free Agent	65	3	12	8	3	0	1	6	5	23	0	0	0.1846	0.2429	0.2769	1420
"Ray,Olmedo 3B  TB"	Free Agent	14	3	4	3	1	0	0	0	0	3	0	0	0.2857	0.2857	0.3571	1424
"Josh,Vitters 3B  CHC "	Floaters and Sinkers	33	2	5	3	1	0	1	2	2	11	1	0	0.1515	0.2000	0.2727	1431
"Zach,Lutz 3B  NYM"	Free Agent	10	1	3	2	1	0	0	1	2	4	0	0	0.3000	0.4167	0.4000	1458
"Scott,Sizemore 3B  NYY"	Free Agent	7	1	2	1	1	0	0	1	0	3	0	0	0.2857	0.2857	0.4286	1464
"Carlos,Rivero 3B  SEA"	Free Agent	2	0	1	0	1	0	0	1	0	0	0	0	0.5000	0.5000	1.0000	1507
"Guilder,Rodriguez 3B  TEX"	Free Agent	12	2	2	2	0	0	0	1	1	5	0	0	0.1667	0.2308	0.1667	1520
"Gil,Velazquez 3B  MIA"	Free Agent	19	1	4	4	0	0	0	1	0	4	0	0	0.2105	0.2105	0.2105	1551
"Michael,Young 3B  LAD"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1567
"Jerry,Hairston 3B  LAD"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1567
"John,McDonald 3B  LAA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1567
"Hector,Gomez SS  MIL"	Free Agent	7	1	1	1	0	0	0	0	0	3	0	0	0.1429	0.1429	0.1429	1612
"Josh,Bell 3B  CHW"	Free Agent	17	1	3	2	1	0	0	1	1	5	0	0	0.1765	0.2222	0.2353	1613
"Ryan,Jackson 3B  KC"	Free Agent	8	1	1	1	0	0	0	0	0	2	0	0	0.1250	0.1250	0.1250	1629
"Andy,LaRoche 3B  CHW "	Free Agent	2	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1633
"Blake,DeWitt 3B  ATL"	Free Agent	11	0	2	1	1	0	0	0	0	1	0	0	0.1818	0.1818	0.2727	1658
"Jace,Peterson 2B  ATL"	Free Agent	53	3	6	6	0	0	0	0	2	18	2	0	0.1132	0.1455	0.1132	1700
"Miguel,Andujar 3B  NYY"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Simon,Klink 3B  SF"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Juan,Portes 3B  MIN"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"D.J.,Peterson 3B  SEA "	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Agustin,Murillo 3B  ARI"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Reid,Redman 3B  TB"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Hunter,Brown 3B  SEA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Kellen,Sweeney 3B  TOR"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Mitch,Nay 3B  TOR"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Mitch,Delfino 3B  SF"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Michael,Almanzar 3B  BAL "	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Brian,Hernandez 3B  LAA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Matt,Mangini 3B  CIN"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Josh,Johnson 3B  WAS"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Michael,Benjamin 3B  COL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Ryan,Stovall 3B  KC"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Donell,Linares 3B  ATL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"T.J.,Mittelstaedt 3B  MIL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Brennan,King 3B  PHI"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Royce,Huffman 3B  TEX"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Kyle,Reynolds 3B  CHC"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Sherman,Johnson 3B  LAA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Matt,Chapman 3B  OAK"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Walker,Gourley 3B  PIT"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Joshua,Adams 3B  MIA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Ariel,Soriano 3B  TB"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Richie,Shaffer 3B  TB "	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Tim,Torres 3B  CHC"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Joe,Sclafani 3B  HOU"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Greg,Rohan 3B  CHC"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Brandon,Taylor 3B  CHC"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Ronald,Prettyman 3B  SEA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Rodney,Nye 3B  BOS"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Darryl,George 3B  TB"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Jonathan,Meyer 3B  HOU"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Ty,Kelly 3B  STL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Lopez,Jova 3B  TOR"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Gary,Varner 3B  ARI"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Micah,Schnurstein 3B  CHW"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Gabriel,Quintana 3B  SD"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Ronald,Torreyes 3B  HOU"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Tripper,Johnson 3B  PIT"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Matt,Rogelstad 3B  SEA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Simon,Ferrer 3B  COL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Darin,Holcomb 3B  COL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Michael,Wing 3B  SD"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Francisco,Martinez 3B  DET"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Matthew,Hall 3B  TB"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Matt,Whitney 3B  OAK"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Barrett,Kleinknecht 3B  ATL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Peter,Pope 3B  ATL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Ricardo,Sosa 3B  ARI"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Dominic,Ficociello 3B  DET"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Edgar,Corcino 3B  DET"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Kyle,Bellows 3B  CLE"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Kyle,Mura 3B  STL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Greg,Sexton 3B  TB"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Brian,Barden 3B  LAD"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Chad,Spann 3B  BOS"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Michael,Collins 3B  LAA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Glenn,Gallagher 3B  LAD"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Shawn,Norris 3B  WAS"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Matthew,Gedman 3B  BOS"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Eric,Jagielo 3B  NYY"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Tony,Thompson 3B  MIA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Elevys,Gonzalez 3B  LAD"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"David,Renfroe 3B  BOS"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Austin,Yount 3B  CHW"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Yordy,Cabrera 3B  OAK"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Paddy,Matera 3B  CLE"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
"Seth,Mejias-Brean 3B  CIN"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	9999
