All Shortstops 3 Year Averages MLB Standard Stats
Player,Team	AB	R	H	1B	2B	3B	HR	RBI	BB	KO	SB	CS	BA	OBP	SLG	Rank	
"Flaherty, Ryan 2B BAL"	Free Agent	200	22	44	30	6	0	8	23	12	52	2	0	0.2200	0.2778	0.3700	601
"Cruz, Luis 3B NYY"	Free Agent	228	22	54	38	12	0	4	26	8	34	2	0	0.2368	0.2708	0.3421	634
"Amarista, Alexi OF SD"	Free Agent	232	24	54	37	11	3	3	23	14	36	4	2	0.2328	0.2782	0.3448	638
"Mercer, Jordy SS PIT"	Free Agent	198	20	54	34	14	2	4	16	13	38	2	2	0.2727	0.3224	0.4242	639
"Ciriaco, Pedro SS KC"	Free Agent	139	15	38	28	7	2	1	11	6	25	9	2	0.2734	0.3034	0.3741	653
"Herrera, Jonathan SS BOS "	Free Agent	234	24	61	51	7	1	2	14	19	34	4	2	0.2607	0.3176	0.3248	654
"Bartlett, Jason SS MIN "	Free Agent	212	23	49	38	9	1	1	15	20	42	8	3	0.2311	0.3008	0.2972	670
"Florimon, Pedro SS MIN "	Free Agent	183	20	40	28	8	1	3	19	15	50	6	2	0.2186	0.2800	0.3224	674
"Punto, Nick SS OAK"	Free Agent	196	25	49	37	10	1	1	17	28	43	3	1	0.2500	0.3407	0.3265	684
"Gregorius, Didi SS ARI"	Free Agent	188	24	48	34	8	2	4	15	18	35	0	1	0.2553	0.3301	0.3830	691
"Sogard, Eric 2B OAK"	Free Agent	180	20	43	30	10	1	2	15	12	27	4	2	0.2389	0.2923	0.3389	725
"Santiago, Ramon 2B DET"	Free Agent	230	25	53	39	9	2	3	20	19	36	0	0	0.2304	0.2953	0.3261	738
"Gonzalez, Marwin SS HOU"	Free Agent	204	22	46	33	10	0	3	13	11	33	4	2	0.2255	0.2651	0.3186	744
"Kozma, Pete SS STL"	Free Agent	166	19	39	28	9	1	1	17	15	38	2	0	0.2349	0.2951	0.3193	781
"Iglesias, Jose SS DET "	Free Agent	141	16	39	31	6	1	1	10	6	26	2	1	0.2766	0.3268	0.3546	782
"Hechavarria, Adeiny SS MIA"	Free Agent	223	13	52	40	7	3	2	19	11	43	4	3	0.2332	0.2681	0.3184	783
"Profar, Jurickson 2B TEX "	Whiteness	152	16	35	25	6	0	4	14	13	34	1	2	0.2303	0.2994	0.3487	792
"Kawasaki, Munenori SS TOR "	Free Agent	172	20	38	32	4	2	0	16	20	30	4	2	0.2209	0.3061	0.2674	798
"McDonald, John SS BOS "	Free Agent	164	15	36	26	7	0	3	16	10	25	1	2	0.2195	0.2670	0.3171	846
"Valdez, Wilson SS MIA"	Free Agent	156	18	36	29	6	1	0	15	9	26	2	1	0.2308	0.2711	0.2821	849
"Quintanilla, Omar SS NYM "	Free Agent	169	19	37	28	6	1	2	13	18	40	1	0	0.2189	0.2963	0.3018	870
"Harris, Brendan SS NYY"	Free Agent	107	14	22	14	4	0	4	9	6	29	0	1	0.2056	0.2522	0.3551	922
"Galvis, Freddy 2B PHI"	Free Agent	132	9	30	18	7	2	3	14	7	25	0	0	0.2273	0.2662	0.3788	934
"Bianchi, Jeff 3B MIL"	Free Agent	102	10	23	19	3	0	1	11	5	20	1	1	0.2255	0.2593	0.2843	982
"Escobar, Eduardo SS MIN"	Free Agent	101	14	23	18	3	1	1	6	7	22	1	1	0.2277	0.2752	0.3069	985
"Garcia, Leury 2B CHW"	Free Agent	101	10	20	18	1	1	0	2	7	34	7	2	0.1980	0.2477	0.2277	1000
"Gonzalez, Alberto 2B SD"	Free Agent	119	10	26	19	5	1	1	14	5	19	0	1	0.2185	0.2520	0.3025	1011
"Owings, Chris SS ARI"	Free Agent	55	5	16	11	5	0	0	5	6	10	2	0	0.2909	0.3607	0.3818	1030
"Bogaerts, Xander 3B BOS "	Floaters and Sinkers	44	7	11	8	2	0	1	5	5	13	1	0	0.2500	0.3200	0.3636	1040
"Rosales, Adam SS TEX"	Free Agent	102	11	19	13	3	0	3	9	8	24	0	0	0.1863	0.2566	0.3039	1042
"Bernier, Doug SS MIN"	Free Agent	53	9	12	9	3	0	0	5	8	15	2	1	0.2264	0.3387	0.2830	1048
"Janish, Paul 3B ATL"	Free Agent	181	17	37	29	7	1	0	11	13	29	1	1	0.2044	0.2626	0.2541	1082
"Sellers, Justin SS LAD"	Free Agent	79	11	16	11	4	0	1	6	7	18	0	0	0.2025	0.2759	0.2911	1112
"Izturis, Cesar SS HOU "	Free Agent	108	8	24	17	5	1	1	8	5	12	0	0	0.2222	0.2566	0.3148	1131
"Pena, Ramiro 3B ATL"	Free Agent	47	6	11	8	2	0	1	5	3	10	0	1	0.2340	0.2745	0.3404	1135
"Elmore, Jake SS CHW"	Free Agent	94	8	21	16	4	0	1	6	9	13	0	3	0.2234	0.2913	0.2979	1147
"Romine, Andrew 3B LAA"	Free Agent	47	4	12	11	1	0	0	4	4	11	1	0	0.2553	0.3137	0.2766	1176
"Rodriguez, Luis SS LAA"	Free Agent	39	3	8	4	3	0	1	5	5	7	0	1	0.2051	0.3043	0.3590	2315
"Maysonet, Edwin SS CHC"	Free Agent	30	4	8	8	0	0	0	2	2	4	0	0	0.2667	0.3125	0.2667	2353
"Brignac, Reid SS NYY"	Free Agent	121	8	22	18	3	0	1	7	5	33	1	0	0.1818	0.2143	0.2314	2389
"Walters, Zach SS WAS"	Free Agent	8	2	3	2	0	1	0	1	1	0	0	0	0.3750	0.4444	0.6250	2412
"Tovar, Wilfredo SS NYM"	Free Agent	15	1	3	3	0	0	0	2	1	3	1	0	0.2000	0.2941	0.2000	2426
"Hicks, Brandon SS SF"	Free Agent	28	3	4	1	2	0	1	3	2	13	0	0	0.1429	0.2000	0.3214	2441
"Parrino, Andy SS OAK"	Free Agent	65	5	12	9	3	0	0	4	9	21	1	0	0.1846	0.2895	0.2308	2445
"Valaika, Chris SS MIA"	Free Agent	30	2	7	5	2	0	0	3	2	6	0	0	0.2333	0.2812	0.3000	2448
"Field, Tommy 2B LAA"	Free Agent	25	3	6	6	0	0	0	1	2	7	0	0	0.2400	0.2963	0.2400	2460
"Green, Nick SS MIA"	Free Agent	39	2	8	6	2	0	0	4	2	10	0	0	0.2051	0.2727	0.2564	2478
"Diaz, Juan SS CLE "	Free Agent	8	2	2	2	0	0	0	0	0	2	0	0	0.2500	0.2500	0.2500	2491
"Adrianza, Ehire SS SF"	Free Agent	6	1	1	1	0	0	0	1	0	2	0	0	0.1667	0.1667	0.1667	2523
"Gomez, Hector SS MIL"	Free Agent	2	0	1	1	0	0	0	0	0	1	0	0	0.5000	0.5000	0.5000	2532
"Mondesi, Adalberto SS KC"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Herrera, David SS TEX"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Benjamin, Casey SS TEX"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Gil, Jerry SS CLE"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Swift, Jimmy SS LAA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Fernando, Osvaldo SS HOU"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Statia, Hainley SS MIL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Dominguez, Jeff SS MIA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Burns, Andrew SS TOR"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Marseco, Michael SS MIL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Smalling, Timothy SS COL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Soto, Luis SS BOS"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Bruce, Derek SS ARI"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Nola, Austin SS MIA "	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Younger, Adam SS LAA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Becker, Joseph SS LAD"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Gomez, Edwin SS DET"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Correa, Carlos SS HOU "	User Abuser	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Ringe, Craig SS TEX"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Santana, Ramoncito SS MIN"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Pierre, Gustavo SS TOR"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Kline, Benjamin SS TB"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Unroe, Riley SS TB"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Finegan, Brian SS CLE"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Peraza, Jose SS ATL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Septimo, Abad SS MIA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Anderson, Tim SS CHW"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Bannon, Jeff SS TB"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Colvin, Brooks SS DET"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Noriega, Gabriel SS SEA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Brito, Jesus SS PIT"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Schaeffer, Warren SS COL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Hallberg, Mark SS ARI"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Crosby, Bobby SS MIL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"McConnell, Christopher SS WAS"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Webb, Trey SS SF"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Hager, Jake SS TB"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Eigsti, Jacob SS NYM"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Lindsey, Taylor SS LAA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Motter, Taylor SS TB"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Henry, Sean SS CIN"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Made, Hector SS NYY"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Dozier, Hunter SS KC"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Reaves, Jared SS DET"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Ibarra, Walter SS NYY"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Myers, Michael SS CHW"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Rohan, James SS LAD"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"George, Carlos SS MIL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Reynolds, Tila SS ARI"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Dragicevich, Scott SS TOR"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Stoneburner, Davis SS CLE"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Hitchcox, Brian SS PHI"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Ahrens, Kevin SS TOR"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Paulino, Dorssys SS CLE"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Mier, Jiovanni SS HOU"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Lambin, Chase SS MIA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Greer, Brent SS ARI"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Friday, Brian SS PIT"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Baez, Javier SS CHC "	Titty`s Warriors	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Natoli, Nick SS BOS"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Deschaine, James SS PHI"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Paiml, Gregory SS CHW"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Estrada, Robi SS TB"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Affronti, Michael SS OAK"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"De La Cruz, Christopher SS TB"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Ramos, Kevin SS LAA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Bryan, Luis SS MIA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Gonzalez, Daniel SS PHI"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Wong, Joey SS COL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Raburn, Johnny SS TB"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Lamas, Antonio SS OAK"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Gardenhire, Toby SS MIN"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Castro, Jose SS CIN"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Lopez, Alfredo SS MIA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"O'Malley, Shawn SS LAA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Arcia, Orlando SS MIL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Bautista, Rayner R. SS DET"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Lucas, Edward SS KC"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Rozema, Michael SS ATL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Silverio, Juan SS CHW"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Mirabal, Charlie SS LAD"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Torrez, Riccio SS TB"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"De Renne, Keoni SS BOS"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Pavkovich, Adam SS LAA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Gomez, Francis SS OAK"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Gonzalez, Benjamin SS PIT"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Osuna, Renny SS TEX"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Cabral, Marcos SS HOU"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Alvarez, Gerardo SS BAL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Rivera, Yadiel SS MIL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Monzon, Erick SS SEA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Contreras, Anthony SS SD"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Marte, Ketel SS SEA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Cates, Chris SS MIN"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Leahy, Ryan SS LAA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Arroyo, Christian SS SF"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Loy, Brandon SS DET"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Ciriaco, Juan SS SF"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Amaya, Gioskar SS CHC"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Gutierrez, Christopher SS MIA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Rivera, Juan A. SS LAD"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Boyer, Kyle SS CHC"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Williams, Justin SS ARI"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Machado, Dixon SS DET "	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Chiang, Chih-Hsien SS TEX"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Tweedy, Jason SS TB"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Timmons, Wes SS OAK"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Wayment, Kory SS OAK"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Mooney, Peter SS TOR"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Mount, Ryan SS LAA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Rivero, Carlos SS WAS "	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Fuller, Justin SS CHW"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Davis, Glynn SS BAL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Rivera, Luis A. SS NYM"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Marte, Victor SS CHW"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Mendez, Victor SS NYM"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Soto, Wendell SS LAA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
