All Outfielders 3 Year Averages MLB Standard Stats
Player,Team	AB	R	H	1B	2B	3B	HR	RBI	BB	KO	SB	CS	BA	OBP	SLG	Rank	
"Paul, Xavier CF CIN "	Free Agent	179	21	47	33	8	2	4	20	16	44	7	3	0.2626	0.3265	0.3966	535
"Dickerson, Corey OF COL"	Free Agent	194	32	51	28	13	5	5	17	16	41	2	2	0.2629	0.3160	0.4588	537
"Reimold, Nolan DH BAL "	Free Agent	154	22	37	22	6	1	8	22	13	37	3	1	0.2403	0.3041	0.4481	539
"Thames, Eric LF HOU"	Free Agent	211	28	53	31	12	3	7	21	13	58	1	1	0.2512	0.2982	0.4360	544
"Barnes, Brandon CF COL"	Free Agent	253	27	59	45	10	0	4	24	13	78	6	6	0.2332	0.2804	0.3202	552
"Ankiel, Rick CF NYM"	Free Agent	222	25	50	30	12	1	7	23	16	72	4	2	0.2252	0.2803	0.3829	559
"Chavez, Endy RF SEA "	Free Agent	227	25	60	47	9	1	3	18	8	28	5	3	0.2643	0.2881	0.3524	563
"Forsythe, Logan 2B TB "	Free Agent	228	26	55	40	9	2	4	19	20	48	6	1	0.2412	0.3123	0.3509	566
"Baker, Jeff RF TEX "	Free Agent	181	20	47	29	11	1	6	23	13	47	2	0	0.2597	0.3112	0.4309	567
"Johnson, Reed LF ATL"	Free Agent	213	25	61	42	14	2	3	20	8	52	1	1	0.2864	0.3348	0.4131	568
"Gwynn, Tony CF PHI "	Free Agent	190	22	47	36	7	3	1	13	13	38	12	4	0.2474	0.2941	0.3316	571
"Hairston, Jerry 3B LAD"	Free Agent	260	26	66	47	14	1	4	26	23	32	1	1	0.2538	0.3194	0.3615	578
"Moore, Tyler LF WAS"	Free Agent	162	18	39	23	9	0	7	25	11	52	2	0	0.2407	0.2931	0.4259	581
"Gutierrez, Franklin CF SEA "	Free Agent	206	21	49	34	10	0	5	20	10	43	6	1	0.2379	0.2752	0.3592	583
"Ruf, Darin LF PHI "	Free Agent	142	20	36	22	6	0	8	20	18	52	0	0	0.2535	0.3494	0.4648	593
"Nieuwenhuis, Kirk CF NYM"	Free Agent	188	25	44	30	8	1	5	21	18	65	3	2	0.2340	0.3014	0.3670	598
"Snider, Travis LF PIT "	Free Agent	204	25	46	30	11	1	4	24	17	60	4	2	0.2255	0.2857	0.3480	604
"Wells, Casper RF PHI"	Free Agent	198	26	43	27	8	1	7	21	17	61	2	1	0.2172	0.2922	0.3737	612
"Bourgeois, Jason RF CIN"	Free Agent	105	14	30	25	3	1	1	8	5	11	12	3	0.2857	0.3182	0.3619	615
"Wise, Dewayne LF CHW"	Free Agent	129	16	31	21	5	1	4	13	5	34	9	2	0.2403	0.2721	0.3876	617
"Gose, Anthony CF TOR"	Free Agent	156	20	38	26	6	4	2	12	11	48	10	3	0.2436	0.2976	0.3718	618
"Garcia, Avisail CF CHW "	Free Agent	146	19	42	32	4	2	4	17	6	34	2	2	0.2877	0.3182	0.4247	619
"Blackmon, Charlie OF COL"	Free Agent	152	20	44	31	9	1	3	13	5	25	4	1	0.2895	0.3208	0.4211	622
"Eaton, Adam LF CHW"	Free Agent	168	30	42	31	6	3	2	14	16	30	4	2	0.2500	0.3298	0.3571	625
"Nix, Laynce LF PHI"	Free Agent	189	21	44	27	10	0	7	22	14	56	1	1	0.2328	0.2843	0.3968	628
"Amarista, Alexi OF SD"	Free Agent	232	24	54	37	11	3	3	23	14	36	4	2	0.2328	0.2782	0.3448	638
"Arcia, Oswaldo OF MIN"	Free Agent	176	17	44	28	8	1	7	22	12	58	0	1	0.2500	0.3053	0.4261	641
"Kelly, Don LF DET"	Free Agent	195	27	44	32	5	2	5	19	18	27	2	0	0.2256	0.2949	0.3487	643
"Shuck, J.B. CF LAA"	Free Agent	173	23	50	41	7	1	1	14	13	20	3	1	0.2890	0.3351	0.3584	645
"Sweeney, Ryan RF CHC"	Free Agent	220	25	58	40	14	2	2	20	21	41	1	0	0.2636	0.3264	0.3727	648
"Lombardozzi, Stephen 2B DET"	Free Agent	235	23	62	48	11	1	2	17	9	28	3	2	0.2638	0.2955	0.3447	651
"Calhoun, Kole RF LAA"	Free Agent	109	16	30	21	4	1	4	16	12	24	2	1	0.2752	0.3415	0.4404	671
"Harrison, Josh OF PIT"	Free Agent	177	22	44	31	8	3	2	15	5	24	4	1	0.2486	0.2796	0.3616	683
"Blanks, Kyle RF SD "	Old Dirty Bugg	152	17	36	24	7	0	5	20	13	46	1	0	0.2368	0.3036	0.3816	701
"Parmelee, Chris OF MIN "	Free Agent	187	16	46	29	10	1	6	19	19	49	0	0	0.2460	0.3206	0.4064	705
"Valdespin, Jordany LF NYM "	Free Agent	108	15	24	15	4	1	4	14	6	24	5	2	0.2222	0.2759	0.3889	709
"Hamilton, Billy OF CIN "	User Abuser	19	9	7	5	2	0	0	1	2	4	13	1	0.3684	0.4286	0.4737	714
"Inge, Brandon 2B PIT"	Free Agent	226	22	46	31	9	1	5	28	17	66	0	1	0.2035	0.2602	0.3186	726
"Lagares, Juan LF NYM"	Free Agent	196	18	48	34	10	2	2	17	10	48	3	2	0.2449	0.2837	0.3469	739
"Carrera, Ezequiel LF DET"	Free Agent	122	17	31	23	5	2	1	9	8	25	6	2	0.2541	0.3053	0.3525	743
"Lough, David CF BAL "	Free Agent	125	15	35	25	6	2	2	12	5	20	2	1	0.2800	0.3106	0.4080	751
"Lake, Junior OF CHC "	Free Agent	118	13	34	23	8	0	3	8	6	34	2	2	0.2881	0.3333	0.4322	765
"Patterson, Corey CF NYM"	Free Agent	123	16	29	19	7	1	2	12	6	26	4	3	0.2358	0.2692	0.3577	766
"McDonald, Darnell RF CHC"	Free Agent	99	16	24	15	6	0	3	13	10	20	1	1	0.2424	0.3153	0.3939	778
"Danks, Jordan CF CHW"	Free Agent	114	14	26	19	4	0	3	8	12	36	5	2	0.2281	0.2992	0.3421	784
"Francisco, Ben LF NYY"	Free Agent	162	14	37	24	8	1	4	17	17	34	1	2	0.2284	0.3060	0.3642	793
"Mastroianni, Darin CF MIN "	Free Agent	77	9	18	14	2	1	1	7	7	23	8	1	0.2338	0.3023	0.3247	801
"Coghlan, Chris LF MIA "	Free Agent	186	18	42	29	10	1	2	14	16	35	3	3	0.2258	0.2913	0.3226	806
"Pearce, Steve DH BAL"	Free Agent	124	13	29	20	6	0	3	16	14	29	1	1	0.2339	0.3217	0.3548	809
"Colabello, Chris 1B MIN "	Free Agent	160	14	31	21	3	0	7	17	20	58	0	1	0.1938	0.2873	0.3438	817
"Kotsay, Mark RF SD"	Free Agent	177	12	43	33	8	0	2	19	15	22	1	1	0.2429	0.3005	0.3220	820
"Halton, Sean 1B MIL"	Free Agent	101	9	24	16	4	0	4	17	5	31	0	0	0.2376	0.2909	0.3960	823
"Robinson, Shane CF STL"	Free Agent	106	14	26	21	3	0	2	11	13	17	2	0	0.2453	0.3223	0.3302	826
"Petersen, Bryan RF TEX"	Free Agent	148	16	34	24	7	2	1	9	17	36	5	1	0.2297	0.3155	0.3243	829
"Dickerson, Chris LF PIT "	Free Agent	56	10	14	10	2	0	2	8	3	19	4	0	0.2500	0.2881	0.3929	830
"Hernandez, Cesar OF PHI"	Free Agent	121	17	35	30	5	0	0	10	9	26	0	3	0.2893	0.3435	0.3306	833
"Nady, Xavier LF SD "	Free Agent	119	13	26	17	6	0	3	16	8	28	1	0	0.2185	0.2713	0.3445	838
"Bradley, Jackie CF BOS "	Whiteness	95	18	18	10	5	0	3	10	10	31	2	0	0.1895	0.2804	0.3368	842
"Cowgill, Collin RF LAA"	Free Agent	116	12	27	21	3	1	2	11	9	32	3	2	0.2328	0.2880	0.3276	851
"Brown, Andrew RF NYM"	Free Agent	95	10	21	13	4	0	4	13	8	29	1	1	0.2211	0.2788	0.3895	854
"Constanza, Jose LF ATL"	Free Agent	72	10	20	18	1	0	1	6	5	13	4	3	0.2778	0.3247	0.3333	855
"Jackson, Conor LF BAL"	Free Agent	117	11	29	21	6	0	2	14	11	18	1	0	0.2479	0.3154	0.3504	856
"Hoes, L.J. OF HOU"	Free Agent	86	12	24	19	4	1	0	5	6	18	4	0	0.2791	0.3261	0.3488	869
"Krauss, Marc LF HOU"	Free Agent	134	11	28	15	9	0	4	13	10	45	2	0	0.2090	0.2671	0.3657	874
"Baxter, Mike RF LAD"	Free Agent	115	15	27	18	7	1	1	8	16	27	3	2	0.2348	0.3456	0.3391	878
"Van Slyke, Scott RF LAD"	Free Agent	92	8	20	11	5	0	4	13	11	26	1	0	0.2174	0.2981	0.4022	886
"Paredes, Jimmy RF MIA"	Free Agent	122	10	29	23	4	1	1	10	7	37	4	3	0.2377	0.2748	0.3115	893
"Almonte, Abraham OF SEA"	Free Agent	72	10	19	13	4	0	2	9	6	21	1	0	0.2639	0.3125	0.4028	895
"Pridie, Jason LF BAL"	Free Agent	76	10	18	11	4	1	2	8	8	22	2	0	0.2368	0.3095	0.3947	913
"Sizemore, Grady CF BOS "	Free Agent	89	11	20	10	7	0	3	11	6	28	0	1	0.2247	0.2857	0.4045	916
"Pill, Brett 1B SF "	Free Agent	80	9	19	12	3	1	3	11	4	15	0	0	0.2375	0.2791	0.4125	918
"Schafer, Logan CF MIL"	Free Agent	108	11	24	16	5	2	1	13	9	21	2	1	0.2222	0.2881	0.3333	921
"McCoy, Mike CF TOR"	Free Agent	83	12	16	12	3	0	1	6	10	16	5	1	0.1928	0.2796	0.2651	926
"Diaz, Matt RF MIA"	Free Agent	126	9	31	23	7	0	1	11	7	25	2	1	0.2460	0.2889	0.3254	929
