All First Basemen 3 Year Averages MLB Standard Stats
Player,Team	AB	R	H	1B	2B	3B	HR	RBI	BB	KO	SB	CS	BA	OBP	SLG	Rank	
"Mauer, Joe C MIN "	Titty`s Warriors	429	60	134	98	27	1	8	54	61	72	3	2	0.3124	0.3988	0.4359	156
"Dunn, Adam 1B CHW"	Shits & Giggles	493	61	97	51	17	0	29	75	85	196	1	1	0.1968	0.3168	0.4077	164
"Jones, Garrett 1B MIA"	Free Agent	434	53	109	60	28	2	19	65	37	103	3	1	0.2512	0.3082	0.4562	168
"Howard, Ryan 1B PHI"	Orange-a-Tangs	368	48	91	51	20	1	19	72	41	122	0	0	0.2473	0.3254	0.4620	181
"Martinez, Victor DH DET "	Orange-a-Tangs	382	48	120	86	25	0	9	62	33	38	0	1	0.3141	0.3658	0.4503	186
"LaRoche, Adam 1B WAS"	Free Agent	411	54	101	62	19	1	19	59	55	102	2	1	0.2457	0.3326	0.4355	190
"Johnson, Chris 3B ATL "	Whiteness	460	45	132	90	28	3	11	62	25	115	2	1	0.2870	0.3272	0.4326	201
"Moreland, Mitch 1B TEX "	Old Dirty Bugg	418	54	106	66	21	1	18	54	36	93	1	1	0.2536	0.3139	0.4378	208
"Loney, James 1B TB "	User Abuser	505	49	142	104	28	0	10	60	38	65	2	1	0.2812	0.3291	0.3960	209
"Belt, Brandon 1B SF"	Free Agent	369	48	101	62	24	4	11	47	42	96	7	2	0.2737	0.3525	0.4499	223
"Morales, Kendrys 1B SEA "	EVIL EMPIRE	362	42	100	65	20	0	15	51	27	77	0	0	0.2762	0.3308	0.4558	247
"Moss, Brandon 1B OAK "	Orange-a-Tangs	239	40	64	32	14	1	17	46	25	77	2	1	0.2678	0.3420	0.5481	248
"Pena, Carlos 1B KC"	Free Agent	423	61	89	50	19	2	18	55	77	145	2	3	0.2104	0.3392	0.3924	250
"Morneau, Justin 1B COL "	Free Agent	447	48	114	74	26	1	13	61	39	85	0	0	0.2550	0.3179	0.4049	251
"Mayberry, John LF PHI "	Free Agent	354	46	87	52	21	1	13	45	29	85	5	2	0.2458	0.3057	0.4209	275
"Youkilis, Kevin 3B NYY "	EVIL EMPIRE	325	51	79	47	18	1	13	49	42	80	1	0	0.2431	0.3491	0.4246	278
"Smoak, Justin 1B SEA "	Free Agent	455	47	104	67	19	0	18	52	56	112	0	0	0.2286	0.3146	0.3890	292
"Davis, Ike 1B NYM "	Free Agent	322	41	74	42	16	0	16	49	45	91	1	1	0.2298	0.3243	0.4286	307
"Sanchez, Gaby 1B PIT "	Free Agent	378	44	95	61	23	0	11	48	48	68	2	0	0.2513	0.3379	0.3995	309
"Duda, Lucas LF NYM "	Free Agent	340	41	85	54	17	1	13	47	46	93	1	1	0.2500	0.3485	0.4206	313
"Rizzo, Anthony 1B CHC "	Disco Bush Horticulturists	357	41	85	50	21	1	13	46	41	78	4	3	0.2381	0.3226	0.4118	314
"Ackley, Dustin OF SEA "	Free Agent	441	54	108	78	19	4	7	39	45	92	7	2	0.2449	0.3135	0.3537	316
"Morrison, Logan 1B SEA "	Free Agent	350	39	84	50	18	3	13	48	41	71	1	0	0.2400	0.3249	0.4200	333
"Guzman, Jesus LF HOU "	Free Agent	274	33	71	43	19	1	8	42	26	64	5	2	0.2591	0.3267	0.4234	357
"Keppinger, Jeff 2B CHW "	Free Agent	396	41	112	89	16	1	6	38	19	32	0	1	0.2828	0.3159	0.3737	360
"Alonso, Yonder 1B SD"	Free Agent	324	30	91	66	18	0	7	41	35	56	3	0	0.2809	0.3507	0.4012	364
"Carter, Chris 1B HOU "	Disco Bush Horticulturists	256	35	57	29	12	1	15	40	37	105	1	0	0.2227	0.3199	0.4531	369
"Betancourt, Yuniesky 1B MIL"	Free Agent	387	36	91	59	19	2	11	50	13	53	1	2	0.2351	0.2586	0.3798	372
"Nava, Daniel RF BOS "	User Abuser	242	38	68	45	17	0	6	33	29	52	1	1	0.2810	0.3723	0.4256	390
"Chavez, Eric 3B ARI "	Free Agent	222	27	61	40	11	1	9	36	21	46	0	0	0.2748	0.3360	0.4550	410
"Carp, Mike LF BOS "	Free Agent	223	26	60	36	14	1	9	36	21	65	1	1	0.2691	0.3373	0.4619	413
"Scott, Luke DH TB "	Free Agent	259	29	60	33	15	1	11	39	25	66	2	1	0.2317	0.3034	0.4247	414
"Adams, Matt 1B STL "	Sofa Kings	191	27	52	32	10	0	10	32	14	52	0	0	0.2723	0.3220	0.4817	423
"Kotchman, Casey 1B MIA"	Free Agent	328	30	86	66	12	1	7	35	25	39	2	1	0.2622	0.3250	0.3689	428
"Wigginton, Ty 1B STL "	Free Agent	258	34	60	39	11	1	9	31	27	61	3	1	0.2326	0.3103	0.3876	435
"Overbay, Lyle 1B NYY "	Free Agent	318	33	76	49	18	1	8	39	30	78	1	0	0.2390	0.3048	0.3774	441
"Dobbs, Greg 1B MIA"	Free Agent	322	28	86	64	16	1	5	37	19	59	2	1	0.2671	0.3103	0.3696	442
"Rivera, Juan 1B NYY"	Free Agent	259	25	65	46	12	0	7	40	20	37	2	2	0.2510	0.3042	0.3784	449
"Wallace, Brett 1B HOU "	Free Agent	276	32	68	43	15	1	9	30	24	89	1	1	0.2464	0.3170	0.4058	458
"Lucas, Ed 3B MIA"	Free Agent	351	43	90	71	14	1	4	28	26	78	1	1	0.2564	0.3105	0.3362	466
"Betemit, Wilson 1B BAL"	Free Agent	225	27	60	38	14	1	7	29	21	70	1	1	0.2667	0.3253	0.4311	485
"Rodriguez, Sean OF TB "	Free Agent	290	34	65	42	15	2	6	30	27	74	6	3	0.2241	0.3079	0.3517	486
"Pacheco, Jordan 1B COL "	Free Agent	269	26	77	57	16	1	3	30	12	36	2	1	0.2862	0.3193	0.3866	492
"Turner, Justin 3B NYM "	Free Agent	269	27	72	49	19	1	3	29	20	39	3	1	0.2677	0.3288	0.3792	516
"Francisco, Juan 1B MIL "	Free Agent	211	21	49	28	10	1	10	32	16	77	1	1	0.2322	0.2882	0.4313	520
"Arias, Joaquin 3B SF "	Free Agent	272	24	74	56	11	4	3	26	8	38	3	0	0.2721	0.2962	0.3750	536
"McGehee, Casey 1B MIA "	Free Agent	288	27	64	43	13	1	7	36	25	58	0	1	0.2222	0.2830	0.3472	557
"Gonzalez, Alex 1B MIL"	Free Agent	253	27	59	41	11	0	7	26	10	56	1	0	0.2332	0.2642	0.3597	565
"Baker, Jeff RF TEX "	Free Agent	181	20	47	29	11	1	6	23	13	47	2	0	0.2597	0.3112	0.4309	567
"Hairston, Jerry 3B LAD"	Free Agent	260	26	66	47	14	1	4	26	23	32	1	1	0.2538	0.3194	0.3615	578
"Frandsen, Kevin 1B PHI"	Free Agent	224	26	62	46	10	2	4	20	10	24	0	0	0.2768	0.3292	0.3929	579
"Moore, Tyler LF WAS"	Free Agent	162	18	39	23	9	0	7	25	11	52	2	0	0.2407	0.2931	0.4259	581
"Duncan, Shelley 1B TB "	Free Agent	170	21	38	21	9	0	8	28	19	43	0	1	0.2235	0.3021	0.4176	585
"Ruf, Darin LF PHI "	Free Agent	142	20	36	22	6	0	8	20	18	52	0	0	0.2535	0.3494	0.4648	593
"Hannahan, Jack 3B CIN"	Free Agent	249	24	60	43	12	1	4	28	28	60	1	1	0.2410	0.3214	0.3454	623
"Nix, Laynce LF PHI"	Free Agent	189	21	44	27	10	0	7	22	14	56	1	1	0.2328	0.2843	0.3968	628
"Calhoun, Kole RF LAA"	Free Agent	109	16	30	21	4	1	4	16	12	24	2	1	0.2752	0.3415	0.4404	671
"Downs, Matt 1B MIA"	Free Agent	126	15	30	17	7	0	6	19	8	28	1	1	0.2381	0.2993	0.4365	692
"Blanks, Kyle RF SD "	Old Dirty Bugg	152	17	36	24	7	0	5	20	13	46	1	0	0.2368	0.3036	0.3816	701
"Freiman, Nate 1B OAK"	Free Agent	190	10	52	39	8	1	4	24	14	31	0	0	0.2737	0.3269	0.3895	702
"Parmelee, Chris OF MIN "	Free Agent	187	16	46	29	10	1	6	19	19	49	0	0	0.2460	0.3206	0.4064	705
"Gillaspie, Conor 3B CHW"	Free Agent	149	17	36	25	5	1	5	15	13	27	0	0	0.2416	0.2988	0.3893	748
"LaPorta, Matt 1B CLE"	Free Agent	137	12	34	22	8	0	4	19	8	35	0	0	0.2482	0.2953	0.3942	762
"DeRosa, Mark 2B TOR"	Free Agent	125	15	29	21	6	0	2	18	17	28	1	0	0.2320	0.3241	0.3280	797
"Colabello, Chris 1B MIN "	Free Agent	160	14	31	21	3	0	7	17	20	58	0	1	0.1938	0.2873	0.3438	817
"Kotsay, Mark RF SD"	Free Agent	177	12	43	33	8	0	2	19	15	22	1	1	0.2429	0.3005	0.3220	820
"Halton, Sean 1B MIL"	Free Agent	101	9	24	16	4	0	4	17	5	31	0	0	0.2376	0.2909	0.3960	823
"Maldonado, Martin C MIL"	Free Agent	139	12	31	22	5	0	4	17	10	37	0	0	0.2230	0.2848	0.3453	840
"Medica, Tommy 1B SD"	Free Agent	69	9	20	15	2	0	3	10	10	23	0	0	0.2899	0.3797	0.4493	857
"Hinske, Eric 1B ARI"	Free Agent	140	12	30	19	7	0	4	16	15	43	0	0	0.2143	0.2885	0.3500	877
"Barton, Daric 1B OAK "	Free Agent	151	17	34	26	7	0	1	14	25	32	1	0	0.2252	0.3352	0.2914	887
"Ishikawa, Travis 1B PIT "	Free Agent	86	10	20	12	6	0	2	16	7	26	0	0	0.2326	0.3053	0.3721	889
"Pill, Brett 1B SF "	Free Agent	80	9	19	12	3	1	3	11	4	15	0	0	0.2375	0.2791	0.4125	918
"Harris, Brendan SS NYY"	Free Agent	107	14	22	14	4	0	4	9	6	29	0	1	0.2056	0.2522	0.3551	922
"Tracy, Chad 3B WAS"	Free Agent	111	6	26	16	6	0	4	12	8	20	0	1	0.2342	0.2857	0.3964	935
"Tuiasosopo, Matt LF ARI"	Free Agent	55	9	13	9	2	0	2	10	8	19	0	0	0.2364	0.3438	0.3818	955
"Cooper, David 1B CLE"	Free Agent	70	8	19	11	6	0	2	8	4	12	0	0	0.2714	0.3158	0.4429	959
"Evans, Nick 1B ARI"	Free Agent	59	9	15	10	3	1	1	8	5	16	0	0	0.2542	0.3077	0.3898	997
"Gomez, Mauro 1B WAS"	Free Agent	51	7	14	10	2	1	1	8	4	13	0	0	0.2745	0.3273	0.4118	1008
"Satin, Josh 1B NYM"	Free Agent	72	9	19	13	5	0	1	6	10	23	0	0	0.2639	0.3537	0.3750	1018
"Allen, Brandon 1B NYM"	Free Agent	65	9	12	6	3	1	2	7	7	26	1	0	0.1846	0.2639	0.3538	1045
"Snyder, Brandon 3B BOS"	Free Agent	43	6	10	6	2	0	2	6	2	15	0	0	0.2326	0.2826	0.4186	1061
"Ka'aihue, Kila 1B ARI "	Free Agent	70	6	15	9	4	0	2	7	7	18	0	0	0.2143	0.2857	0.3571	1101
"Hawpe, Brad 1B LAA"	Free Agent	74	7	17	13	3	0	1	7	8	27	0	0	0.2297	0.3049	0.3108	1108
"Liddi, Alex 1B CHW"	Free Agent	58	5	12	7	3	0	2	5	4	24	1	0	0.2069	0.2581	0.3621	1110
"Terdoslavich, Joey OF ATL"	Free Agent	79	11	17	13	4	0	0	4	12	24	1	0	0.2152	0.3152	0.2658	1129
"Wheeler, Ryan 1B COL"	Free Agent	75	6	18	14	4	0	0	8	5	16	0	0	0.2400	0.2875	0.2933	1143
"Laird, Brandon 1B KC "	Free Agent	42	4	8	5	1	0	2	5	3	13	0	0	0.1905	0.2609	0.3571	1177
"Johnson, Dan 1B BAL"	Free Agent	37	5	6	3	1	0	2	3	5	7	0	0	0.1622	0.2619	0.3514	1220
"Gamel, Mat 1B ATL "	Free Agent	32	4	7	6	1	0	0	3	2	6	1	0	0.2188	0.2647	0.2500	2310
"Green, Taylor 1B MIL"	Free Agent	47	3	10	6	3	0	1	5	3	10	0	0	0.2128	0.2692	0.3404	2323
"Montz, Luke 1B OAK"	Free Agent	28	2	5	1	3	0	1	5	1	8	0	0	0.1786	0.2000	0.3929	2361
"Langerhans, Ryan 1B TOR"	Free Agent	21	3	4	3	0	0	1	2	4	8	0	0	0.1905	0.3200	0.3333	2378
"Marrero, Chris 1B WAS "	Free Agent	42	2	10	8	2	0	0	4	1	10	0	0	0.2381	0.2500	0.2857	2418
"Hague, Matt 1B PIT "	Free Agent	35	2	8	7	1	0	0	4	2	7	0	0	0.2286	0.2703	0.2571	2423
"Green, Nick SS MIA"	Free Agent	39	2	8	6	2	0	0	4	2	10	0	0	0.2051	0.2727	0.2564	2478
"Mahoney, Joe 1B MIA"	Free Agent	11	1	3	3	0	0	0	1	0	1	0	0	0.2727	0.2727	0.2727	2487
"Jacobs, Mike 1B ARI"	Free Agent	10	2	2	2	0	0	0	1	2	3	0	0	0.2000	0.3333	0.2000	2488
"Chirinos, Robinson 1B TEX"	Free Agent	28	2	6	4	2	0	0	2	2	6	0	0	0.2143	0.2667	0.2857	2496
"Hamilton, Mark 1B ATL "	Free Agent	16	2	3	2	1	0	0	1	1	5	0	0	0.1875	0.2353	0.2500	2519
"Peterson, Shane 1B OAK"	Free Agent	7	1	1	1	0	0	0	1	1	3	0	0	0.1429	0.2500	0.1429	2531
"Paulk, Michael 1B COL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Caseres, Steven 1B LAD"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Barnum, Keon 1B CHW"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Alonso, John 1B MIL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Beckwith, William 1B ATL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Arbelo, Yazy 1B ARI"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Robbins, James 1B DET"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Jones, Michael 1B BOS"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"West, Jeremy 1B BOS"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Rizzotti, Matt 1B PHI"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Lasater, Ben 1B MIA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Richardson, Grant 1B MIL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Hedman, Drew 1B BOS"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Clark, Jared 1B COL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Carroll, Sawyer 1B SD"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Jenkins, Andrew 1B MIA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Cannon, Chip 1B TOR"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Scruggs, Xavier 1B STL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Vargas, Kennys 1B MIN"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Wrigley, Henry 1B COL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Guzman, Ronald 1B TEX"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Byrne, Bryan 1B ARI"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Fields, Matthew 1B KC"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Ruiz, Jose 1B TEX"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Von Schell, Tyler 1B SF"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Mills, Beau 1B CLE"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Fleisher, Mark 1B BAL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Zuanich, Mike 1B COL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Nicolas, Cesar 1B DET"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Garcia, Alberto 1B CHC"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Carlin, Michael 1B PIT"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Smith, Dominic 1B NYM"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Paulsen, Ben 1B COL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Chester, David 1B BOS"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Witter, Adam 1B SF"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Mailman, David 1B BOS"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Decker, Cody 1B SD "	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Roller, Kyle 1B NYY"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Newsome, Brett 1B WAS"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Borchering, Bobby 1B HOU"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Magness, Pat 1B BOS"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Calfee, Brenton 1B LAD"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Corley, Brad 1B PIT"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Dunlap, Cory 1B LAD"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Rhinehart, William 1B CIN"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Vogelbach, Daniel 1B CHC"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Brown, Tim 1B BAL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Gemoll, Brandon 1B MIL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Hughes, Rhyne 1B BAL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Murphy, James 1B PHI"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Sakamoto, Kent 1B PIT"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Bloxom, Justin 1B WAS"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Cooper, Craig 1B SD"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Nunez, Reymond 1B NYY"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Walker, Christian 1B BAL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Rieger, Ryan 1B MIA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Hunt, Jeremy 1B SD"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Sanz, Luis 1B DET"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Oropesa, Ricky 1B SF"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Gutierrez, Jesse 1B CIN"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Gold, Nate 1B TEX"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Fernandez-Oliva, Carlos 1B BOS"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Ozga, Travis 1B NYM"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Marrero, Christian 1B ATL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Larish, Jeff 1B PIT"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Yount, Dustin 1B BAL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Ori, Mark 1B HOU"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Abreu, Michel 1B NYM"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Dickson, O'Koyea 1B LAD"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Bishop, Rawley 1B DET"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Colina, Javier 1B CHW"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Roling, Kiel 1B COL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Loman, Seth 1B CHW"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Dickerson, Alex 1B SD"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"McDade, Mike 1B CHW "	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Johnson, Michael 1B SD"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Tinoco, Steven 1B TB"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Santana, Mayobanex 1B ARI"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Kirby-Jones, A.J. 1B SD"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Raben, Dennis 1B SEA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Overbeck, Cody 1B PHI"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Gac, Ian 1B KC"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
"Bear, Ryan 1B MIA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2551
