All Players Projections MLB Standard Stats															
Player	Team	INN	GS	QS	CG	W	L	S	BS	K	BBI	HA	ERA	WHIP	Rank
Wood, Kerry RP CLE	Titty`s Warriors	60.0	0	0	0	3	4	25	5	70	25	50	3.75	1.25	183
Hudson, Tim SP ATL	Blue Crew	180.0	28	20	1	12	7	0	0	109	50	177	3.50	1.26	184
Lowe, Derek SP ATL	Titty`s Warriors	205.0	34	20	2	14	11	0	0	135	60	206	3.86	1.30	185
Kuroda, Hiroki SP LA	Free Agent	188.0	32	17	2	11	10	0	0	119	45	186	3.78	1.23	187
Harden, Rich SP TEX 	Want-a-be Ghetto All Stars	165.0	28	16	0	10	7	0	0	185	70	150	3.55	1.33	190
Price, David SP TB	Floaters and Sinkers	188.0	32	16	2	13	9	0	0	169	71	170	4.12	1.28	193
Lilly, Ted SP CHC 	Free Agent	177.0	26	16	0	10	7	0	0	135	49	168	3.81	1.23	194
Matsuzaka, Daisuke SP BOS 	Shits & Giggles	194.0	32	16	0	16	9	0	0	184	88	179	3.99	1.38	198
Buehrle, Mark SP CHW	Free Agent	205.0	33	20	2	13	10	0	0	115	45	217	3.82	1.28	199
Frasor, Jason RP TOR	Free Agent	60.0	0	0	0	4	3	20	4	60	20	50	3.30	1.17	204
Capps, Matt RP WAS 	Free Agent	60.0	0	0	0	2	4	25	5	48	12	60	3.75	1.20	211
Buchholz, Clay SP BOS	Evil Empire	191.0	29	14	2	13	12	0	0	171	68	185	4.01	1.32	214
Blanton, Joe SP PHI 	SA`s	205.0	32	18	2	13	10	0	0	165	59	206	4.21	1.29	215
Anderson, Brett SP OAK	Sofa Kings	198.0	33	17	2	10	12	0	0	173	53	200	4.14	1.28	216
Happ, J.A. SP PHI 	Want-a-be Ghetto All Stars	199.0	30	17	3	13	9	0	0	148	71	195	3.84	1.34	218
Howell, J.P. RP TB	Grape Apes	70.0	0	0	0	6	3	13	4	80	34	50	3.09	1.20	221
Bedard, Erik SP SEA 	SA`s	150.0	25	15	0	10	5	0	0	165	65	135	3.66	1.33	239
Slowey, Kevin SP MIN 	Floaters and Sinkers	180.0	31	17	2	15	9	0	0	139	29	201	4.40	1.28	240
Cueto, Johnny SP CIN	Disco Bush Horticulturists	199.0	32	16	2	14	12	0	0	170	70	199	4.34	1.35	248
Santana, Ervin SP ANA	Sofa Kings	200.0	32	18	2	13	10	0	0	179	65	200	4.50	1.32	249
De La Rosa, Jorge SP COL	Disco Bush Horticulturists	196.0	33	16	1	14	10	0	0	196	84	185	4.45	1.37	254
Harang, Aaron SP CIN 	Titty`s Warriors	199.0	31	18	2	10	13	0	0	181	56	210	4.25	1.34	258
Niemann, Jeff SP TB	Whiteness	194.0	32	16	2	14	10	0	0	137	65	199	4.04	1.36	259
Maine, John SP NYM	Free Agent	185.0	28	16	0	10	10	0	0	165	75	170	4.14	1.32	260
Davis, Wade SP TB	Floaters and Sinkers	180.0	30	15	6	11	12	0	0	161	64	175	4.15	1.33	261
Sheets, Ben SP MIL 	Free Agent	165.0	27	16	2	10	8	0	0	125	45	165	3.98	1.27	262
Hughes, Phil SP NYY	Shits & Giggles	150.0	22	10	1	10	8	2	1	137	56	136	4.20	1.28	265
Pettitte, Andy SP NYY 	Evil Empire	190.0	31	17	0	14	8	0	0	144	67	195	4.03	1.38	266
Myers, Brett SP PHI 	User Abuser	181.0	29	14	2	12	12	2	1	168	63	181	4.43	1.35	268
Porcello, Rick SP DET	Disco Bush Horticulturists	199.0	33	15	1	14	10	0	0	108	61	206	3.98	1.34	269
Feldman, Scott SP TEX	Free Agent	200.0	33	18	2	15	10	0	0	121	70	198	4.18	1.34	270
Saunders, Joe SP ANA	Shits & Giggles	200.0	33	17	2	16	8	0	0	115	62	210	4.09	1.36	271
Liriano, Francisco SP MIN	Grape Apes	181.0	28	14	1	11	12	1	1	163	69	176	4.18	1.35	273
Strasburg, Stephen SP WAS 	Free Agent	150.0	25	12	2	10	10	0	0	125	59	140	3.60	1.33	276
Penny, Brad SP STL 	Free Agent	190.0	31	19	1	15	9	0	0	123	60	195	4.17	1.34	277
Morrow, Brandon SP TOR 	Sofa Kings	175.0	25	12	0	8	9	3	2	166	92	150	3.96	1.38	278
Pineiro, Joel SP STL 	Want-a-be Ghetto All Stars	200.0	32	17	2	11	11	0	0	107	27	221	4.37	1.24	279
Feliz, Neftali RP TEX	SA`s	150.0	24	10	0	9	8	2	1	170	64	140	4.02	1.36	280
Bailey, Homer SP CIN	Free Agent	180.0	33	15	2	12	12	0	0	172	72	172	4.25	1.36	281
Arroyo, Bronson SP CIN	SA`s	211.0	34	21	2	13	13	0	0	124	64	215	4.22	1.32	282
Wells, Randy SP CHC	Titty`s Warriors	192.0	31	20	1	12	11	0	0	114	61	193	3.98	1.32	283
Marcum, Shaun SP TOR 	Free Agent	181.0	30	18	0	11	11	0	0	136	60	180	4.03	1.33	284
Millwood, Kevin SP BAL 	Blue Crew	200.0	33	16	2	12	13	0	0	130	65	205	4.00	1.35	286
Matusz, Brian SP BAL	Whiteness	180.0	31	15	1	11	13	0	0	153	56	180	4.40	1.31	294
Tillman, Chris SP BAL	Grape Apes	180.0	31	14	2	9	10	0	0	167	61	180	4.25	1.34	298
Lindstrom, Matt RP HOU 	Free Agent	60.0	0	0	0	3	3	21	5	55	25	61	3.90	1.43	299
Cook, Aaron SP COL	Shits & Giggles	191.0	30	17	2	15	8	0	0	90	55	205	4.01	1.36	301
Sanchez, Jonathan O. SP SF	Grape Apes	180.0	30	14	1	11	11	0	0	180	90	165	4.15	1.42	304
Latos, Mat SP SD	Grape Apes	169.0	31	15	0	11	11	0	0	130	75	150	4.15	1.33	305
Marquis, Jason SP WAS 	User Abuser	205.0	33	17	2	13	13	0	0	120	75	209	4.04	1.39	306
Cahill, Trevor SP OAK	Free Agent	200.0	33	17	2	12	14	0	0	118	70	200	4.14	1.35	307
Romero, Ricky SP TOR	Sofa Kings	199.0	33	18	1	13	14	0	0	155	79	205	4.07	1.43	309
Bumgarner, Madison SP SF 	Disco Bush Horticulturists	150.0	26	12	2	10	8	0	0	110	50	143	4.02	1.29	310
Blackburn, Nick SP MIN	Free Agent	210.0	33	20	2	11	11	0	0	103	42	237	4.11	1.33	312
Thornton, Matt RP CHW	Shits & Giggles	70.0	0	0	0	5	3	4	3	80	20	59	2.96	1.13	313
Masterson, Justin SP CLE	User Abuser	165.0	19	8	1	8	11	2	3	142	76	150	3.98	1.37	314
Johnson, Jim R. RP BAL 	Grape Apes	69.0	0	0	0	4	5	15	4	52	23	67	3.65	1.30	316
Pavano, Carl SP MIN 	Free Agent	204.0	33	17	2	13	11	0	0	150	41	237	4.46	1.36	321
Wuertz, Michael RP OAK	Free Agent	70.0	0	0	0	4	2	4	4	90	20	57	3.21	1.10	322
Hunter, Tommy SP TEX	Free Agent	180.0	32	14	2	12	12	0	0	107	53	180	4.35	1.29	325
Bergesen, Brad SP BAL 	Free Agent	180.0	31	16	1	10	9	0	0	100	47	185	4.25	1.29	338
Rowland-Smith, Ryan SP SEA	Free Agent	180.0	27	14	2	9	10	0	1	122	64	180	4.00	1.36	341
Lyon, Brandon RP HOU 	Free Agent	70.0	0	0	0	2	4	14	4	50	25	66	3.47	1.30	345
Madson, Ryan RP PHI	Blue Crew	75.0	0	0	0	4	3	7	5	65	22	71	3.24	1.24	348
Looper, Braden SP MIL	Free Agent	200.0	33	17	0	12	15	0	0	110	50	220	4.37	1.35	349
Bard, Daniel RP BOS	Free Agent	62.0	0	0	0	3	3	5	3	81	27	48	2.90	1.21	360
Smoltz, John SP STL	Sofa Kings	104.0	17	10	0	7	6	0	0	102	24	105	3.89	1.24	362
Gregg, Kevin RP CHC 	Free Agent	70.0	0	0	0	2	4	13	4	70	35	60	3.86	1.36	363
Sherrill, George RP LA	Free Agent	65.0	0	0	0	5	2	4	2	65	25	56	2.77	1.25	364
Pelfrey, Mike SP NYM	Free Agent	200.0	33	16	1	12	12	0	0	115	60	210	4.54	1.35	365
Rodney, Fernando RP ANA 	Floaters and Sinkers	60.0	0	0	0	4	5	7	4	65	29	45	3.30	1.23	368
Wilson, C.J. RP TEX 	User Abuser	70.0	0	0	0	4	3	9	4	75	30	65	3.60	1.36	370
Wheeler, Dan RP TB	Free Agent	65.0	0	0	0	4	5	2	4	55	13	52	3.46	1.00	371
Lohse, Kyle SP STL	Free Agent	170.0	29	15	1	10	9	0	0	106	47	181	4.34	1.34	375
Putz, J.J. RP CHW 	Free Agent	55.0	0	0	0	4	3	7	4	59	20	50	2.95	1.27	379
Meche, Gil SP KC 	Free Agent	165.0	27	16	1	10	12	0	0	125	60	167	4.36	1.38	381
Garland, Jon SP LA 	Free Agent	200.0	32	20	1	11	11	0	0	100	58	215	4.37	1.36	382
Downs, Scott RP TOR 	Whiteness	58.0	0	0	0	2	3	5	0	52	21	49	2.33	1.21	383
Weathers, David RP MIL	Free Agent	70.0	0	0	0	3	6	11	0	44	28	65	3.60	1.33	384
Ziegler, Brad RP OAK	Free Agent	75.0	0	0	0	3	3	5	4	52	28	73	2.52	1.35	386
Maholm, Paul SP PIT	Whiteness	193.0	30	16	1	9	11	0	0	121	57	209	4.34	1.38	387
Norris, Bud SP HOU	Free Agent	181.0	32	16	1	10	12	0	0	173	76	186	4.48	1.45	388
Volstad, Chris SP FLA	Blue Crew	183.0	32	17	1	11	13	0	0	119	71	183	4.43	1.39	390
Washburn, Jarrod SP DET 	Free Agent	170.0	29	16	1	7	11	0	0	98	54	174	4.13	1.34	391
Kawakami, Kenshin SP ATL	Free Agent	165.0	26	14	1	7	11	0	1	111	62	165	4.04	1.38	393
Gutierrez, Juan RP ARI	Free Agent	70.0	5	2	0	6	3	7	4	66	27	68	3.86	1.36	401
Heilman, Aaron RP ARI	Free Agent	78.0	0	0	0	6	5	6	4	71	30	78	3.69	1.38	402
Adams, Mike M. RP SD	Free Agent	60.0	0	0	0	0	1	0	1	68	16	45	2.55	1.02	403
Guerrier, Matt RP MIN	Free Agent	80.0	0	0	0	4	5	1	0	58	25	71	3.26	1.20	405
Neshek, Pat RP MIN 	Free Agent	55.0	0	0	0	3	2	1	3	55	20	36	2.95	1.02	407
Gregerson, Luke RP SD	Free Agent	75.0	0	0	0	2	4	1	0	93	31	62	3.24	1.24	408
Young, Chris R. SP SD 	Blue Crew	150.0	26	15	0	7	10	0	0	128	68	138	4.32	1.37	411
Aceves, Alfredo RP NYY	Free Agent	57.0	2	2	0	6	0	0	0	42	13	47	3.16	1.05	415
Coke, Phil RP DET 	Free Agent	65.0	0	0	0	2	3	3	3	55	19	50	3.74	1.06	418
Martinez, Pedro SP PHI 	SA`s	105.0	19	7	0	7	5	0	0	90	23	112	4.20	1.29	422
Perez, Oliver SP NYM 	Free Agent	146.0	26	12	0	9	7	0	0	139	81	130	4.32	1.45	428
Moylan, Peter RP ATL	Free Agent	56.0	0	0	0	4	2	1	0	43	22	45	2.25	1.20	429
Lannan, John SP WAS	Free Agent	141.0	23	14	1	7	10	0	0	72	52	139	3.89	1.35	430
Saito, Takashi RP ATL 	Free Agent	58.0	0	0	0	2	2	6	4	56	25	54	2.64	1.36	431
Betancourt, Rafael RP COL 	Free Agent	65.0	0	0	0	1	2	1	3	65	20	53	3.05	1.12	432
Accardo, Jeremy RP TOR	Free Agent	35.0	0	0	0	1	2	12	0	27	15	30	2.83	1.29	433
Bruney, Brian RP WAS 	Free Agent	55.0	0	0	0	5	4	5	4	55	27	41	3.76	1.24	434
Springer, Russ RP TB	Free Agent	58.0	0	0	0	4	2	0	0	56	18	49	2.79	1.16	435
Correia, Kevin SP SD 	Whiteness	191.0	33	15	1	8	12	0	0	135	70	202	4.38	1.42	436
Zito, Barry SP SF 	Free Agent	190.0	33	16	0	10	14	0	0	135	89	182	4.55	1.43	437
Wakefield, Tim SP BOS 	Free Agent	125.0	22	11	1	9	6	0	0	73	46	121	4.25	1.34	439
Duchscherer, Justin SP OAK 	Sofa Kings	145.0	22	14	1	7	11	0	1	95	43	144	4.66	1.29	440
Okajima, Hideki RP BOS	Free Agent	60.0	0	0	0	4	1	0	1	52	20	50	2.85	1.17	441
Corpas, Manny RP COL 	Free Agent	64.0	0	0	0	3	3	8	0	44	17	67	3.80	1.31	443
Rzepczynski, Marc SP TOR	Free Agent	181.0	32	18	2	6	11	0	0	156	90	181	4.03	1.50	444
Troncoso, Ramon RP LA	Free Agent	75.0	0	0	0	4	3	4	3	55	29	75	3.12	1.39	445
Chamberlain, Joba SP NYY	Sofa Kings	94.0	14	6	0	5	3	0	0	95	40	89	3.64	1.37	446
Perez, Chris RP CLE	Free Agent	62.0	0	0	0	2	2	5	3	72	30	47	3.92	1.24	447
Hawkins, LaTroy RP MIL 	Free Agent	61.0	0	0	0	2	2	5	4	44	17	59	3.25	1.25	449
Braden, Dallas SP OAK 	Want-a-be Ghetto All Stars	180.0	32	15	0	10	12	0	0	113	60	195	4.50	1.42	450
Rauch, Jon RP MIN	Free Agent	70.0	0	0	0	6	3	1	3	55	20	67	3.73	1.24	452
Carlson, Jesse RP TOR	Free Agent	64.0	0	0	0	4	4	1	0	53	21	54	3.52	1.17	453
Gonzalez, Gio SP OAK	Free Agent	169.0	28	13	1	8	12	0	0	182	75	166	4.95	1.43	454
McGowan, Dustin SP TOR 	Free Agent	94.0	15	9	1	6	6	0	0	76	33	87	4.21	1.28	463
Bush, Dave SP MIL	Free Agent	162.0	27	13	0	9	10	0	0	111	43	170	5.06	1.31	465
Pena, Tony A. RP CHW	Free Agent	76.0	0	0	0	5	4	2	0	57	23	75	3.79	1.29	468
Guthrie, Jeremy SP BAL	Free Agent	185.0	25	16	1	8	12	0	1	101	60	200	4.38	1.41	469
Oliver, Darren RP TEX 	Free Agent	70.0	0	0	0	5	1	1	2	55	21	65	3.86	1.23	473
Villanueva, Carlos SP MIL	Free Agent	106.0	7	2	0	5	7	2	0	92	39	105	4.42	1.36	474
MacDougal, Mike RP WAS 	User Abuser	60.0	0	0	0	4	4	9	4	50	33	55	4.05	1.47	475
Affeldt, Jeremy RP SF	Free Agent	67.0	0	0	0	2	2	0	0	60	30	56	2.82	1.28	477
Dotel, Octavio RP CHW 	Free Agent	53.0	0	0	0	3	3	4	0	69	26	45	3.74	1.34	486
Howry, Bob RP ARI 	Free Agent	65.0	0	0	0	3	3	1	4	53	15	65	3.60	1.23	491
Romo, Sergio RP SF	Free Agent	34.0	0	0	0	4	2	1	0	37	10	23	3.18	0.97	493
Feliciano, Pedro RP NYM	Free Agent	59.0	0	0	0	4	3	1	0	57	25	52	3.36	1.31	494
Bannister, Brian SP KC 	Free Agent	167.0	28	12	1	9	12	0	0	96	51	177	4.85	1.37	495
Gaudin, Chad SP NYY	Free Agent	146.0	22	10	0	9	9	0	0	121	68	148	4.50	1.48	499
Davis, Doug SP ARI	Disco Bush Horticulturists	181.0	31	18	0	9	11	0	0	134	87	191	4.23	1.54	501
Balfour, Grant RP TB 	Free Agent	50.0	0	0	0	4	3	3	0	60	26	39	3.96	1.30	503
Niese, Jonathon SP NYM 	Free Agent	178.0	28	13	2	8	11	0	0	127	74	184	4.65	1.45	511
Holland, Derek SP TEX	Floaters and Sinkers	180.0	30	12	2	12	13	0	0	141	61	205	4.95	1.48	512
Duensing, Brian SP MIN	Want-a-be Ghetto All Stars	84.0	9	4	0	5	2	0	0	53	31	84	3.64	1.37	521
Escobar, Kelvim SP NYM 	Sofa Kings	66.0	0	0	0	2	3	2	3	60	24	66	3.41	1.36	524
Wade, Cory RP LA	Free Agent	49.0	0	0	0	2	2	0	0	34	12	40	3.31	1.06	525
Moyer, Jamie SP PHI 	Free Agent	149.0	24	13	0	8	8	0	1	88	46	165	4.53	1.42	527
Bowden, Michael RP BOS	Want-a-be Ghetto All Stars	145.0	17	8	1	7	6	0	0	92	57	150	4.41	1.43	528
Delcarmen, Manny RP BOS	Free Agent	59.0	0	0	0	2	1	1	0	52	26	49	3.36	1.27	529
Carmona, Fausto SP CLE	Free Agent	154.0	26	14	1	11	9	0	0	91	67	159	4.56	1.47	531
Kuo, Hong-Chih RP LA	Free Agent	47.0	3	1	0	3	2	0	0	52	16	39	3.45	1.17	533
League, Brandon RP SEA 	Free Agent	70.0	0	0	0	3	4	2	3	70	25	70	3.99	1.36	534
Hudson, Daniel SP CHW	Free Agent	100.0	15	6	0	5	5	0	0	75	48	87	4.32	1.35	535
Kennedy, Ian SP ARI 	Free Agent	150.0	25	12	0	9	10	0	0	107	68	155	4.44	1.49	538
O'Day, Darren RP TEX	Free Agent	51.0	0	0	0	1	1	1	0	42	16	45	3.00	1.20	539
McCutchen, Daniel SP PIT	Free Agent	169.0	27	14	2	6	9	0	0	92	53	177	4.74	1.36	540
Perez, Rafael RP CLE	Free Agent	62.0	0	0	0	3	3	1	0	60	21	58	3.92	1.27	541
Olsen, Scott SP WAS 	Free Agent	154.0	25	11	0	7	10	0	0	109	59	161	4.62	1.43	542
Wang, Chien-Ming SP NYY 	Free Agent	100.0	15	8	0	5	5	0	0	55	30	104	4.14	1.34	547
Breslow, Craig A. RP OAK	Free Agent	39.0	0	0	0	3	3	0	0	31	16	27	2.77	1.10	549
Shields, Scot RP ANA 	Free Agent	53.0	0	0	0	4	4	2	0	51	26	45	3.74	1.34	551
Poreda, Aaron RP SD	Free Agent	155.0	26	12	1	8	11	0	0	120	75	160	4.35	1.52	552
Hellickson, Jeremy SP TB	Free Agent	65.0	9	4	1	4	2	2	1	61	29	60	4.02	1.37	553
Wood, Travis SP CIN	Free Agent	85.0	16	7	2	7	5	0	0	77	36	81	4.55	1.38	554
Garcia, Jaime SP STL	Free Agent	100.0	16	7	1	6	7	0	0	68	38	101	4.23	1.39	555
Francis, Jeff SP COL 	Free Agent	120.0	19	10	0	7	6	0	0	86	37	133	4.50	1.42	556
Drabek, Kyle SP TOR 	Free Agent	65.0	12	5	1	3	4	0	0	59	22	59	4.02	1.25	557
Cruz, Juan RP KC	Free Agent	54.0	0	0	0	4	2	1	0	65	31	42	3.83	1.35	558
Chacin, Jhoulys RP COL	Free Agent	110.0	19	8	0	6	8	0	0	101	51	105	4.58	1.42	559
Grabow, John RP CHC	Free Agent	75.0	0	0	0	3	3	1	3	60	36	70	3.48	1.41	562
Litsch, Jesse SP TOR 	Free Agent	93.0	14	7	0	5	7	0	0	45	25	100	3.97	1.34	563
Durbin, Chad RP PHI	Free Agent	95.0	6	2	0	5	4	1	0	64	44	90	4.07	1.41	565
Friedrich, Christian SP COL	Free Agent	75.0	15	7	1	6	3	0	0	70	29	75	4.20	1.39	566
Belisario, Ronald RP LA	Free Agent	35.0	0	0	0	2	2	0	0	32	14	26	2.06	1.14	573
McClellan, Kyle RP STL	Free Agent	71.0	0	0	0	3	6	2	0	55	30	68	3.80	1.38	574
Baez, Danys RP PHI 	Free Agent	70.0	0	0	0	3	4	2	4	40	26	63	4.11	1.27	575
Ramirez, Ramon RP BOS	Free Agent	53.0	0	0	0	4	3	0	0	46	23	46	3.40	1.30	576
Lewis, Jensen RP CLE	Free Agent	54.0	0	0	0	1	3	5	0	49	22	52	3.83	1.37	577
Marshall, Sean SP CHC	Free Agent	85.0	12	5	0	4	7	0	0	64	30	86	4.02	1.36	578
Wellemeyer, Todd SP STL	Free Agent	131.0	21	8	0	8	7	0	0	91	53	138	4.53	1.46	583
Storen, Drew RP WAS	Free Agent	49.0	0	0	0	0	3	6	4	45	26	45	3.31	1.45	584
Marte, Damaso RP NYY	Free Agent	41.0	0	0	0	3	2	2	0	45	17	33	3.95	1.22	585
Sampson, Chris RP HOU	Free Agent	98.0	10	5	0	6	5	1	0	48	25	107	4.50	1.35	586
Smith, Greg SP COL 	Free Agent	95.0	16	6	1	4	8	0	0	56	44	84	4.17	1.35	588
Galarraga, Armando SP DET	Free Agent	110.0	18	9	0	6	6	0	0	76	45	106	4.66	1.37	589
Rhodes, Arthur RP CIN 	Free Agent	30.0	0	0	0	2	1	1	0	29	12	22	2.40	1.13	591
Uehara, Koji SP BAL 	SA`s	67.0	12	6	0	2	4	0	0	48	12	71	4.03	1.24	596
