All Players Projections MLB Standard Stats																	
Player	Team	AB	R	H	1B	2B	3B	HR	RBI	BB	KO	SB	CS	BA	OBP	SLG	Rank
McLouth, Nate CF ATL	Disco Bush Horticulturists	525	92	137	78	34	4	21	70	62	99	20	5	0.2610	0.3390	0.4610	126
Rios, Alex RF CHW	Free Agent	598	66	160	101	35	7	17	75	44	104	25	6	0.2676	0.3178	0.4348	127
Cuddyer, Michael RF MIN	Titty`s Warriors	526	87	142	83	27	2	30	91	59	101	5	2	0.2700	0.3436	0.5000	128
Hawpe, Brad RF COL	Blue Crew	552	86	157	91	37	4	25	104	87	151	0	2	0.2844	0.3818	0.5018	129
Wells, Vernon CF TOR 	Free Agent	546	79	153	92	36	8	17	80	42	77	15	5	0.2802	0.3316	0.4689	130
Ramirez, Aramis 3B CHC 	Whiteness	476	75	136	76	33	2	25	100	50	71	2	1	0.2857	0.3536	0.5210	135
Beckham, Gordon 3B CHW	Blue Crew	552	85	149	84	40	1	24	87	65	95	10	5	0.2699	0.3468	0.4764	137
Loney, James 1B LA	Want-a-be Ghetto All Stars	581	75	167	113	31	5	18	95	75	75	7	4	0.2874	0.3689	0.4509	138
Ramirez, Alexei SS CHW	Want-a-be Ghetto All Stars	533	70	151	111	20	2	18	75	34	66	14	7	0.2833	0.3263	0.4296	140
Escobar, Alcides SS MIL	Blue Crew	532	91	149	114	24	8	3	45	46	78	30	7	0.2801	0.3374	0.3722	141
Kubel, Jason LF MIN	Sofa Kings	535	75	150	90	33	2	25	100	55	105	2	1	0.2804	0.3475	0.4897	143
Jones, Chipper 3B ATL	Evil Empire	432	80	129	77	30	2	20	75	78	68	4	2	0.2986	0.4059	0.5162	144
Gutierrez, Franklin RF SEA 	SA`s	556	90	149	103	27	1	18	75	43	127	15	5	0.2680	0.3205	0.4173	145
Uggla, Dan 2B FLA	Titty`s Warriors	559	90	144	78	36	0	30	95	80	149	5	2	0.2576	0.3505	0.4830	148
Kendrick, Howie 2B ANA	Blue Crew	500	68	150	107	31	0	12	68	25	90	12	5	0.3000	0.3333	0.4340	149
Guerrero, Vladimir DH ANA 	User Abuser	449	70	135	86	29	0	20	80	42	59	2	2	0.3007	0.3605	0.4989	156
Hart, Corey C. RF MIL 	Shits & Giggles	524	71	143	80	40	6	17	73	41	103	16	7	0.2729	0.3257	0.4695	158
Lopez, Jose 2B SEA	Floaters and Sinkers	618	75	168	110	33	0	25	95	28	70	4	3	0.2718	0.3034	0.4466	160
Weeks, Rickie 2B MIL 	Blue Crew	480	90	120	70	25	5	20	50	75	125	23	5	0.2500	0.3514	0.4479	161
Beltre, Adrian 3B BOS 	User Abuser	501	71	136	83	30	0	23	81	40	84	9	4	0.2715	0.3253	0.4691	163
Polanco, Placido 2B PHI 	Free Agent	571	95	173	131	31	0	11	65	39	39	3	2	0.3030	0.3475	0.4151	164
Gonzalez, Carlos OF COL	Blue Crew	503	73	132	82	27	3	20	55	37	121	20	5	0.2624	0.3130	0.4473	165
Ludwick, Ryan RF STL	Evil Empire	473	65	128	73	30	0	25	95	50	116	5	3	0.2706	0.3403	0.4926	166
Bruce, Jay RF CIN	SA`s	500	76	127	72	25	0	30	88	45	119	7	4	0.2540	0.3156	0.4840	168
Gardner, Brett CF NYY 	Grape Apes	403	71	103	77	16	7	3	34	42	75	40	7	0.2556	0.3258	0.3524	169
Cabrera, Asdrubal SS CLE	Shits & Giggles	527	82	151	104	36	4	7	70	56	99	15	6	0.2865	0.3551	0.4099	170
Coghlan, Chris LF FLA	SA`s	580	89	174	122	35	7	10	51	60	89	8	4	0.3000	0.3656	0.4362	171
Ortiz, David DH BOS	Titty`s Warriors	477	75	130	70	35	0	25	97	81	98	1	1	0.2725	0.3781	0.5031	172
Helton, Todd 1B COL	SA`s	500	71	155	104	35	2	14	75	90	70	0	1	0.3100	0.4153	0.4720	173
Rivera, Juan L. LF ANA	Floaters and Sinkers	526	61	150	103	22	0	25	88	36	60	0	1	0.2852	0.3310	0.4696	174
Cantu, Jorge 1B FLA	Sofa Kings	580	75	161	100	39	2	20	95	39	95	3	2	0.2776	0.3231	0.4552	175
Stubbs, Drew OF CIN	Free Agent	497	75	132	89	25	3	15	45	41	129	23	10	0.2656	0.3216	0.4185	176
Matsui, Hideki DH ANA 	Free Agent	465	65	136	94	19	0	23	80	57	68	0	1	0.2925	0.3697	0.4817	177
Young, Delmon LF MIN	Free Agent	503	65	146	105	25	1	15	75	24	100	8	4	0.2903	0.3226	0.4334	178
Reimold, Nolan OF BAL 	Free Agent	498	65	137	88	25	2	22	65	65	107	10	4	0.2751	0.3588	0.4659	179
Crisp, Coco CF OAK 	Free Agent	501	80	139	97	27	7	8	48	40	78	21	6	0.2774	0.3309	0.4072	180
LaRoche, Adam 1B ATL	Blue Crew	548	75	150	84	38	3	25	85	58	135	1	1	0.2737	0.3432	0.4909	182
Jones, Garrett 1B PIT	Disco Bush Horticulturists	505	55	132	70	33	2	27	75	60	128	10	4	0.2614	0.3398	0.4950	186
Dye, Jermaine RF CHW 	Shits & Giggles	481	75	132	80	27	0	25	80	46	96	1	1	0.2744	0.3378	0.4865	188
Stewart, Ian 3B COL	User Abuser	500	80	125	66	30	2	27	80	60	167	8	4	0.2500	0.3304	0.4800	189
Swisher, Nick CF NYY	Free Agent	524	89	131	70	31	0	30	85	95	133	3	2	0.2500	0.3651	0.4809	191
Ordonez, Magglio RF DET	Free Agent	487	65	150	102	35	0	13	71	55	66	1	1	0.3080	0.3782	0.4600	192
Fowler, Dexter CF COL	Free Agent	459	77	119	76	29	10	4	35	68	121	33	10	0.2593	0.3548	0.3922	195
Rasmus, Colby CF STL	Whiteness	569	88	150	98	26	4	22	67	45	111	8	3	0.2636	0.3176	0.4394	196
DeRosa, Mark 3B SF 	Whiteness	531	82	146	102	25	3	16	85	55	112	5	2	0.2750	0.3430	0.4237	197
Drew, J.D. RF BOS	Free Agent	431	80	122	69	30	3	20	70	77	101	2	2	0.2831	0.3917	0.5058	200
Byrd, Marlon CF CHC 	Free Agent	501	69	140	90	30	5	15	76	46	91	8	3	0.2794	0.3400	0.4491	201
Young, Chris B. CF ARI	Free Agent	506	75	120	65	31	1	23	65	55	135	20	5	0.2372	0.3119	0.4387	202
Cameron, Mike CF BOS 	Free Agent	500	75	127	75	28	1	23	78	68	145	10	4	0.2540	0.3433	0.4520	203
Francoeur, Jeff RF NYM 	Free Agent	582	74	158	106	30	3	19	85	33	105	5	2	0.2715	0.3106	0.4313	205
Ross, Cody CF FLA	User Abuser	537	70	142	75	39	5	23	87	46	124	5	2	0.2644	0.3225	0.4842	206
Gomez, Carlos CF MIL	Free Agent	525	75	129	94	22	8	5	45	34	115	36	10	0.2457	0.2916	0.3467	207
DeJesus, David LF KC	Free Agent	552	80	158	112	28	5	13	70	61	79	5	4	0.2862	0.3573	0.4257	208
Diaz, Matt LF ATL 	Free Agent	400	59	119	84	20	2	13	55	38	86	10	4	0.2975	0.3584	0.4550	209
Teahen, Mark 3B CHW 	Free Agent	587	77	158	108	30	2	18	71	54	124	9	3	0.2692	0.3307	0.4191	210
Jackson, Conor LF ARI 	SA`s	501	70	141	97	28	1	15	73	62	62	7	3	0.2814	0.3606	0.4311	212
Taveras, Willy CF CIN	Free Agent	427	66	115	95	15	5	0	22	32	65	36	7	0.2693	0.3203	0.3279	213
Blake, Casey 3B LA	Shits & Giggles	511	80	138	87	30	1	20	80	55	114	3	3	0.2701	0.3410	0.4501	217
Johnson, Nick 1B NYY 	Floaters and Sinkers	454	75	124	81	20	0	23	75	98	90	1	2	0.2731	0.4022	0.4692	219
Konerko, Paul 1B CHW	Titty`s Warriors	525	70	137	75	32	2	28	85	74	93	1	1	0.2610	0.3523	0.4895	220
Drew, Stephen SS ARI	Shits & Giggles	575	83	155	94	36	10	15	75	48	101	7	2	0.2696	0.3258	0.4452	222
Tejada, Miguel SS HOU 	Titty`s Warriors	525	72	152	109	30	0	13	66	25	52	4	2	0.2895	0.3218	0.4210	223
Andrus, Elvis SS TEX	Free Agent	504	76	130	91	25	9	5	34	45	81	30	6	0.2579	0.3188	0.3730	224
Posada, Jorge C NYY	Disco Bush Horticulturists	364	56	105	63	22	0	20	77	50	81	1	1	0.2885	0.3744	0.5137	225
Martin, Russell C LA	Titty`s Warriors	503	65	139	99	27	1	12	65	72	79	12	6	0.2763	0.3670	0.4056	226
Cabrera, Everth SS SD	Want-a-be Ghetto All Stars	513	78	131	92	25	13	1	34	68	120	34	11	0.2554	0.3425	0.3606	227
Theriot, Ryan SS CHC	Disco Bush Horticulturists	604	81	170	129	31	8	2	39	64	70	20	8	0.2815	0.3503	0.3692	228
Aybar, Erick SS ANA	SA`s	525	77	150	113	25	9	3	55	30	66	15	6	0.2857	0.3243	0.3848	229
Cabrera, Orlando SS MIN 	SA`s	602	80	164	111	38	7	8	69	44	63	13	5	0.2724	0.3220	0.3987	230
Barmes, Clint 2B COL	Whiteness	539	65	139	85	30	4	20	70	32	111	12	6	0.2579	0.2995	0.4397	231
Davis, Chris 1B TEX	Evil Empire	476	70	123	68	28	0	27	84	31	165	1	1	0.2584	0.3037	0.4874	232
Rowand, Aaron CF SF	Free Agent	550	71	154	96	40	2	16	71	49	122	4	3	0.2800	0.3389	0.4473	233
Willingham, Josh LF WAS	Free Agent	452	70	120	70	27	0	23	70	68	107	4	2	0.2655	0.3615	0.4779	234
Milledge, Lastings CF PIT	Free Agent	476	58	129	92	22	1	14	60	39	93	14	7	0.2710	0.3262	0.4097	235
Sanchez, Freddy 2B SF 	Whiteness	569	75	170	123	35	4	8	60	30	75	3	2	0.2988	0.3339	0.4165	236
Cabrera, Melky CF ATL 	Free Agent	554	67	149	106	25	4	14	74	44	71	10	3	0.2690	0.3227	0.4043	237
Murphy, David RF TEX	SA`s	445	65	123	74	30	3	16	62	39	91	8	4	0.2764	0.3347	0.4652	238
Delgado, Carlos 1B NYM 	Shits & Giggles	455	65	122	74	25	0	23	83	50	97	0	1	0.2681	0.3406	0.4747	241
Scutaro, Marco SS BOS 	Sofa Kings	577	95	153	109	31	1	12	65	62	74	8	4	0.2652	0.3365	0.3847	242
Prado, Martin 2B ATL 	User Abuser	545	74	160	103	40	5	12	57	52	70	1	2	0.2936	0.3551	0.4514	243
Bradley, Milton OF SEA 	Free Agent	423	73	117	76	24	1	16	64	64	103	4	3	0.2766	0.3717	0.4515	244
Huff, Aubrey 1B DET 	User Abuser	525	63	145	88	35	3	19	80	46	82	0	1	0.2762	0.3345	0.4629	245
Blalock, Hank 1B TEX	Whiteness	453	64	122	77	23	0	22	70	40	90	2	1	0.2693	0.3286	0.4658	246
Hudson, Orlando 2B LA 	Free Agent	525	70	148	97	34	7	10	59	53	88	8	2	0.2819	0.3478	0.4305	247
Scott, Luke LF BAL 	Free Agent	466	64	123	67	29	3	24	75	62	108	1	1	0.2639	0.3504	0.4936	250
Johnson, Kelly 2B ARI 	Free Agent	500	80	132	82	30	7	13	62	63	104	10	5	0.2640	0.3464	0.4300	251
Gordon, Alex 3B KC	Sofa Kings	500	73	125	77	30	1	17	61	67	125	14	5	0.2500	0.3386	0.4160	252
Ellis, Mark 2B OAK	Free Agent	475	67	126	88	23	1	14	62	48	72	11	4	0.2653	0.3327	0.4063	253
Atkins, Garrett 3B BAL 	Free Agent	500	65	138	93	25	2	18	75	50	81	1	1	0.2760	0.3418	0.4420	255
McGehee, Casey 3B MIL	Free Agent	451	64	127	80	25	4	18	71	40	89	0	1	0.2816	0.3401	0.4745	256
Hardy, J.J. SS MIN	Free Agent	500	70	131	84	25	1	21	75	45	81	3	1	0.2620	0.3229	0.4420	257
Encarnacion, Edwin 3B TOR 	Free Agent	500	67	130	81	26	1	22	70	62	98	4	2	0.2600	0.3416	0.4480	263
Castillo, Luis 2B NYM	Sofa Kings	452	70	131	109	16	6	0	33	57	47	18	6	0.2898	0.3694	0.3518	264
Furcal, Rafael SS LA	Free Agent	511	85	145	105	24	9	7	42	52	67	9	5	0.2838	0.3499	0.4070	267
Rolen, Scott 3B CIN 	User Abuser	447	65	127	82	32	1	12	65	61	66	4	2	0.2841	0.3701	0.4407	272
Wieters, Matt C BAL	Shits & Giggles	499	57	145	106	24	0	15	65	45	115	0	1	0.2906	0.3493	0.4289	274
Suzuki, Kurt C OAK	Evil Empire	547	67	149	106	30	0	13	75	46	70	5	3	0.2724	0.3288	0.3985	275
Peralta, Jhonny 3B CLE	User Abuser	580	70	154	100	34	2	18	85	57	134	1	2	0.2655	0.3312	0.4241	285
Getz, Chris 2B KC 	Free Agent	458	56	118	86	25	5	2	35	41	66	30	6	0.2576	0.3186	0.3472	287
Snider, Travis OF TOR	Sofa Kings	473	65	126	73	30	2	21	67	46	142	2	2	0.2664	0.3314	0.4715	288
Headley, Chase LF SD	Free Agent	565	61	149	103	30	1	15	65	65	151	10	3	0.2637	0.3397	0.4000	289
Venable, Will CF SD	Free Agent	476	61	125	79	25	4	17	55	45	123	10	4	0.2626	0.3263	0.4391	290
Matsui, Kazuo 2B HOU	Free Agent	425	65	115	82	24	2	7	37	34	70	18	6	0.2706	0.3246	0.3859	291
Nady, Xavier RF NYY 	Want-a-be Ghetto All Stars	428	50	120	78	25	0	17	70	35	88	2	2	0.2804	0.3348	0.4579	292
Lowell, Mike 3B BOS 	Shits & Giggles	425	50	119	72	30	1	16	70	41	57	2	1	0.2800	0.3433	0.4682	293
Kouzmanoff, Kevin 3B SD	Free Agent	551	60	144	91	31	2	20	85	37	114	1	0	0.2613	0.3078	0.4338	295
Thome, Jim DH LA	Free Agent	400	60	100	55	20	0	25	80	75	125	0	0	0.2500	0.3684	0.4875	296
Fukudome, Kosuke RF CHC	Free Agent	500	80	130	83	31	4	12	60	94	107	9	5	0.2600	0.3771	0.4100	297
Izturis, Maicer 2B ANA	Free Agent	378	61	105	76	20	3	6	55	37	40	11	4	0.2778	0.3422	0.3942	300
Hafner, Travis DH CLE	Free Agent	402	54	113	70	25	1	17	64	69	88	0	1	0.2811	0.3864	0.4751	302
Maybin, Cameron CF FLA	Free Agent	449	82	117	75	30	3	9	32	43	137	15	5	0.2606	0.3252	0.4009	303
Pennington, Cliff SS OAK	Free Agent	484	61	129	92	26	5	6	44	55	101	17	8	0.2665	0.3414	0.3781	308
Parra, Gerardo OF ARI	Free Agent	525	65	147	102	30	9	6	65	30	102	6	4	0.2800	0.3189	0.4057	311
Kotchman, Casey 1B SEA 	Free Agent	540	65	145	100	30	1	14	75	56	50	2	2	0.2685	0.3372	0.4056	315
Burrell, Pat DH TB	Free Agent	472	65	120	64	35	1	20	80	81	124	1	0	0.2542	0.3635	0.4597	317
Callaspo, Alberto 2B KC	Free Agent	454	65	130	88	30	4	8	55	38	38	4	2	0.2863	0.3415	0.4229	318
Cust, Jack LF OAK 	Free Agent	440	72	105	60	20	0	25	73	95	173	2	2	0.2386	0.3738	0.4545	319
Hermida, Jeremy RF BOS	Free Agent	452	60	120	81	22	1	16	60	50	110	5	2	0.2655	0.3386	0.4248	320
LaPorta, Matt OF CLE 	Blue Crew	462	61	120	69	33	0	18	71	45	94	3	2	0.2597	0.3254	0.4481	323
Guillen, Carlos LF DET	Free Agent	401	54	114	76	24	1	13	55	46	69	3	2	0.2843	0.3579	0.4464	324
Winn, Randy RF SF	Free Agent	432	56	124	86	28	4	6	42	38	67	10	4	0.2870	0.3447	0.4120	326
Montero, Miguel C ARI	User Abuser	450	65	120	74	29	0	17	67	44	89	1	1	0.2667	0.3320	0.4444	327
Napoli, Mike C ANA	Disco Bush Horticulturists	375	58	96	52	21	1	22	58	59	107	3	2	0.2560	0.3571	0.4933	328
Smith, Seth RF COL	Free Agent	333	50	95	55	23	3	14	50	44	67	4	2	0.2853	0.3687	0.4985	329
Renteria, Edgar SS SF 	Free Agent	471	65	130	90	30	2	8	52	40	68	8	4	0.2760	0.3327	0.3992	330
Lopez, Felipe 2B MIL	Blue Crew	550	73	148	100	33	6	9	50	57	95	9	5	0.2691	0.3377	0.4000	331
Schumaker, Skip 2B STL	Free Agent	500	80	150	112	30	5	3	34	44	60	3	3	0.3000	0.3566	0.3980	332
Molina, Bengie C SF 	Free Agent	490	45	135	95	25	0	15	80	23	51	0	0	0.2755	0.3080	0.4184	333
Doumit, Ryan C PIT	Floaters and Sinkers	425	59	116	71	30	1	14	65	37	72	2	2	0.2729	0.3312	0.4471	334
Branyan, Russell 1B SEA 	SA`s	380	60	93	43	25	0	25	67	55	136	1	1	0.2447	0.3402	0.5079	335
Overbay, Lyle 1B TOR	Free Agent	477	58	133	83	33	2	15	60	70	99	0	1	0.2788	0.3711	0.4507	336
Iwamura, Akinori 2B PIT	Free Agent	477	70	134	98	24	7	5	36	54	102	10	5	0.2809	0.3540	0.3920	337
Baker, Jeff 2B CHC	Free Agent	445	64	120	71	30	4	15	59	37	117	2	2	0.2697	0.3257	0.4562	339
Sizemore, Scott SS DET 	Free Agent	455	55	124	87	25	2	10	58	35	89	7	3	0.2725	0.3245	0.4022	340
Dukes, Elijah RF WAS	Free Agent	401	55	101	62	20	4	15	60	60	96	9	6	0.2519	0.3492	0.4339	342
Podsednik, Scott CF KC 	Titty`s Warriors	325	47	90	66	16	6	2	28	31	49	20	7	0.2769	0.3399	0.3815	343
Spilborghs, Ryan RF COL	Free Agent	324	49	91	60	20	1	10	50	36	63	7	4	0.2809	0.3528	0.4414	344
LaRoche, Andy 3B PIT	Free Agent	504	65	131	88	25	3	15	65	55	87	4	2	0.2599	0.3327	0.4107	346
