All Players 2007 MLB Standard Stats															
Player	Team	INN	GS	QS	CG	W	L	S	BS	K	BBI	HA	ERA	WHIP	Rank
Betancourt, Rafael RP COL 	Free Agent	79.3	0	0	0	5	1	3	3	80	9	51	1.47	0.76	112
Oswalt, Roy SP HOU 	Whiteness	212.0	32	21	1	14	7	0	0	154	60	221	3.18	1.33	113
Kazmir, Scott SP ANA	User Abuser	206.7	34	19	0	13	9	0	0	239	89	196	3.48	1.38	114
Hill, Rich J. SP BAL 	Free Agent	195.0	32	17	0	11	8	0	0	183	63	170	3.92	1.19	118
Blanton, Joe SP PHI 	SA`s	230.0	34	20	3	14	10	0	0	140	40	240	3.95	1.22	119
Soria, Joakim RP KC	Floaters and Sinkers	69.0	0	0	0	2	3	17	4	75	19	46	2.48	0.94	120
Bell, Heath RP SD	Grape Apes	93.7	0	0	0	6	4	2	4	102	30	60	2.02	0.96	121
Maine, John SP NYM	Free Agent	191.0	32	17	1	15	10	0	0	180	75	168	3.91	1.27	122
Perez, Oliver SP NYM 	Free Agent	177.0	29	16	0	15	10	0	0	174	79	153	3.56	1.31	125
Burnett, A.J. SP NYY 	Evil Empire	165.7	25	17	2	10	8	0	0	176	66	131	3.75	1.19	126
Zambrano, Carlos SP CHC	Whiteness	216.3	34	18	1	18	13	0	0	177	101	187	3.95	1.33	128
Wang, Chien-Ming SP NYY 	Free Agent	199.3	30	20	1	19	7	0	0	104	59	199	3.70	1.29	134
Cain, Matt SP SF	Titty`s Warriors	200.0	32	22	1	7	16	0	0	163	79	173	3.65	1.26	141
Meche, Gil SP KC 	Free Agent	216.0	34	23	1	9	13	0	0	156	62	218	3.67	1.30	146
Lowe, Derek SP ATL	Titty`s Warriors	199.3	32	19	3	12	14	0	0	147	59	194	3.88	1.27	147
Lidge, Brad RP PHI 	Free Agent	67.0	0	0	0	5	3	19	8	88	30	54	3.36	1.25	154
Street, Huston RP COL	Evil Empire	50.0	0	0	0	5	2	16	5	63	12	35	2.88	0.94	155
Buehrle, Mark SP CHW	Free Agent	201.0	30	20	3	10	9	0	0	115	45	208	3.63	1.26	158
Fuentes, Brian RP ANA 	Blue Crew	61.3	0	0	0	3	5	20	7	56	23	46	3.08	1.12	160
Soriano, Rafael RP ATL 	Shits & Giggles	72.0	0	0	0	3	3	9	3	70	15	47	3.00	0.86	161
Matsuzaka, Daisuke SP BOS	Shits & Giggles	204.7	32	18	1	15	12	0	0	201	80	191	4.40	1.32	162
McGowan, Dustin SP TOR 	Free Agent	169.7	27	18	2	12	10	0	0	144	61	146	4.08	1.22	163
Hernandez, Orlando SP TEX	Free Agent	147.7	24	17	0	9	5	0	0	128	64	109	3.72	1.17	165
Snell, Ian SP SEA	Free Agent	208.0	32	22	1	9	12	0	0	177	68	209	3.76	1.33	168
Billingsley, Chad SP LA	Titty`s Warriors	147.0	20	9	1	12	5	0	1	141	64	131	3.31	1.33	172
Guthrie, Jeremy SP BAL	Free Agent	175.3	26	17	0	7	5	0	1	123	47	165	3.70	1.21	177
Moylan, Peter RP ATL	Free Agent	90.0	0	0	0	5	3	1	1	63	31	65	1.80	1.07	178
Myers, Brett SP PHI 	User Abuser	68.7	3	1	0	5	7	21	3	83	27	61	4.33	1.28	182
Hernandez, Felix SP SEA 	Evil Empire	190.3	30	15	1	14	7	0	0	165	53	209	3.92	1.38	187
Francis, Jeff SP COL 	Free Agent	215.3	34	19	1	17	9	0	0	165	63	234	4.22	1.38	190
Benoit, Joaquin RP TEX 	Free Agent	82.0	0	0	0	7	4	6	7	87	28	68	2.85	1.17	191
Dempster, Ryan SP CHC	Want-a-be Ghetto All Stars	66.7	0	0	0	2	7	28	3	55	30	59	4.72	1.33	192
Marmol, Carlos RP CHC	Evil Empire	69.3	0	0	0	5	1	1	1	96	35	41	1.43	1.10	193
Marcum, Shaun SP TOR 	Free Agent	159.0	25	15	0	12	6	1	1	122	49	149	4.13	1.25	195
Wainwright, Adam SP STL 	Shits & Giggles	202.0	32	21	1	14	12	0	0	136	70	212	3.70	1.40	196
Bannister, Brian SP KC 	Free Agent	165.0	27	15	1	12	9	0	0	77	44	156	3.87	1.21	199
Springer, Russ RP TB 	Free Agent	66.0	0	0	0	8	1	0	2	66	19	41	2.18	0.91	202
Sheets, Ben SP MIL 	Free Agent	141.3	24	14	2	12	5	0	0	106	37	138	3.82	1.24	203
Okajima, Hideki RP BOS	Free Agent	69.0	0	0	0	3	2	5	2	63	17	50	2.22	0.97	204
Hennessey, Brad RP BAL	Free Agent	68.3	0	0	0	4	5	19	5	40	23	66	3.42	1.30	212
Howry, Bob RP SF 	Free Agent	81.3	0	0	0	6	7	8	4	72	19	76	3.32	1.17	215
Gorzelanny, Tom SP CHC	Floaters and Sinkers	201.7	32	19	1	14	10	0	0	135	68	214	3.88	1.40	216
Guerrier, Matt RP MIN	Free Agent	88.0	0	0	0	2	4	1	3	68	21	71	2.35	1.05	220
Rauch, Jon RP MIN	Free Agent	87.3	0	0	0	8	4	4	6	71	21	75	3.61	1.10	221
Heilman, Aaron RP ARI 	Free Agent	86.0	0	0	0	7	7	1	5	63	20	72	3.03	1.07	228
Lincecum, Tim SP SF 	Shits & Giggles	146.3	24	16	0	7	5	0	0	150	65	122	4.00	1.28	229
Broxton, Jonathan RP LA	Titty`s Warriors	82.0	0	0	0	4	4	2	6	99	25	69	2.85	1.15	235
Pettitte, Andy SP NYY 	Evil Empire	215.3	34	22	0	15	9	0	0	141	69	238	4.05	1.43	236
Wilson, C.J. RP TEX	User Abuser	68.3	0	0	0	2	1	12	2	63	33	50	3.03	1.21	237
Neshek, Pat RP MIN 	Free Agent	70.3	0	0	0	7	2	0	3	74	27	44	2.94	1.01	245
Silva, Carlos SP SEA	Free Agent	202.0	33	20	2	13	14	0	0	89	36	229	4.19	1.31	246
Weaver, Jered SP ANA	Blue Crew	161.0	28	16	0	13	7	0	0	115	45	178	3.91	1.39	250
Perez, Rafael RP CLE	Free Agent	60.7	0	0	0	1	2	1	1	62	15	41	1.78	0.92	251
Gallardo, Yovani SP MIL	Want-a-be Ghetto All Stars	110.3	17	12	0	9	5	0	0	101	37	103	3.67	1.27	256
Embree, Alan RP COL 	Free Agent	68.0	0	0	0	1	2	17	4	51	19	67	3.97	1.26	257
Pena, Tony A. RP CHW	Free Agent	85.3	0	0	0	5	4	2	3	63	31	63	3.27	1.10	258
Greinke, Zack SP KC 	User Abuser	122.0	14	4	0	7	7	1	0	106	36	122	3.69	1.30	263
Qualls, Chad RP ARI 	SA`s	82.7	0	0	0	6	5	5	6	78	25	84	3.05	1.32	266
Rodriguez, Wandy SP HOU	Shits & Giggles	182.7	31	15	1	9	13	0	0	158	62	179	4.58	1.32	267
Gagne, Eric RP MIL	Free Agent	52.0	0	0	0	4	2	16	4	51	21	49	3.81	1.35	268
Franklin, Ryan RP STL	Shits & Giggles	80.0	0	0	0	4	4	1	5	44	11	70	3.04	1.01	270
Garland, Jon SP LA 	Free Agent	208.3	32	21	2	10	13	0	0	98	57	219	4.23	1.32	271
Ray, Chris RP BAL	Free Agent	42.7	0	0	0	5	6	16	4	44	18	35	4.43	1.24	273
Janssen, Casey SP TOR	Free Agent	72.7	0	0	0	2	3	6	5	39	20	67	2.35	1.20	277
Gardner, Lee RP FLA	Free Agent	74.3	0	0	0	3	4	2	0	52	18	72	1.94	1.21	278
Arroyo, Bronson SP CIN	SA`s	210.7	34	22	1	9	15	0	0	156	63	232	4.23	1.40	279
Wakefield, Tim SP BOS 	Free Agent	189.0	31	15	0	17	12	0	0	110	64	191	4.76	1.35	280
Zito, Barry SP SF 	Free Agent	196.7	33	18	0	11	13	0	0	131	83	182	4.53	1.35	285
Owings, Micah SP CIN	Free Agent	152.7	27	14	2	8	8	0	0	106	50	146	4.30	1.28	287
Hill, Shawn SP SD 	Free Agent	97.3	16	11	0	4	5	0	0	65	25	86	3.42	1.14	288
James, Chuck SP ATL	Free Agent	161.3	30	11	0	11	10	0	0	116	58	164	4.24	1.38	290
Kendrick, Kyle SP PHI	Free Agent	121.0	20	13	0	10	4	0	0	49	25	129	3.87	1.27	300
Lyon, Brandon RP DET 	Free Agent	74.0	0	0	0	6	4	2	3	40	22	70	2.68	1.24	302
Villanueva, Carlos SP MIL	Free Agent	114.3	6	4	0	8	5	1	2	99	53	101	3.94	1.35	303
Baker, Scott SP MIN	Floaters and Sinkers	143.7	23	12	2	9	9	0	0	102	29	162	4.26	1.33	305
Washburn, Jarrod SP DET 	Free Agent	193.7	32	17	1	10	15	0	0	114	67	201	4.32	1.38	307
Sherrill, George RP LA	Free Agent	45.7	0	0	0	2	0	3	4	56	17	28	2.37	0.99	308
Walker, Jamie RP BAL	Free Agent	61.3	0	0	0	3	2	7	6	41	17	57	3.23	1.21	310
Riske, David RP MIL 	Free Agent	69.7	0	0	0	1	4	4	4	52	27	61	2.45	1.26	312
Downs, Scott RP TOR 	Whiteness	58.0	0	0	0	4	2	1	3	57	24	47	2.17	1.22	314
Byrd, Paul SP BOS 	Free Agent	192.3	31	15	2	15	8	0	0	88	28	239	4.59	1.39	315
Cruz, Juan RP KC	Free Agent	61.0	0	0	0	6	1	0	0	87	32	45	3.10	1.26	316
Brocail, Doug RP HOU 	Free Agent	76.7	0	0	0	5	1	0	0	43	24	66	3.05	1.17	318
Batista, Miguel RP SEA 	Free Agent	193.0	32	18	0	16	11	0	0	133	85	209	4.29	1.52	322
Bergmann, Jason RP WAS	Free Agent	115.3	21	10	0	6	6	0	0	86	42	99	4.45	1.22	327
Marquis, Jason SP COL 	User Abuser	191.7	33	15	1	12	9	0	0	109	76	190	4.60	1.39	328
Percival, Troy RP TB 	Shits & Giggles	40.0	1	0	0	3	0	0	0	36	10	24	1.80	0.85	329
Correia, Kevin SP SD	Whiteness	101.7	8	3	0	4	7	0	3	80	40	94	3.45	1.32	332
Lohse, Kyle SP STL	Free Agent	192.7	32	15	2	9	12	0	0	122	57	207	4.62	1.37	333
Cook, Aaron SP COL	Shits & Giggles	166.0	25	15	2	8	7	0	0	61	44	178	4.12	1.34	335
Shields, Scot RP ANA 	Free Agent	77.0	0	0	0	4	5	2	6	77	33	62	3.86	1.23	336
Glavine, Tom SP ATL 	Free Agent	200.3	34	23	1	13	8	0	0	89	64	219	4.45	1.41	337
Bonderman, Jeremy RP DET 	Free Agent	174.3	28	15	0	11	9	0	0	145	48	193	5.01	1.38	341
Speier, Justin RP ANA	Free Agent	50.0	0	0	0	2	3	0	1	47	12	36	2.88	0.96	347
Feliciano, Pedro RP NYM	Free Agent	64.0	0	0	0	2	2	2	1	61	31	47	3.09	1.22	348
Germano, Justin SP SD	Free Agent	133.3	23	12	0	7	10	0	0	78	40	133	4.46	1.30	357
Herges, Matt RP COL 	Free Agent	48.7	0	0	0	5	1	0	2	30	15	34	2.96	1.01	358
Mahay, Ron RP MIN 	Free Agent	67.0	0	0	0	3	0	1	2	55	37	52	2.55	1.33	359
Looper, Braden SP MIL 	Free Agent	175.0	30	18	0	12	12	0	0	87	51	183	4.94	1.34	360
Wheeler, Dan RP TB	Free Agent	74.7	0	0	0	1	9	11	7	82	23	74	5.30	1.30	361
Lowry, Noah SP SF 	Free Agent	156.0	26	13	1	14	8	0	0	87	87	155	3.92	1.55	368
Miller, Justin RP SF 	Free Agent	61.7	0	0	0	5	0	0	3	74	24	53	3.65	1.25	369
Chamberlain, Joba SP NYY 	Sofa Kings	24.0	0	0	0	2	0	1	0	34	6	12	0.38	0.75	370
Johnson, Randy SP SF 	Evil Empire	56.7	10	6	0	4	3	0	0	72	13	52	3.81	1.15	372
Seay, Bobby RP DET	Free Agent	46.3	0	0	0	3	0	1	1	38	15	38	2.33	1.14	373
Dotel, Octavio RP CHW 	Free Agent	30.7	0	0	0	2	1	11	4	41	12	29	4.11	1.34	374
Delcarmen, Manny RP BOS	Free Agent	44.0	0	0	0	0	0	1	1	41	17	28	2.05	1.02	375
Sosa, Jorge RP WAS	Free Agent	112.7	14	7	0	9	8	0	2	69	41	109	4.47	1.33	377
Marte, Damaso RP NYY	Free Agent	45.3	0	0	0	2	0	0	0	51	18	32	2.38	1.10	378
Rivera, Saul RP WAS	Free Agent	93.0	0	0	0	4	6	3	2	64	42	88	3.68	1.40	379
Marshall, Sean SP CHC	Free Agent	103.3	19	10	0	7	8	0	0	67	35	107	3.92	1.37	380
Bush, Dave SP MIL	Free Agent	186.3	31	15	0	12	10	0	0	134	44	217	5.12	1.40	383
Gaudin, Chad SP NYY	Free Agent	199.3	34	15	1	11	13	0	0	154	100	205	4.42	1.53	384
Seanez, Rudy RP ANA	Free Agent	76.0	0	0	0	6	3	1	2	73	27	78	3.79	1.38	386
Litsch, Jesse SP TOR 	Free Agent	111.0	20	12	0	7	9	0	0	50	36	116	3.81	1.37	387
Lindstrom, Matt RP FLA	Free Agent	67.0	0	0	0	3	4	0	2	62	21	66	3.09	1.30	388
Moyer, Jamie SP PHI 	Free Agent	199.3	33	18	1	14	12	0	0	133	66	222	5.01	1.44	389
Davis, Doug SP ARI 	Disco Bush Horticulturists	192.7	33	19	0	13	12	0	0	144	95	211	4.25	1.59	392
Burton, Jared RP CIN	Free Agent	43.0	0	0	0	4	2	0	3	36	22	28	2.51	1.16	394
Peralta, Joel RP COL 	Free Agent	87.7	0	0	0	1	3	1	4	66	19	93	3.80	1.28	397
Wolfe, Brian RP TOR	Free Agent	45.3	0	0	0	3	1	0	2	22	9	36	2.98	0.99	398
Romero, J.C. RP PHI 	Free Agent	56.3	0	0	0	2	2	1	1	42	40	39	1.92	1.40	401
Westbrook, Jake SP CLE 	Free Agent	152.0	25	15	0	6	9	0	0	93	55	159	4.32	1.41	404
Linebrink, Scott RP CHW	Free Agent	70.3	0	0	0	5	6	1	7	50	25	68	3.71	1.32	405
Wilson, Brian RP SF	Blue Crew	23.7	0	0	0	1	2	6	1	18	7	16	2.28	0.97	406
DiNardo, Lenny SP KC 	Free Agent	131.3	20	7	0	8	10	0	0	59	50	136	4.11	1.42	410
Meredith, Cla C. RP BAL	Free Agent	79.7	0	0	0	5	6	0	5	59	17	94	3.50	1.39	411
Buchholz, Taylor RP COL 	Free Agent	93.7	8	3	0	6	5	0	0	61	20	105	4.23	1.33	416
Hampson, Justin SP OAK	Free Agent	53.3	0	0	0	2	3	0	0	34	16	48	2.70	1.20	417
Tallet, Brian SP TOR	Free Agent	62.3	0	0	0	2	4	0	3	54	28	49	3.47	1.24	418
Proctor, Scott RP ATL 	Free Agent	86.3	0	0	0	5	5	0	6	64	44	78	3.65	1.41	419
Wuertz, Michael RP OAK	Free Agent	72.3	0	0	0	2	3	0	0	79	35	64	3.48	1.37	420
Madson, Ryan RP PHI 	Blue Crew	56.0	0	0	0	2	2	1	1	43	23	48	3.05	1.27	421
Schroder, Chris RP OAK	Free Agent	45.3	0	0	0	2	3	0	0	43	15	36	3.18	1.12	426
Chulk, Vinnie RP CLE	Free Agent	53.0	0	0	0	5	4	0	2	41	14	53	3.57	1.26	431
Jimenez, Ubaldo SP COL	Disco Bush Horticulturists	82.0	15	9	0	4	4	0	0	68	37	70	4.28	1.30	432
Turnbow, Derrick RP TEX	Free Agent	68.0	0	0	0	4	5	1	3	84	46	44	4.63	1.32	433
Oliver, Darren RP ANA 	Free Agent	64.3	0	0	0	3	1	0	0	51	23	58	3.78	1.26	436
Wolf, Randy SP LA 	Want-a-be Ghetto All Stars	102.7	18	8	0	9	6	0	0	94	39	110	4.73	1.45	437
Suppan, Jeff SP MIL	Free Agent	206.7	34	15	1	12	12	0	0	114	68	243	4.62	1.50	439
Beimel, Joe RP COL 	Free Agent	67.3	0	0	0	4	2	1	0	39	24	63	3.88	1.29	440
Hughes, Phil SP NYY	Shits & Giggles	72.7	13	5	0	5	3	0	0	58	29	64	4.46	1.28	441
Pineiro, Joel SP STL 	Want-a-be Ghetto All Stars	97.7	11	5	0	7	5	0	0	60	26	110	4.33	1.39	442
Pinto, Renyel RP FLA	Free Agent	58.7	0	0	0	2	4	1	5	56	32	45	3.68	1.31	446
Colome, Jesus RP MIL	Free Agent	66.0	0	0	0	5	1	1	3	43	27	64	3.82	1.38	447
Frasor, Jason RP TOR	Free Agent	57.0	0	0	0	1	5	3	3	59	23	47	4.58	1.23	448
Gobble, Jimmy RP CHW	Free Agent	53.7	0	0	0	4	1	1	2	50	23	56	3.02	1.47	449
Maholm, Paul SP PIT	Whiteness	177.7	29	12	2	10	15	0	0	105	49	204	5.01	1.42	450
O'Flaherty, Eric RP ATL	Free Agent	52.3	0	0	0	7	1	0	1	36	20	45	4.47	1.24	452
Robertson, Nate SP DET	Free Agent	177.7	30	13	0	9	13	0	0	119	63	199	4.76	1.47	453
Vizcaino, Luis RP CLE	Free Agent	75.3	0	0	0	8	2	0	3	62	43	66	4.30	1.45	455
Affeldt, Jeremy RP SF	Free Agent	59.0	0	0	0	4	3	0	4	46	33	47	3.51	1.36	457
Bradford, Chad RP TB 	Free Agent	64.7	0	0	0	4	7	2	5	29	16	77	3.34	1.44	460
Gordon, Tom RP ARI	Free Agent	40.0	0	0	0	3	2	6	5	32	13	40	4.72	1.32	461
Owens, Henry RP FLA	Free Agent	23.0	0	0	0	2	0	4	1	16	10	19	1.96	1.26	462
Hirsh, Jason SP COL	Free Agent	112.3	19	10	1	5	7	0	0	75	48	103	4.81	1.34	463
Shouse, Brian RP TB 	Free Agent	47.7	0	0	0	1	1	1	3	32	14	46	3.02	1.26	464
Durbin, Chad RP PHI	Free Agent	127.7	19	6	0	8	7	1	1	66	49	133	4.72	1.43	465
Hawkins, LaTroy RP HOU 	Free Agent	55.3	0	0	0	2	5	0	5	29	16	52	3.42	1.23	466
Buchholz, Clay SP BOS	Evil Empire	22.7	3	2	1	3	1	0	0	22	10	14	1.59	1.06	468
Gabbard, Kason SP BOS	Free Agent	81.3	15	6	1	6	1	0	0	55	41	68	4.65	1.34	469
Gonzalez, Edgar G. SP OAK	Free Agent	102.0	12	2	0	8	4	0	0	62	28	110	5.03	1.35	472
Sampson, Chris RP HOU	Free Agent	121.7	19	11	0	7	8	0	0	51	30	138	4.59	1.38	474
Lopez, Rodrigo SP PHI	Free Agent	79.3	14	8	0	5	4	0	0	43	21	83	4.42	1.31	475
Casilla, Santiago RP OAK	Free Agent	50.7	0	0	0	3	1	2	3	52	23	43	4.44	1.30	476
Byrdak, Tim RP HOU	Free Agent	45.0	0	0	0	3	0	1	1	49	26	38	3.20	1.42	477
Thatcher, Joe RP SD	Free Agent	21.0	0	0	0	2	2	0	0	16	6	13	1.29	0.90	479
Fultz, Aaron RP CIN	Free Agent	37.0	0	0	0	4	3	0	1	28	18	31	2.92	1.32	488
Moseley, Dustin SP ANA 	Free Agent	92.0	8	2	0	4	3	0	0	50	27	97	4.40	1.35	491
Garza, Matt SP TB	Blue Crew	83.0	15	6	0	5	7	0	0	67	32	96	3.69	1.54	492
Tankersley, Taylor RP FLA	Free Agent	47.3	0	0	0	6	1	1	2	49	29	42	3.99	1.50	495
Benitez, Armando RP HOU	Free Agent	50.3	0	0	0	2	8	9	7	57	29	49	5.36	1.55	497
Ayala, Luis RP FLA	Free Agent	42.3	0	0	0	2	2	1	1	28	12	43	3.19	1.30	498
Morales, Franklin RP COL	Free Agent	39.3	8	2	0	3	2	0	0	26	14	34	3.43	1.22	501
Lewis, Jensen RP CLE	Free Agent	29.3	0	0	0	1	1	0	0	34	10	26	2.15	1.23	504
Redding, Tim SP NYM	Free Agent	84.0	15	8	0	3	6	0	0	47	38	84	3.64	1.45	505
Rodney, Fernando RP DET 	Floaters and Sinkers	50.7	0	0	0	2	6	1	2	54	21	46	4.26	1.32	507
Carlyle, Buddy RP ATL 	Free Agent	107.0	20	6	0	8	7	0	0	74	32	117	5.21	1.39	508
Bazardo, Yorman SP HOU	Free Agent	23.7	2	1	0	2	1	0	0	15	5	19	2.28	1.01	510
Vargas, Claudio RP MIL 	Free Agent	134.3	23	9	0	11	6	1	1	107	54	153	5.09	1.54	511
Miner, Zach SP DET	Free Agent	53.7	1	0	0	3	4	0	2	34	22	56	3.02	1.45	515
Saunders, Joe SP ANA 	Shits & Giggles	107.3	18	8	0	8	5	0	0	69	34	129	4.44	1.52	516
Wright, Jamey RP KC 	Free Agent	77.0	9	2	0	4	5	0	0	39	41	72	3.62	1.47	519
Villarreal, Oscar RP KC	Free Agent	76.3	0	0	0	2	2	1	1	58	32	75	4.24	1.40	520
Nunez, Leo RP FLA	Free Agent	43.7	6	2	0	2	4	0	0	37	10	44	3.92	1.24	521
Harden, Rich SP CHC 	Want-a-be Ghetto All Stars	25.7	4	3	0	1	2	0	0	27	11	18	2.45	1.13	525
Cameron, Kevin RP OAK	Free Agent	58.0	0	0	0	2	0	0	0	50	36	55	2.79	1.57	526
Belisle, Matt RP COL 	Free Agent	177.7	30	11	1	8	9	0	0	125	43	212	5.32	1.44	527
Lopez, Javier RP BOS	Free Agent	40.7	0	0	0	2	1	0	2	26	18	36	3.10	1.33	530
Martinez, Pedro SP PHI 	SA`s	28.0	5	2	0	3	1	0	0	32	7	33	2.57	1.43	532
Grilli, Jason RP TEX 	Free Agent	79.7	0	0	0	5	3	0	2	62	32	81	4.74	1.42	533
Littleton, Wes RP MIL	Free Agent	48.0	0	0	0	3	2	2	1	24	16	48	4.31	1.33	534
Acosta, Manny RP ATL	Free Agent	23.7	0	0	0	1	1	0	0	22	14	13	2.28	1.14	536
Albaladejo, Jonathan RP NYY	Free Agent	14.3	0	0	0	1	1	0	1	12	2	7	1.88	0.63	538
Zumaya, Joel RP DET 	Titty`s Warriors	33.7	0	0	0	2	3	1	4	27	17	23	4.28	1.19	540
Gonzalez, Mike RP ATL 	Free Agent	17.0	0	0	0	2	0	2	0	13	8	15	1.59	1.35	543
Glover, Gary RP FLA	Free Agent	77.3	0	0	0	6	5	2	2	51	27	87	4.89	1.47	544
Bootcheck, Chris RP PIT 	Free Agent	77.3	0	0	0	3	3	0	1	56	24	81	4.77	1.36	546
Brown, Andrew RP OAK	Free Agent	41.7	0	0	0	3	3	0	2	43	17	38	4.54	1.32	551
Slaten, Doug RP WAS 	Free Agent	36.3	0	0	0	3	2	0	1	28	14	41	2.72	1.51	552
Hendrickson, Mark SP BAL 	Free Agent	122.7	15	2	0	4	8	0	1	92	29	142	5.21	1.39	554
Wise, Matt RP NYM	Free Agent	53.7	0	0	0	3	2	1	1	43	17	61	4.19	1.45	555
Snyder, Kyle RP NYM	Free Agent	54.3	0	0	0	2	3	0	0	41	32	45	3.81	1.42	556
Petit, Yusmeiro SP SEA 	Free Agent	57.0	10	2	0	3	4	0	0	40	18	58	4.58	1.33	557
Thornton, Matt RP CHW	Shits & Giggles	56.3	0	0	0	4	4	2	5	55	26	59	4.79	1.51	558
Capuano, Chris SP MIL 	Free Agent	150.0	25	6	0	5	12	0	0	132	54	170	5.10	1.49	560
Slowey, Kevin SP MIN 	Floaters and Sinkers	66.7	11	4	0	4	1	0	0	47	11	82	4.72	1.40	561
Bonser, Boof SP MIN 	Free Agent	173.0	30	11	0	8	12	0	0	136	65	199	5.10	1.53	562
Smith, Joe RP CLE 	Free Agent	44.3	0	0	0	3	2	0	0	45	21	48	3.45	1.56	563
Kennedy, Ian SP NYY	Free Agent	19.0	3	2	0	1	0	0	0	15	9	13	1.89	1.16	568
