All Shortstops Projections MLB Standard Stats																	
Player	Team	AB	R	H	1B	2B	3B	HR	RBI	BB	KO	SB	CS	BA	OBP	SLG	Rank
Aviles, Mike SS KC 	Free Agent	300	40	88	63	16	3	6	33	12	47	4	2	0.2933	0.3205	0.4267	419
Uribe, Juan 2B SF 	Disco Bush Horticulturists	377	43	97	62	20	0	15	50	23	78	2	2	0.2573	0.3000	0.4297	426
Harris, Brendan 3B MIN	Free Agent	424	55	113	76	27	2	8	46	36	84	1	1	0.2665	0.3239	0.3962	456
Punto, Nick 2B MIN	Free Agent	351	50	87	66	16	4	1	30	45	65	16	6	0.2479	0.3333	0.3248	461
Hairston, Jerry SS NYY	Sofa Kings	301	50	78	50	20	2	6	34	31	43	7	4	0.2591	0.3283	0.3987	462
Lugo, Julio SS STL	Free Agent	266	35	72	50	15	4	3	28	26	43	9	4	0.2707	0.3356	0.3910	480
Valbuena, Luis 2B CLE	Free Agent	417	58	105	61	30	3	11	35	30	94	3	3	0.2518	0.3020	0.4173	482
Gonzalez, Alex SS TOR 	Free Agent	401	49	99	61	25	1	12	49	22	71	2	1	0.2469	0.2861	0.4040	485
Wilson, Jack SS SEA 	Free Agent	407	45	109	77	25	2	5	41	25	42	3	2	0.2678	0.3102	0.3759	489
Keppinger, Jeff 3B HOU	Free Agent	335	40	93	68	18	2	5	35	27	23	2	1	0.2776	0.3315	0.3881	490
Nix, Jayson 2B CHW	Free Agent	233	30	57	38	10	0	9	25	25	57	8	3	0.2446	0.3178	0.4034	506
Lowrie, Jed SS BOS 	Free Agent	250	35	65	39	18	2	6	45	31	67	2	1	0.2600	0.3416	0.4200	517
Cedeno, Ronny SS PIT 	Free Agent	396	45	95	73	12	0	10	45	20	85	5	3	0.2399	0.2764	0.3460	519
Izturis, Cesar SS BAL	Free Agent	352	35	91	73	14	3	1	25	20	26	12	4	0.2585	0.2984	0.3239	523
Crosby, Bobby 3B PIT 	Free Agent	400	45	95	59	25	2	9	46	39	71	6	3	0.2375	0.3052	0.3775	537
Infante, Omar 2B ATL	Free Agent	229	31	67	50	13	2	2	28	17	34	2	1	0.2926	0.3415	0.3930	550
Miles, Aaron 2B OAK 	Free Agent	301	38	85	68	14	1	2	22	18	31	3	1	0.2824	0.3229	0.3555	564
Everett, Adam SS DET 	Free Agent	359	45	88	60	22	2	4	45	26	55	5	2	0.2451	0.2961	0.3510	580
Frazier, Todd SS CIN	Free Agent	210	25	55	35	12	1	7	29	15	40	2	1	0.2619	0.3111	0.4286	599
Craig, Allen SS STL	Free Agent	185	25	50	32	12	1	5	27	15	45	2	2	0.2703	0.3250	0.4270	611
Amezaga, Alfredo CF FLA 	Free Agent	260	31	67	50	10	5	2	22	20	38	7	3	0.2577	0.3107	0.3577	619
Greene, Khalil SS STL 	Free Agent	225	27	55	32	14	1	8	30	18	51	3	2	0.2444	0.3004	0.4222	624
Santiago, Ramon SS DET 	Free Agent	151	23	41	29	6	2	4	20	13	28	2	1	0.2715	0.3293	0.4172	671
Vazquez, Ramon SS PIT	Free Agent	268	34	68	48	13	2	5	28	33	62	1	0	0.2537	0.3355	0.3731	688
Counsell, Craig 2B MIL 	Free Agent	252	33	65	47	14	2	2	21	34	38	3	2	0.2579	0.3462	0.3532	725
Pena, Ramiro SS NYY	Free Agent	115	17	33	25	6	1	1	10	5	20	4	1	0.2870	0.3167	0.3826	745
Cora, Alex SS NYM 	Free Agent	203	25	50	35	11	3	1	15	20	20	5	2	0.2463	0.3139	0.3448	813
Hernandez, Anderson 2B NYM	Free Agent	150	17	40	32	6	1	1	18	14	24	2	2	0.2667	0.3293	0.3400	816
Vizquel, Omar SS CHW	Free Agent	159	15	40	30	7	2	1	13	12	17	4	2	0.2516	0.3041	0.3396	867
Burke, Chris SS CIN 	Free Agent	168	19	39	24	11	1	3	15	18	30	4	2	0.2321	0.3065	0.3631	873
McDonald, John SS TOR 	Free Agent	166	20	40	28	9	1	2	15	8	23	3	2	0.2410	0.2759	0.3434	882
Ojeda, Augie 2B ARI 	Free Agent	203	27	51	39	9	2	1	15	24	22	1	0	0.2512	0.3304	0.3300	906
Gonzalez, Alberto 2B WAS	Free Agent	135	16	35	25	8	1	1	15	8	14	0	1	0.2593	0.3007	0.3556	944
Bruntlett, Eric 3B WAS 	Free Agent	104	15	24	16	7	0	1	10	11	19	3	2	0.2308	0.3043	0.3269	963
Frandsen, Kevin 2B SF	Free Agent	105	10	26	19	5	0	2	11	8	9	1	1	0.2476	0.3009	0.3524	977
Pena, Tony F. SS SF 	Free Agent	196	21	48	36	9	2	1	15	5	35	1	1	0.2449	0.2637	0.3265	988
Bynum, Freddie SS WAS	Free Agent	69	11	15	9	4	1	1	6	2	20	3	1	0.2174	0.2394	0.3478	1007
Triunfel, Carlos SS SEA	Free Agent	33	5	9	5	2	1	1	5	2	6	1	1	0.2727	0.3143	0.4848	1009
Wilson, Josh SS SEA 	Free Agent	119	12	30	21	7	1	1	9	9	25	1	1	0.2521	0.3047	0.3529	1011
Green, Nick A. SS BOS 	Free Agent	94	12	22	14	6	0	2	12	7	24	0	1	0.2340	0.2871	0.3617	1034
Greene, Tyler SS STL	Free Agent	108	9	24	17	5	0	2	7	4	32	3	0	0.2222	0.2500	0.3241	1042
Castro, Juan SS PHI 	Free Agent	148	18	34	24	7	1	2	15	8	29	0	1	0.2297	0.2692	0.3311	1057
Cruz, Luis SS MIL 	Free Agent	101	12	25	20	4	1	0	7	8	10	1	1	0.2475	0.3028	0.3069	1069
Hernandez, Luis A. SS KC 	Free Agent	74	6	18	17	1	0	0	5	4	13	2	1	0.2432	0.2821	0.2568	1091
Andino, Robert SS BAL	Free Agent	91	13	21	17	3	0	1	6	6	24	1	1	0.2308	0.2784	0.2967	1092
Rodriguez, Luis O. SS CLE 	Free Agent	151	15	36	28	6	1	1	11	17	13	0	1	0.2384	0.3155	0.3113	1127
Valdez, Wilson SS PHI 	Free Agent	67	10	16	13	2	1	0	7	6	9	0	1	0.2388	0.3014	0.2985	1130
Brignac, Reid SS TB	Blue Crew	50	6	12	7	4	1	0	3	2	12	1	1	0.2400	0.2692	0.3600	1134
Hu, Chin-lung SS LA	Free Agent	50	8	10	7	1	1	1	5	4	11	1	0	0.2000	0.2593	0.3200	1143
Beckham, Tim SS TB	Disco Bush Horticulturists	10	2	2	1	1	0	0	2	2	4	1	1	0.2000	0.3333	0.3000	1148
Sutton, Drew SS CIN	Free Agent	66	10	14	8	4	1	1	9	7	20	0	2	0.2121	0.2877	0.3485	1151
Blanco, Andres 2B CHC	Free Agent	41	5	10	7	3	0	0	4	3	5	0	1	0.2439	0.2955	0.3171	1174
Rosales, Adam 3B CIN	Free Agent	130	12	28	20	6	0	2	10	14	25	1	1	0.2154	0.2917	0.3077	1193
Hollimon, Michael SS DET 	Free Agent	12	2	3	2	1	0	0	1	0	3	0	0	0.2500	0.2500	0.3333	1204
Lillibridge, Brent 2B CHW	Free Agent	88	9	16	12	4	0	0	6	8	24	4	2	0.1818	0.2500	0.2273	1235
Quintanilla, Omar 2B COL	Free Agent	113	14	25	16	8	0	1	7	9	29	0	0	0.2212	0.2787	0.3186	1240
Manzella, Tommy SS HOU	Free Agent	5	0	1	1	0	0	0	0	0	4	0	0	0.2000	0.2000	0.2000	1251
Dlugach, Brent SS DET	Free Agent	3	1	0	0	0	0	0	0	0	2	0	0	0.0000	0.0000	0.0000	1262
Janish, Paul SS CIN	Free Agent	168	20	34	21	12	0	1	11	16	29	1	0	0.2024	0.2717	0.2917	1311
Bixler, Brian SS PIT	Free Agent	76	10	14	10	4	0	0	2	4	31	1	0	0.1842	0.2250	0.2368	1318
Gonzalez, Andy SS FLA 	Free Agent	75	7	14	11	2	0	1	4	10	23	0	2	0.1867	0.2824	0.2533	1322
Hernandez, Diory SS ATL	Free Agent	85	6	12	8	3	0	1	6	6	22	0	1	0.1412	0.1978	0.2118	1366
Galvis, Freddy SS PHI 	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1396
Martinez, Ramon E. SS NYM 	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1397
Benjamin, Casey SS TEX	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1408
Gil, Jerry SS CIN	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1413
Fernando, Osvaldo SS HOU	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1423
Statia, Hainley SS ANA	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1430
Dominguez, Jeffrey SS SEA	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1445
Marseco, Michael SS MIL	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1453
Soto, Neftali SS CIN	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1459
Romine, Andrew SS ANA	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1462
Soto, Luis SS BOS	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1474
Bruce, Derek SS ARI	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1475
Kiger, Mark SS SEA	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1480
Guzman, Javier SS ATL	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1507
Ringe, Craig SS TEX	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1515
Cozart, Zachary SS CIN	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1525
Finegan, Brian SS CLE	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1533
Septimo, Abad SS FLA	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1559
Sutil, Wladimir SS HOU	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1560
Fahey, Brandon SS TOR	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1568
Bannon, Jeff SS TB	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1578
Colvin, Brooks SS DET	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1579
Noriega, Gabriel SS SEA	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1584
Schaeffer, Warren SS COL	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1605
Martinez, Michael G. SS WAS	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1608
Hallberg, Marcus SS ARI	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1615
Webb, Trey SS SF	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1634
Bocock, Brian SS TOR 	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1641
Eigsti, Jacob SS NYM	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1645
Henry, Sean SS CIN	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1658
Made, Hector SS NYY	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1660
Ibarra, Walter SS NYY	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1666
Myers, Michael SS CHW	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1669
Rohan, James SS LA	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1675
Reynolds, Tila SS ARI	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1679
Flores, Wilmer SS NYM	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1686
Olmedo, Ray SS TEX 	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1688
Dragicevich, Scott SS TOR	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1692
Hitchcox, Brian SS PHI	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1694
Ahrens, Kevin SS TOR	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1703
Gomez, Hector SS COL	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1706
Lopez, Pedro M. SS PIT	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1710
Negron, Kristopher SS CIN	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1728
Lambin, Chase SS FLA	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1729
Friday, Brian SS PIT	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1732
Deschaine, James SS PHI	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1764
Estrada, Robi SS TB	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1784
Affronti, Michael SS OAK	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1793
De La Cruz, Christopher SS CLE	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1799
Bryan, Luis SS FLA	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1801
Ramos, Kevin SS ANA	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1802
Gonzalez, Daniel SS PHI	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1806
Ciriaco, Pedro SS ARI	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1820
Raburn, Johnny SS TB	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1824
Berroa, Angel M. SS LA 	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1838
Espinosa, Daniel SS WAS	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1848
Gardenhire, Toby SS MIN	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1863
Castro, Jose H. SS CIN	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1872
Bautista, Rayner R. SS DET	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1893
Lucas, Edward SS KC	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1897
Rozema, Michael SS ATL	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1904
Giarratano, Tony SS DET	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1922
DeJesus, Ivan SS LA	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1923
De Renne, Keoni SS BOS	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1931
Pavkovich, Adam SS ANA	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1938
Gomez, Francis SS OAK	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1943
Osuna, Renny SS TEX	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1947
Iglesias, Jose SS BOS	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1953
Alvarez, Gerardo SS BAL	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1955
Monzon, Erick SS SEA	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1967
Contreras, Anthony SS SD	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1975
Cates, Chris SS MIN	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1986
Leahy, Ryan SS ANA	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1991
Joseph, Onil SS KC	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1994
Ciriaco, Juan SS SF	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2007
Portes, Juan SS MIN 	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2020
Gutierrez, Christopher SS TOR	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2025
Boyer, Kyle SS CHC	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2028
Rivera, Juan A. SS LA	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2030
Tejada, Ruben SS NYM	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2060
Tweedy, Jason SS TB	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2061
Timmons, Wes SS ATL	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2076
Rojas, Ricardo SS CLE	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2089
Wayment, Kory SS OAK	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2117
Romero, Niuman SS CLE	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2124
Mount, Ryan SS ANA	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2138
Rivero, Carlos SS CLE	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2139
Rivera, Luis A. SS NYM	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2163
Marte, Victor SS CHW	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2174
Ciriaco, Audy SS DET	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2175
Mendez, Victor SS NYM	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2182
Cannizaro, Andy SS CHW	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2183
Mercer, Jordy SS PIT	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2186
Martinez, Jose G. SS STL	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2192
Tejeda, Ferdin SS NYY	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2200
Armstrong, Jason SS TOR	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2204
Merchan, Jesus SS CLE	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2205
Alvarez, Victor R. SS PIT	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2209
Luna, Omar SS TB	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2210
Chaves, Brandon SS CLE	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2216
Harbin, Taylor SS ARI	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2234
Boran, Pat SS BOS	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2257
Ciofrone, Peter SS SD	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2262
Simokaitis, Joseph SS CHC	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2304
Ortiz, Wilberto SS ANA	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2309
Torres, Eider SS CHW	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2317
Oxendine, Matthew SS ARI	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2360
Ott, Louis SS DET	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2361
Mattingly, Preston SS LA	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2369
Matulia, Matt SS CHC	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2385
Johnston, Dylan SS CHC	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2390
Vargas, Hancer SS CHW	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2396
Diaz, Argenis SS PIT	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2397
Chavez, Ozzie SS PHI 	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2404
Mayorson, Manny SS FLA	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2405
Brewer, Brent SS MIL	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2430
Santos, Sergio J. SS CHW	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2439
Navarro, Reynaldo SS ARI	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2450
Edlefsen, Steven SS SF	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2465
Klosterman, Ryan SS FLA	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2469
Tolleson, Steve SS MIN	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2470
De Los Santos, Estarlin SS MIN	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2502
