All Players 2008 MLB Standard Stats																	
Player	Team	AB	R	H	1B	2B	3B	HR	RBI	BB	KO	SB	CS	BA	OBP	SLG	Rank
Cameron, Mike CF MIL 	Free Agent	444	69	108	56	25	2	25	70	54	142	17	5	0.2432	0.3314	0.4775	158
Thome, Jim DH LA 	Free Agent	503	93	123	61	28	0	34	90	91	147	1	0	0.2445	0.3621	0.5030	161
Tejada, Miguel SS HOU 	Titty`s Warriors	632	92	179	125	38	3	13	66	24	72	7	7	0.2832	0.3143	0.4146	162
Figgins, Chone 3B ANA 	Shits & Giggles	453	72	125	109	14	1	1	22	62	80	34	13	0.2759	0.3668	0.3179	164
Young, Chris B. CF ARI	Free Agent	625	85	155	84	42	7	22	85	62	165	14	5	0.2480	0.3146	0.4432	165
Schumaker, Skip 2B STL	Free Agent	540	87	163	128	22	5	8	46	47	60	8	2	0.3019	0.3593	0.4056	168
Pena, Carlos 1B TB 	Floaters and Sinkers	490	76	121	64	24	2	31	102	96	166	1	1	0.2469	0.3773	0.4939	172
Span, Denard RF MIN	User Abuser	347	70	102	73	16	7	6	47	50	60	18	7	0.2939	0.3871	0.4323	173
Choo, Shin-Soo RF CLE 	SA`s	317	68	98	53	28	3	14	66	44	78	4	3	0.3091	0.3973	0.5489	174
Giambi, Jason 1B COL 	Free Agent	458	68	113	61	19	1	32	96	76	111	2	1	0.2467	0.3735	0.5022	179
Blake, Casey 3B LA	Shits & Giggles	536	71	147	89	36	1	21	81	49	120	3	0	0.2743	0.3450	0.4627	180
LaRoche, Adam 1B ATL 	Blue Crew	492	66	133	73	32	3	25	85	54	122	1	1	0.2703	0.3412	0.5000	184
Drew, J.D. RF BOS	Free Agent	368	79	103	57	23	4	19	64	79	80	4	1	0.2799	0.4079	0.5190	187
Molina, Bengie C SF	Free Agent	530	46	155	106	33	0	16	95	19	38	0	0	0.2925	0.3216	0.4453	189
Ortiz, David DH BOS	Titty`s Warriors	416	74	110	56	30	1	23	89	70	74	1	0	0.2644	0.3694	0.5072	191
Jacobs, Mike DH KC	Free Agent	477	67	118	57	27	2	32	93	36	119	1	0	0.2474	0.2987	0.5136	192
Burrell, Pat DH TB	Free Agent	536	74	134	65	33	3	33	86	102	136	0	0	0.2500	0.3674	0.5075	193
Matsui, Kazuo 2B HOU	Free Agent	375	58	110	75	26	3	6	33	37	53	20	5	0.2933	0.3542	0.4267	196
Wigginton, Ty 3B BAL	Free Agent	386	50	110	64	22	1	23	58	32	69	4	6	0.2850	0.3497	0.5259	198
Byrd, Marlon CF TEX 	Free Agent	403	70	120	78	28	4	10	53	46	62	7	2	0.2978	0.3804	0.4615	202
Hairston, Jerry SS NYY 	Sofa Kings	261	47	85	57	20	2	6	36	23	36	15	3	0.3257	0.3841	0.4866	204
Murphy, David RF TEX	SA`s	415	64	114	68	28	3	15	74	31	70	7	2	0.2747	0.3208	0.4651	205
Crisp, Coco CF KC 	Free Agent	361	55	102	74	18	3	7	41	35	59	20	7	0.2825	0.3441	0.4072	206
Guillen, Jose RF KC 	Free Agent	598	66	158	95	42	1	20	97	23	106	2	1	0.2642	0.3002	0.4381	207
Ankiel, Rick CF STL 	Whiteness	413	65	109	61	21	2	25	71	42	100	2	1	0.2639	0.3369	0.5061	208
Kubel, Jason LF MIN	Sofa Kings	463	74	126	79	22	5	20	78	47	91	0	1	0.2721	0.3346	0.4708	210
Guillen, Carlos LF DET	Free Agent	420	68	120	79	29	2	10	54	60	67	9	3	0.2857	0.3758	0.4357	212
Ross, Cody CF FLA	User Abuser	461	59	120	64	29	5	22	73	33	116	6	1	0.2603	0.3162	0.4881	213
Barmes, Clint 2B COL	Whiteness	393	47	114	72	25	6	11	44	17	69	13	4	0.2901	0.3220	0.4682	215
Bourn, Michael CF HOU	Floaters and Sinkers	467	57	107	88	10	4	5	29	37	111	41	10	0.2291	0.2880	0.2998	218
Kouzmanoff, Kevin 3B SD	Free Agent	624	71	162	104	31	4	23	84	23	139	0	0	0.2596	0.2994	0.4327	223
Lowell, Mike 3B BOS	Shits & Giggles	419	58	115	71	27	0	17	73	38	61	2	2	0.2745	0.3376	0.4606	225
Gordon, Alex 3B KC	Sofa Kings	493	72	128	76	35	1	16	59	66	120	9	2	0.2596	0.3509	0.4320	227
Escobar, Yunel SS ATL	Grape Apes	514	71	148	112	24	2	10	60	59	62	2	5	0.2879	0.3655	0.4008	229
Bartlett, Jason SS TB	Floaters and Sinkers	454	48	130	101	25	3	1	37	22	69	20	6	0.2863	0.3292	0.3612	231
Hinske, Eric RF NYY 	Free Agent	381	59	94	52	21	1	20	60	47	88	10	3	0.2467	0.3333	0.4646	232
Garko, Ryan 1B SF	Free Agent	495	61	135	99	21	1	14	90	45	86	0	0	0.2727	0.3464	0.4040	233
Encarnacion, Edwin 3B TOR 	Free Agent	506	75	127	71	29	1	26	68	61	102	1	0	0.2510	0.3402	0.4664	234
Weeks, Rickie 2B MIL 	Blue Crew	475	89	111	68	22	7	14	46	66	115	19	5	0.2337	0.3417	0.3979	235
Cust, Jack LF OAK	Free Agent	481	77	111	59	19	0	33	77	111	197	0	0	0.2308	0.3746	0.4761	237
Gerut, Jody CF MIL	Free Agent	328	46	97	64	15	4	14	43	28	52	6	4	0.2957	0.3511	0.4939	238
Napoli, Mike C ANA	Disco Bush Horticulturists	227	39	62	32	9	1	20	49	35	70	7	3	0.2731	0.3736	0.5859	240
Kotchman, Casey 1B BOS	Free Agent	525	65	143	100	28	1	14	74	36	39	2	1	0.2724	0.3281	0.4095	241
Scott, Luke LF BAL 	Free Agent	475	67	122	68	29	2	23	65	53	102	2	2	0.2568	0.3358	0.4716	242
Cano, Robinson 2B NYY	Want-a-be Ghetto All Stars	597	70	162	110	35	3	14	72	26	65	2	4	0.2714	0.3049	0.4104	243
Fukudome, Kosuke RF CHC	Free Agent	501	79	129	91	25	3	10	58	81	104	12	4	0.2575	0.3588	0.3792	244
Iwamura, Akinori 2B PIT 	Free Agent	627	91	172	127	30	9	6	48	70	131	8	6	0.2743	0.3494	0.3796	246
Overbay, Lyle 1B TOR	Free Agent	544	74	147	98	32	2	15	69	74	116	1	2	0.2702	0.3578	0.4191	248
Pierzynski, A.J. C CHW	Titty`s Warriors	534	66	150	105	31	1	13	60	19	71	1	0	0.2809	0.3122	0.4157	251
Dukes, Elijah RF WAS	Free Agent	276	48	73	42	16	2	13	44	50	79	13	4	0.2645	0.3862	0.4783	253
Hudson, Orlando 2B LA 	Free Agent	407	54	124	84	29	3	8	41	40	62	4	1	0.3047	0.3673	0.4496	254
Jones, Adam CF BAL 	User Abuser	477	61	129	92	21	7	9	57	23	108	10	3	0.2704	0.3105	0.4004	255
Davis, Chris 1B TEX	Evil Empire	295	51	84	42	23	2	17	55	20	88	1	2	0.2847	0.3312	0.5492	259
Johnson, Reed CF CHC 	Free Agent	333	52	101	74	21	0	6	50	19	68	5	6	0.3033	0.3577	0.4204	262
Kendrick, Howie 2B ANA	Blue Crew	340	43	104	73	26	2	3	37	12	58	11	4	0.3059	0.3333	0.4206	263
Lopez, Felipe 2B MIL 	Blue Crew	481	64	136	100	28	2	6	46	43	82	8	8	0.2827	0.3434	0.3867	264
Shoppach, Kelly C CLE 	Whiteness	352	67	92	44	27	0	21	55	36	133	0	0	0.2614	0.3475	0.5170	265
Bruce, Jay RF CIN	SA`s	413	63	105	66	17	1	21	52	33	110	4	6	0.2542	0.3142	0.4528	266
Renteria, Edgar SS SF 	Free Agent	503	69	136	102	22	2	10	55	37	64	6	3	0.2704	0.3174	0.3817	267
Francisco, Ben LF PHI	Free Agent	447	65	119	72	32	0	15	54	40	86	4	3	0.2662	0.3320	0.4385	269
Rowand, Aaron CF SF	Free Agent	549	57	149	99	37	0	13	70	44	126	2	4	0.2714	0.3388	0.4098	270
Scutaro, Marco SS TOR 	Sofa Kings	517	76	138	107	23	1	7	60	57	65	7	2	0.2669	0.3413	0.3559	271
Hermida, Jeremy RF BOS 	Free Agent	502	74	125	83	22	3	17	61	48	138	6	1	0.2490	0.3226	0.4064	272
Harris, Willie LF WAS	Free Agent	367	58	92	61	14	4	13	43	50	66	13	3	0.2507	0.3444	0.4169	273
Sweeney, Ryan RF OAK 	Free Agent	384	53	110	85	18	2	5	45	38	67	9	1	0.2865	0.3503	0.3828	274
Casilla, Alexi 2B MIN	Free Agent	385	58	108	86	15	0	7	50	31	45	7	2	0.2805	0.3325	0.3740	275
Zimmerman, Ryan 3B WAS	Floaters and Sinkers	428	51	121	82	24	1	14	51	31	71	1	1	0.2827	0.3326	0.4416	277
Iannetta, Chris C COL	Want-a-be Ghetto All Stars	333	50	88	46	22	2	18	65	56	92	0	0	0.2643	0.3901	0.5045	281
Molina, Yadier C STL	Floaters and Sinkers	444	37	135	110	18	0	7	56	32	29	0	2	0.3041	0.3485	0.3919	282
Miles, Aaron 2B CHC	Free Agent	379	49	120	99	15	2	4	31	23	37	3	3	0.3166	0.3548	0.3984	283
Izturis, Cesar SS BAL	Free Agent	414	50	109	95	10	3	1	24	29	26	24	6	0.2633	0.3193	0.3092	284
Betancourt, Yuniesky SS KC	Free Agent	559	66	156	110	36	3	7	51	17	42	4	4	0.2791	0.2997	0.3918	285
Davis, Rajai CF OAK	Evil Empire	214	30	52	40	5	4	3	19	8	40	29	6	0.2430	0.2723	0.3458	287
Inglett, Joe LF TOR	Free Agent	344	45	102	77	15	7	3	39	28	43	9	2	0.2965	0.3554	0.4070	288
Spilborghs, Ryan RF COL	Free Agent	233	38	73	51	14	2	6	36	38	41	7	4	0.3133	0.4073	0.4678	290
Tatis, Fernando LF NYM 	Free Agent	273	33	81	53	16	1	11	47	29	59	3	0	0.2967	0.3693	0.4835	293
Punto, Nick 2B MIN	Free Agent	338	43	96	71	19	4	2	28	32	57	15	6	0.2840	0.3441	0.3817	294
Thames, Marcus LF DET 	Free Agent	316	50	76	39	12	0	25	56	24	95	0	3	0.2405	0.2924	0.5158	295
Church, Ryan RF ATL	Free Agent	319	54	88	61	14	1	12	49	33	83	2	3	0.2759	0.3464	0.4389	297
Baker, Jeff 2B CHC	Free Agent	299	55	80	45	22	1	12	48	26	85	4	0	0.2676	0.3223	0.4682	298
Griffey, Ken DH SEA 	Free Agent	490	67	122	73	30	1	18	71	78	89	0	1	0.2490	0.3530	0.4245	301
Teahen, Mark 3B CHW 	Free Agent	572	66	146	96	31	4	15	59	46	131	4	3	0.2552	0.3130	0.4021	302
Navarro, Dioner C TB 	SA`s	427	43	126	92	27	0	7	54	34	49	0	4	0.2951	0.3490	0.4075	303
Konerko, Paul 1B CHW	Titty`s Warriors	438	59	105	63	19	1	22	62	65	80	2	0	0.2397	0.3444	0.4384	305
Rodriguez, Ivan C TEX 	Grape Apes	398	44	110	80	20	3	7	35	23	67	10	1	0.2764	0.3192	0.3945	306
Fontenot, Mike 2B CHC	Free Agent	243	42	74	42	22	1	9	40	34	51	2	0	0.3045	0.3950	0.5144	307
Belliard, Ronnie 2B LA 	Free Agent	296	37	85	52	22	0	11	46	37	58	3	2	0.2872	0.3720	0.4730	308
Furcal, Rafael SS LA	Free Agent	143	34	51	32	12	2	5	16	20	17	8	3	0.3566	0.4390	0.5734	309
Swisher, Nick CF NYY 	Free Agent	497	86	109	63	21	1	24	69	82	135	3	3	0.2193	0.3322	0.4105	311
Rolen, Scott 3B CIN	User Abuser	408	58	107	63	30	3	11	50	46	71	5	0	0.2623	0.3490	0.4314	314
Sanchez, Freddy 2B SF 	Whiteness	569	75	154	117	26	2	9	52	21	63	0	1	0.2707	0.2983	0.3708	316
Matsui, Hideki DH NYY 	Free Agent	337	43	99	73	17	0	9	45	38	47	0	0	0.2938	0.3704	0.4243	320
Willingham, Josh LF WAS	Free Agent	351	54	89	48	21	5	15	51	48	82	3	2	0.2536	0.3639	0.4701	322
Kapler, Gabe CF TB 	Free Agent	229	36	69	42	17	2	8	38	13	39	3	1	0.3013	0.3402	0.4978	325
Sheffield, Gary LF NYM 	Free Agent	418	52	94	59	16	0	19	57	58	83	9	2	0.2249	0.3257	0.3995	326
Dobbs, Greg 3B PHI 	Free Agent	226	30	68	44	14	1	9	40	11	40	3	1	0.3009	0.3333	0.4912	327
Butler, Billy 1B KC	Whiteness	443	44	122	89	22	0	11	55	33	57	0	1	0.2754	0.3243	0.3995	330
Aurilia, Rich 1B SF 	Free Agent	407	33	115	83	21	1	10	52	30	56	1	1	0.2826	0.3318	0.4128	332
Lind, Adam LF TOR	Sofa Kings	326	48	92	63	16	4	9	40	16	59	2	0	0.2822	0.3161	0.4387	333
Suzuki, Kurt C OAK	Evil Empire	530	54	148	115	25	1	7	42	44	69	2	3	0.2792	0.3464	0.3698	336
Hernandez, Ramon C CIN 	Evil Empire	463	49	119	81	22	1	15	65	32	62	0	0	0.2570	0.3083	0.4060	337
Aybar, Erick SS ANA	SA`s	346	53	96	70	18	5	3	39	14	45	7	2	0.2775	0.3142	0.3844	339
Blalock, Hank 1B TEX 	Whiteness	258	37	74	42	19	1	12	38	19	40	1	0	0.2868	0.3381	0.5078	340
Gathright, Joey CF BOS 	Free Agent	279	41	71	67	3	1	0	22	20	40	21	4	0.2545	0.3115	0.2724	341
Izturis, Maicer 2B ANA	Free Agent	290	44	78	59	14	2	3	37	26	27	11	2	0.2690	0.3292	0.3621	343
Millar, Kevin 1B TOR 	Free Agent	531	73	124	79	25	0	20	72	71	93	0	1	0.2335	0.3230	0.3936	344
Ellis, Mark 2B OAK	Free Agent	442	55	103	68	20	3	12	41	53	65	14	2	0.2330	0.3207	0.3733	350
Carroll, Jamey 2B CLE 	Free Agent	347	60	96	78	13	4	1	36	34	65	7	3	0.2767	0.3546	0.3458	352
Prado, Martin 2B ATL	User Abuser	228	36	73	49	18	4	2	33	21	29	3	1	0.3202	0.3770	0.4605	353
DeWitt, Blake 3B LA	Free Agent	368	45	97	73	13	2	9	52	45	68	3	0	0.2636	0.3444	0.3832	356
Castillo, Luis 2B NYM	Sofa Kings	298	46	73	62	7	1	3	28	50	35	17	2	0.2450	0.3551	0.3054	357
Laird, Gerald C DET	Free Agent	344	54	95	65	24	0	6	41	23	63	2	4	0.2762	0.3289	0.3983	360
Kotsay, Mark CF CHW 	Free Agent	402	45	111	76	25	4	6	49	32	45	2	4	0.2761	0.3287	0.4030	361
Burriss, Emmanuel 2B SF 	Free Agent	240	37	68	60	6	1	1	18	23	24	13	5	0.2833	0.3569	0.3292	365
Brown, Emil LF NYM	Free Agent	402	48	98	69	14	2	13	59	27	65	4	2	0.2438	0.2968	0.3856	366
Crede, Joe 3B MIN 	Free Agent	335	41	83	47	18	1	17	55	30	45	0	3	0.2478	0.3137	0.4597	367
