All Players 2009 MLB Standard Stats																	
Player	Team	AB	R	H	1B	2B	3B	HR	RBI	BB	KO	SB	CS	BA	OBP	SLG	Rank
Figgins, Chone 3B ANA 	Shits & Giggles	615	114	183	141	30	7	5	54	101	114	42	17	0.2976	0.3953	0.3935	35
Teixeira, Mark 1B NYY 	Shits & Giggles	609	103	178	93	43	3	39	122	81	114	2	0	0.2923	0.3833	0.5649	36
Cano, Robinson 2B NYY	Want-a-be Ghetto All Stars	637	103	204	129	48	2	25	85	30	63	5	7	0.3203	0.3516	0.5196	37
Upton, Justin RF ARI	Disco Bush Horticulturists	526	84	158	95	30	7	26	86	55	137	20	5	0.3004	0.3663	0.5323	38
Werth, Jayson RF PHI 	Grape Apes	571	98	153	90	26	1	36	99	91	156	20	3	0.2680	0.3728	0.5061	39
Lind, Adam LF TOR	Sofa Kings	587	93	179	98	46	0	35	114	58	110	1	1	0.3049	0.3700	0.5622	40
Sandoval, Pablo 3B SF	Shits & Giggles	572	79	189	115	44	5	25	90	52	83	5	5	0.3304	0.3870	0.5559	41
Roberts, Brian 2B BAL	Evil Empire	632	110	179	106	56	1	16	79	74	112	30	7	0.2832	0.3561	0.4509	42
Zobrist, Ben 2B TB 	Grape Apes	501	91	149	87	28	7	27	91	91	104	17	6	0.2974	0.4047	0.5429	43
Lee, Derrek 1B CHC	Disco Bush Horticulturists	532	91	163	90	36	2	35	111	76	109	1	0	0.3064	0.3935	0.5789	45
Bay, Jason LF BOS 	Want-a-be Ghetto All Stars	531	103	142	74	29	3	36	119	94	162	13	3	0.2674	0.3840	0.5367	46
Morales, Kendry 1B ANA 	Grape Apes	566	86	173	94	43	2	34	108	46	117	3	7	0.3057	0.3553	0.5689	47
Hill, Aaron 2B TOR	Want-a-be Ghetto All Stars	682	103	195	122	37	0	36	108	42	98	6	2	0.2859	0.3302	0.4985	48
Choo, Shin-Soo RF CLE 	SA`s	583	87	175	111	38	6	20	86	78	151	21	2	0.3002	0.3942	0.4889	49
Kinsler, Ian 2B TEX	Free Agent	566	101	143	76	32	4	31	86	59	77	31	5	0.2527	0.3265	0.4876	52
Longoria, Evan 3B TB	Grape Apes	584	100	164	87	44	0	33	113	72	140	9	0	0.2808	0.3636	0.5257	57
Zimmerman, Ryan 3B WAS	Floaters and Sinkers	610	110	178	105	37	3	33	106	72	119	2	0	0.2918	0.3636	0.5246	60
Wright, David 3B NYM	Disco Bush Horticulturists	535	88	164	112	39	3	10	72	74	140	27	9	0.3065	0.3900	0.4467	61
Youkilis, Kevin 1B BOS	Free Agent	491	99	150	86	36	1	27	94	77	125	7	2	0.3055	0.4133	0.5479	62
Pedroia, Dustin 2B BOS 	SA`s	626	115	185	121	48	1	15	72	74	45	20	8	0.2955	0.3713	0.4473	63
Span, Denard RF MIN	User Abuser	578	97	180	146	16	10	8	68	70	89	23	10	0.3114	0.3916	0.4152	64
Rodriguez, Alex 3B NYY 	Sofa Kings	444	78	127	79	17	1	30	100	80	97	14	2	0.2860	0.4019	0.5315	67
Morgan, Nyjer LF WAS 	User Abuser	469	74	144	119	15	7	3	39	40	74	42	17	0.3070	0.3690	0.3881	68
Hunter, Torii CF ANA	Disco Bush Horticulturists	451	74	135	86	26	1	22	90	47	92	18	4	0.2993	0.3656	0.5078	69
Phillips, Brandon 2B CIN	Grape Apes	584	78	161	106	30	5	20	98	44	75	25	9	0.2757	0.3287	0.4469	72
Votto, Joey 1B CIN	Grape Apes	469	82	151	87	38	1	25	84	70	106	4	1	0.3220	0.4136	0.5672	75
Young, Michael 3B TEX	Floaters and Sinkers	541	76	174	114	36	2	22	68	47	90	8	3	0.3216	0.3744	0.5176	77
Davis, Rajai CF OAK	Evil Empire	390	65	119	84	27	5	3	48	29	70	41	12	0.3051	0.3605	0.4231	78
Victorino, Shane CF PHI 	Want-a-be Ghetto All Stars	620	102	181	119	39	13	10	62	60	71	25	8	0.2919	0.3580	0.4452	80
Gonzalez, Adrian 1B SD 	Blue Crew	552	90	153	84	27	2	40	99	119	109	1	1	0.2772	0.4074	0.5507	81
Martinez, Victor C BOS 	Want-a-be Ghetto All Stars	588	88	178	121	33	1	23	108	75	74	1	0	0.3027	0.3810	0.4796	82
Damon, Johnny LF NYY 	Titty`s Warriors	550	107	155	92	36	3	24	82	71	98	12	0	0.2818	0.3654	0.4891	83
Lee, Carlos N. LF HOU	Sofa Kings	610	65	183	121	35	1	26	102	41	51	5	3	0.3000	0.3429	0.4885	84
Podsednik, Scott CF CHW 	Titty`s Warriors	537	75	163	125	25	6	7	48	39	74	30	13	0.3035	0.3528	0.4115	86
Cruz, Nelson R. RF TEX	Evil Empire	462	75	120	65	21	1	33	76	49	118	20	4	0.2597	0.3320	0.5238	87
Cuddyer, Michael RF MIN 	Titty`s Warriors	588	93	162	89	34	7	32	94	54	118	6	1	0.2755	0.3415	0.5204	90
Rollins, Jimmy SS PHI	Evil Empire	672	100	168	99	43	5	21	77	44	70	31	8	0.2500	0.2960	0.4226	91
Ethier, Andre RF LA	Grape Apes	596	92	162	86	42	3	31	106	72	116	6	4	0.2718	0.3606	0.5084	92
Kubel, Jason LF MIN	Sofa Kings	514	73	154	89	35	2	28	103	56	106	1	1	0.2996	0.3685	0.5389	93
Tejada, Miguel SS HOU 	Titty`s Warriors	635	83	199	138	46	1	14	86	19	48	5	2	0.3134	0.3403	0.4551	94
Markakis, Nick RF BAL	Shits & Giggles	642	94	188	123	45	2	18	101	56	98	6	2	0.2928	0.3474	0.4533	95
Ibanez, Raul LF PHI 	Disco Bush Horticulturists	500	93	136	67	32	3	34	93	56	119	4	0	0.2720	0.3469	0.5520	98
Helton, Todd 1B COL	SA`s	544	79	177	121	38	3	15	86	89	73	0	1	0.3254	0.4155	0.4890	99
Pence, Hunter RF HOU	Grape Apes	585	76	165	109	26	5	25	72	58	109	14	11	0.2821	0.3462	0.4718	100
Dunn, Adam LF WAS	Whiteness	546	81	146	79	29	0	38	105	116	177	0	1	0.2674	0.3982	0.5293	103
Butler, Billy 1B KC	Whiteness	608	78	183	110	51	1	21	93	58	103	1	0	0.3010	0.3616	0.4918	104
Cabrera, Asdrubal SS CLE	Shits & Giggles	523	81	161	109	42	4	6	68	44	89	17	4	0.3078	0.3608	0.4379	105
Gutierrez, Franklin RF SEA	SA`s	565	85	160	117	24	1	18	70	46	122	16	5	0.2832	0.3393	0.4248	106
Granderson, Curtis CF DET	Want-a-be Ghetto All Stars	631	91	157	96	23	8	30	71	72	141	20	6	0.2488	0.3267	0.4532	108
Upton, B.J. CF TB	Shits & Giggles	560	79	135	87	33	4	11	55	57	152	42	14	0.2411	0.3130	0.3732	110
Morneau, Justin 1B MIN 	Floaters and Sinkers	508	85	139	77	31	1	30	100	72	86	0	0	0.2736	0.3627	0.5157	112
McCutchen, Andrew OF PIT 	Blue Crew	433	74	124	77	26	9	12	54	54	83	22	5	0.2864	0.3651	0.4711	115
Kennedy, Adam 2B OAK 	Want-a-be Ghetto All Stars	529	65	153	112	29	1	11	63	45	86	20	6	0.2892	0.3477	0.4102	116
Coghlan, Chris LF FLA 	SA`s	504	84	162	116	31	6	9	47	53	77	8	5	0.3214	0.3897	0.4603	117
Escobar, Yunel SS ATL	Grape Apes	528	89	158	116	26	2	14	76	57	62	5	4	0.2992	0.3769	0.4356	118
Byrd, Marlon CF TEX 	Free Agent	547	66	155	90	43	2	20	89	32	98	8	4	0.2834	0.3289	0.4790	119
Lopez, Felipe 2B MIL 	Blue Crew	604	88	187	137	38	3	9	57	71	100	6	6	0.3096	0.3829	0.4272	120
Scutaro, Marco SS TOR 	Sofa Kings	574	100	162	114	35	1	12	60	90	75	14	5	0.2822	0.3793	0.4094	121
McLouth, Nate CF ATL	Disco Bush Horticulturists	507	86	130	81	27	2	20	70	68	99	19	6	0.2564	0.3520	0.4359	123
Aybar, Erick SS ANA	SA`s	504	70	157	120	23	9	5	58	30	54	14	7	0.3115	0.3529	0.4226	125
Rivera, Juan L. LF ANA	Floaters and Sinkers	529	72	152	102	24	1	25	88	36	57	0	1	0.2873	0.3322	0.4783	126
Hawpe, Brad RF COL	Blue Crew	501	82	143	75	42	3	23	86	79	145	1	3	0.2854	0.3844	0.5190	127
Berkman, Lance 1B HOU	Evil Empire	460	73	126	69	31	1	25	80	97	98	7	4	0.2739	0.3986	0.5087	128
Theriot, Ryan SS CHC	Disco Bush Horticulturists	602	81	171	139	20	5	7	54	51	93	21	10	0.2841	0.3434	0.3688	129
Konerko, Paul 1B CHW	Titty`s Warriors	546	75	151	92	30	1	28	88	58	89	1	0	0.2766	0.3527	0.4890	130
Pierre, Juan LF LA	Free Agent	380	57	117	93	16	8	0	31	27	27	30	12	0.3079	0.3654	0.3921	132
Jones, Adam CF BAL 	User Abuser	473	83	131	87	22	3	19	70	36	93	10	4	0.2770	0.3353	0.4567	133
Cabrera, Orlando SS MIN 	SA`s	656	83	186	138	36	3	9	77	36	71	13	4	0.2835	0.3162	0.3887	134
Diaz, Matt LF ATL 	Free Agent	371	56	116	81	18	4	13	58	35	90	12	5	0.3127	0.3905	0.4879	135
Cantu, Jorge 1B FLA	Sofa Kings	585	67	169	111	42	0	16	100	47	81	3	1	0.2889	0.3453	0.4427	137
Andrus, Elvis SS TEX 	Free Agent	480	72	128	97	17	8	6	40	40	77	33	6	0.2667	0.3289	0.3729	139
LaRoche, Adam 1B ATL 	Blue Crew	555	78	154	89	38	2	25	83	69	142	2	2	0.2775	0.3545	0.4883	140
Lopez, Jose 2B SEA	Floaters and Sinkers	613	69	167	100	42	0	25	96	24	69	3	3	0.2724	0.3031	0.4633	143
Ross, Cody CF FLA	User Abuser	559	73	151	89	37	1	24	90	34	122	5	2	0.2701	0.3212	0.4687	145
McCann, Brian C ATL	Sofa Kings	488	63	137	80	35	1	21	94	49	83	4	1	0.2807	0.3485	0.4857	146
Pena, Carlos 1B TB 	Floaters and Sinkers	471	91	107	41	25	2	39	100	87	163	3	3	0.2272	0.3561	0.5372	147
Izturis, Maicer 2B ANA	Free Agent	387	74	116	83	22	3	8	65	35	41	13	5	0.2997	0.3594	0.4341	148
Ramirez, Alexei SS CHW	Want-a-be Ghetto All Stars	542	71	150	120	14	1	15	68	49	66	14	5	0.2768	0.3333	0.3893	151
Castillo, Luis 2B NYM	Sofa Kings	486	77	147	131	12	3	1	40	69	58	20	6	0.3025	0.3868	0.3457	152
Rolen, Scott 3B CIN	User Abuser	475	76	145	97	36	1	11	67	45	62	5	4	0.3053	0.3682	0.4547	153
Drew, J.D. RF BOS	Free Agent	452	84	126	68	30	4	24	68	82	109	2	6	0.2788	0.3922	0.5221	158
Matsui, Hideki DH NYY 	Free Agent	456	62	125	75	21	1	28	90	64	75	0	1	0.2741	0.3669	0.5088	159
Loney, James 1B LA	Want-a-be Ghetto All Stars	576	73	162	122	25	2	13	90	70	68	7	3	0.2812	0.3569	0.3993	160
Callaspo, Alberto 2B KC	Free Agent	576	79	173	113	41	8	11	73	52	51	2	1	0.3003	0.3565	0.4566	161
Blake, Casey 3B LA	Shits & Giggles	485	84	136	87	25	6	18	79	63	116	3	4	0.2804	0.3635	0.4680	163
Suzuki, Kurt C OAK	Evil Empire	570	74	156	103	37	1	15	88	28	59	8	2	0.2737	0.3132	0.4211	164
Wells, Vernon CF TOR 	Free Agent	630	84	164	109	37	3	15	66	48	86	17	4	0.2603	0.3114	0.4000	166
Rios, Alex RF CHW	Free Agent	582	63	144	94	31	2	17	71	37	107	24	5	0.2474	0.2959	0.3952	167
Beltran, Carlos CF NYM	SA`s	308	50	100	67	22	1	10	48	47	43	11	1	0.3247	0.4146	0.5000	168
Polanco, Placido 2B DET 	Free Agent	618	82	176	131	31	4	10	72	36	46	7	2	0.2848	0.3308	0.3964	169
Ludwick, Ryan RF STL	Evil Empire	486	63	129	86	20	1	22	97	41	106	4	2	0.2654	0.3290	0.4465	170
Francoeur, Jeff RF NYM 	Free Agent	593	72	166	115	32	4	15	76	23	92	6	4	0.2799	0.3090	0.4233	173
Posada, Jorge C NYY	Disco Bush Horticulturists	383	55	109	62	25	0	22	81	48	101	1	0	0.2846	0.3630	0.5222	177
Jones, Garrett 1B PIT	Disco Bush Horticulturists	314	45	92	49	21	1	21	44	40	76	10	2	0.2930	0.3715	0.5669	180
Kendrick, Howie 2B ANA	Blue Crew	374	61	109	75	21	3	10	61	20	71	11	4	0.2914	0.3342	0.4439	184
Uggla, Dan 2B FLA	Titty`s Warriors	564	84	137	78	27	1	31	90	92	150	2	1	0.2429	0.3538	0.4592	185
Fowler, Dexter CF COL	Free Agent	433	73	115	72	29	10	4	34	67	116	27	10	0.2656	0.3631	0.4065	187
Lowell, Mike 3B BOS	Shits & Giggles	445	54	129	82	29	1	17	75	33	61	2	1	0.2899	0.3368	0.4742	189
Ramirez, Aramis 3B CHC 	Whiteness	306	46	97	67	14	1	15	65	28	43	2	1	0.3170	0.3889	0.5163	190
Cabrera, Melky CF NYY 	Free Agent	485	66	133	91	28	1	13	68	43	59	10	2	0.2742	0.3358	0.4165	192
Branyan, Russell 1B SEA 	SA`s	431	64	108	55	21	1	31	76	58	149	2	0	0.2506	0.3472	0.5197	195
Barmes, Clint 2B COL	Whiteness	550	69	135	77	32	3	23	76	31	121	12	10	0.2455	0.2943	0.4400	197
Swisher, Nick CF NYY 	Free Agent	498	84	124	59	35	1	29	82	97	126	0	0	0.2490	0.3709	0.4980	198
DeJesus, David LF KC	Free Agent	558	74	157	107	28	9	13	71	51	87	4	9	0.2814	0.3473	0.4337	200
Hudson, Orlando 2B LA 	Free Agent	551	74	156	106	35	6	9	62	62	99	8	1	0.2831	0.3569	0.4174	203
McGehee, Casey 3B MIL	Free Agent	355	58	107	70	20	1	16	66	34	67	0	2	0.3014	0.3604	0.4986	204
Cameron, Mike CF MIL 	Free Agent	544	78	136	77	32	3	24	70	75	156	7	3	0.2500	0.3424	0.4522	206
Sizemore, Grady CF CLE 	Grape Apes	436	73	108	64	20	6	18	64	60	92	13	8	0.2477	0.3433	0.4450	207
Ramirez, Manny LF LA 	Evil Empire	352	62	102	57	24	2	19	63	71	81	0	1	0.2898	0.4176	0.5312	209
Jones, Chipper 3B ATL	Evil Empire	488	80	129	86	23	2	18	71	101	89	4	1	0.2643	0.3876	0.4303	210
Montero, Miguel C ARI	User Abuser	425	61	125	79	30	0	16	59	38	78	1	2	0.2941	0.3547	0.4776	211
Willingham, Josh LF WAS	Free Agent	427	70	111	58	29	0	24	61	61	104	4	3	0.2600	0.3665	0.4965	213
Gonzalez, Carlos OF COL	Blue Crew	278	53	79	45	14	7	13	29	28	70	16	4	0.2842	0.3526	0.5252	214
Pagan, Angel LF NYM	Free Agent	343	54	105	66	22	11	6	32	25	56	14	7	0.3061	0.3504	0.4869	215
Smith, Seth RF COL	Free Agent	335	61	98	59	20	4	15	55	46	67	4	1	0.2925	0.3782	0.5104	216
Dye, Jermaine RF CHW 	Shits & Giggles	503	78	126	79	19	1	27	81	64	108	0	2	0.2505	0.3397	0.4533	217
Hairston, Scott CF OAK 	Grape Apes	430	50	114	68	27	2	17	64	25	83	11	3	0.2651	0.3067	0.4558	218
Ordonez, Magglio RF DET	Free Agent	465	54	144	109	24	2	9	50	51	65	3	1	0.3097	0.3764	0.4280	220
Murphy, David RF TEX	SA`s	432	61	116	74	24	1	17	57	49	106	9	4	0.2685	0.3381	0.4468	221
Prado, Martin 2B ATL	User Abuser	450	64	138	89	38	0	11	49	36	59	1	3	0.3067	0.3577	0.4644	222
Furcal, Rafael SS LA	Free Agent	613	92	165	123	28	5	9	47	61	89	12	6	0.2692	0.3353	0.3752	223
DeRosa, Mark 3B STL 	Whiteness	515	78	129	82	23	1	23	78	47	121	3	2	0.2505	0.3188	0.4330	225
Pierzynski, A.J. C CHW	Titty`s Warriors	504	57	151	115	22	1	13	49	24	52	1	1	0.2996	0.3308	0.4246	228
Ortiz, David DH BOS	Titty`s Warriors	541	77	129	65	35	1	28	99	74	134	0	2	0.2384	0.3317	0.4621	229
Guerrero, Vladimir DH ANA 	User Abuser	383	59	113	81	16	1	15	50	19	56	2	1	0.2950	0.3342	0.4595	230
Scott, Luke LF BAL 	Free Agent	449	61	116	64	26	1	25	77	55	104	0	0	0.2584	0.3399	0.4878	231
Sweeney, Ryan RF OAK 	Free Agent	484	68	142	102	31	3	6	53	40	67	6	5	0.2934	0.3477	0.4070	233
Napoli, Mike C ANA	Disco Bush Horticulturists	382	60	104	61	22	1	20	56	40	103	3	3	0.2723	0.3495	0.4921	239
Uribe, Juan 2B SF 	Disco Bush Horticulturists	398	50	115	69	26	4	16	55	25	82	3	1	0.2889	0.3287	0.4950	240
Cust, Jack LF OAK	Free Agent	513	88	123	82	16	0	25	70	93	185	4	1	0.2398	0.3562	0.4172	241
Johnson, Nick 1B FLA 	Floaters and Sinkers	457	71	133	99	24	2	8	62	99	84	2	4	0.2910	0.4258	0.4048	245
Beckham, Gordon 3B CHW 	Blue Crew	378	58	102	59	28	1	14	63	41	65	7	4	0.2698	0.3473	0.4603	246
Gardner, Brett CF NYY	Grape Apes	248	48	67	52	6	6	3	23	26	40	26	5	0.2702	0.3453	0.3790	247
Schumaker, Skip 2B STL	Free Agent	532	85	161	122	34	1	4	35	52	69	2	2	0.3026	0.3641	0.3929	248
Francisco, Ben LF PHI	Free Agent	405	58	104	58	30	1	15	46	38	83	14	7	0.2568	0.3319	0.4469	249
Molina, Yadier C STL	Floaters and Sinkers	481	45	141	111	23	1	6	54	50	39	9	3	0.2931	0.3662	0.3825	250
Bloomquist, Willie SS KC	Free Agent	434	52	115	92	11	8	4	29	27	73	25	6	0.2650	0.3082	0.3548	252
Reimold, Nolan OF BAL 	Free Agent	358	49	100	65	18	2	15	45	47	77	8	2	0.2793	0.3650	0.4665	253
Stewart, Ian 3B COL	User Abuser	425	74	97	50	19	3	25	70	56	138	7	4	0.2282	0.3218	0.4635	254
Ryan, Brendan SS STL	Free Agent	390	55	114	85	19	7	3	37	24	56	14	7	0.2923	0.3404	0.4000	255
Teahen, Mark 3B CHW 	Free Agent	524	69	142	95	34	1	12	50	37	123	8	1	0.2710	0.3251	0.4084	258
Raburn, Ryan LF DET	Free Agent	261	44	76	47	11	2	16	45	26	60	5	4	0.2912	0.3586	0.5326	260
Headley, Chase LF SD	Free Agent	543	62	142	97	31	2	12	64	62	133	10	2	0.2615	0.3415	0.3923	261
Molina, Bengie C SF	Free Agent	491	52	130	84	25	1	20	80	13	68	0	0	0.2648	0.2846	0.4420	262
Olivo, Miguel C KC 	Whiteness	390	51	97	54	15	5	23	65	19	126	5	2	0.2487	0.2916	0.4897	264
Parra, Gerardo OF ARI	Free Agent	455	59	132	98	21	8	5	60	25	89	5	7	0.2901	0.3244	0.4044	265
Guzman, Cristian SS WAS	Blue Crew	531	74	151	114	24	7	6	52	16	75	4	5	0.2844	0.3060	0.3898	267
Hart, Corey C. RF MIL 	Shits & Giggles	419	64	109	70	24	3	12	48	43	92	11	6	0.2601	0.3355	0.4177	268
Getz, Chris 2B KC 	Free Agent	375	49	98	74	18	4	2	31	30	54	25	2	0.2613	0.3237	0.3467	269
Thome, Jim DH LA 	Free Agent	362	55	90	52	15	0	23	77	69	123	0	0	0.2486	0.3664	0.4807	270
Cabrera, Everth SS SD	Want-a-be Ghetto All Stars	377	59	96	68	18	8	2	31	46	88	25	8	0.2546	0.3419	0.3607	272
Ellis, Mark 2B OAK	Free Agent	377	52	99	66	23	0	10	61	23	54	10	3	0.2626	0.3047	0.4032	273
Matsui, Kazuo 2B HOU	Free Agent	476	56	119	88	20	2	9	46	34	85	19	3	0.2500	0.3017	0.3571	274
Young, Delmon LF MIN	Free Agent	395	50	112	82	16	2	12	60	12	92	2	5	0.2835	0.3077	0.4253	276
Sanchez, Freddy 2B SF 	Whiteness	457	56	134	95	29	3	7	41	22	76	5	1	0.2932	0.3258	0.4158	277
Borbon, Julio CF TEX	Free Agent	157	30	49	41	4	0	4	20	15	28	19	4	0.3121	0.3757	0.4140	279
Drew, Stephen SS ARI	Shits & Giggles	533	71	139	86	29	12	12	65	49	87	5	1	0.2608	0.3203	0.4278	282
Soriano, Alfonso LF CHC 	Whiteness	477	64	115	69	25	1	20	55	40	118	9	2	0.2411	0.3027	0.4235	284
Rowand, Aaron CF SF	Free Agent	499	61	130	83	30	2	15	64	30	125	4	1	0.2605	0.3187	0.4188	286
Gomes, Jonny LF CIN	Free Agent	281	39	75	38	17	0	20	51	26	85	3	1	0.2669	0.3376	0.5409	287
Kouzmanoff, Kevin 3B SD	Free Agent	529	50	135	85	31	1	18	88	27	106	1	0	0.2552	0.3019	0.4197	288
Beltre, Adrian 3B SEA 	User Abuser	449	54	119	84	27	0	8	44	19	74	13	2	0.2650	0.3040	0.3786	289
Inge, Brandon 3B DET 	Grape Apes	562	71	129	85	16	1	27	84	54	170	2	5	0.2295	0.3145	0.4057	290
Winn, Randy RF SF 	Free Agent	538	65	141	101	33	5	2	51	47	93	16	2	0.2621	0.3182	0.3532	291
Fukudome, Kosuke RF CHC	Free Agent	499	79	129	75	38	5	11	54	93	112	6	10	0.2585	0.3750	0.4208	293
Murphy, Daniel 1B NYM	Free Agent	508	60	135	81	38	4	12	63	38	69	4	2	0.2657	0.3134	0.4272	294
Feliz, Pedro 3B PHI 	Whiteness	580	62	154	110	30	2	12	82	35	68	0	1	0.2655	0.3082	0.3862	295
Overbay, Lyle 1B TOR	Free Agent	423	57	112	60	35	1	16	64	74	95	0	0	0.2648	0.3720	0.4657	298
Hamilton, Josh CF TEX 	Floaters and Sinkers	336	43	90	59	19	2	10	54	24	79	8	3	0.2679	0.3151	0.4256	302
Blalock, Hank 1B TEX 	Whiteness	462	62	108	58	21	4	25	66	26	108	2	0	0.2338	0.2768	0.4589	304
Bonifacio, Emilio 3B FLA	Free Agent	461	72	116	98	11	6	1	27	34	95	21	9	0.2516	0.3034	0.3080	308
Anderson, Garret LF ATL 	Free Agent	496	52	133	93	27	0	13	61	27	73	1	0	0.2681	0.3034	0.4012	313
Rasmus, Colby CF STL	Whiteness	474	72	119	79	22	2	16	52	36	95	3	1	0.2511	0.3068	0.4072	314
Hafner, Travis DH CLE	Free Agent	338	46	92	57	19	0	16	49	41	67	0	0	0.2722	0.3551	0.4704	315
LaRoche, Andy 3B PIT	Free Agent	524	64	135	89	29	5	12	64	50	84	3	1	0.2576	0.3305	0.4008	316
Tatis, Fernando LF NYM 	Free Agent	340	42	96	63	21	4	8	48	22	54	4	1	0.2824	0.3387	0.4382	318
Anderson, Josh CF KC	Free Agent	283	42	68	56	7	4	1	24	13	43	25	5	0.2403	0.2761	0.3039	320
Quentin, Carlos LF CHW	Floaters and Sinkers	351	47	83	48	14	0	21	56	31	52	3	0	0.2365	0.3233	0.4558	322
Martin, Russell C LA	Titty`s Warriors	505	63	126	100	19	0	7	53	69	80	11	6	0.2495	0.3515	0.3287	324
Counsell, Craig 2B MIL 	Free Agent	404	61	115	81	22	8	4	39	42	54	3	4	0.2847	0.3575	0.4084	325
Hermida, Jeremy RF BOS 	Free Agent	429	48	111	82	14	2	13	47	56	101	5	2	0.2587	0.3483	0.3916	328
Baker, John C FLA	SA`s	373	59	101	67	25	0	9	50	41	89	0	0	0.2708	0.3492	0.4102	339
Peralta, Jhonny 3B CLE	User Abuser	582	57	148	101	35	1	11	83	51	134	0	2	0.2543	0.3157	0.3746	340
Sheffield, Gary LF NYM 	Free Agent	268	44	74	49	13	2	10	43	40	46	2	1	0.2761	0.3718	0.4515	341
Taveras, Willy CF CIN	Free Agent	404	56	97	83	11	2	1	15	18	58	25	6	0.2401	0.2746	0.2847	342
Hairston, Jerry SS NYY 	Sofa Kings	383	62	96	62	23	1	10	39	32	54	7	4	0.2507	0.3153	0.3943	343
Bruce, Jay RF CIN	SA`s	345	47	77	38	15	2	22	58	38	75	3	3	0.2232	0.3031	0.4696	345
Belliard, Ronnie 2B LA 	Free Agent	264	39	73	48	14	1	10	39	20	56	3	0	0.2765	0.3252	0.4508	348
Velez, Eugenio 2B SF	Free Agent	285	40	76	53	13	5	5	31	16	55	11	5	0.2667	0.3082	0.4000	349
Davis, Chris 1B TEX	Evil Empire	391	48	93	56	15	1	21	59	24	150	0	0	0.2379	0.2840	0.4425	352
Wieters, Matt C BAL	Shits & Giggles	354	35	102	77	15	1	9	43	28	86	0	0	0.2881	0.3403	0.4124	354
Garko, Ryan 1B SF	Free Agent	354	39	95	68	13	1	13	51	29	50	0	0	0.2684	0.3442	0.4209	355
Huff, Aubrey 1B DET 	User Abuser	536	59	129	83	30	1	15	85	51	87	0	6	0.2407	0.3099	0.3843	356
Roberts, Ryan 2B ARI	Free Agent	305	41	85	59	17	2	7	25	40	55	7	3	0.2787	0.3668	0.4164	359
Gwynn, Tony K. CF SD	Free Agent	393	59	106	87	11	6	2	21	48	65	11	7	0.2697	0.3498	0.3435	361
Wigginton, Ty 3B BAL	Free Agent	410	44	112	82	19	0	11	41	23	57	1	2	0.2732	0.3142	0.4000	362
Spilborghs, Ryan RF COL	Free Agent	352	55	85	50	24	3	8	48	34	79	9	5	0.2415	0.3103	0.3949	364
