All Catchers 3 Year Averages MLB Standard Stats
Player,Team	AB	R	H	1B	2B	3B	HR	RBI	BB	KO	SB	CS	BA	OBP	SLG	Rank	
"Gomes, Yan 1B CLE "	Free Agent	98	9	20	12	4	0	4	13	6	32	0	0	0.2041	0.2636	0.3673	903
"Solano, Jhonatan C WAS"	Free Agent	35	6	11	6	3	0	2	6	2	5	1	0	0.3143	0.3514	0.5714	905
"Whiteside, Eli C TEX"	Free Agent	117	12	24	15	5	1	3	10	9	33	1	1	0.2051	0.2713	0.3419	922
"Fox, Jake C PIT"	Free Agent	86	10	19	10	5	1	3	9	4	19	0	0	0.2209	0.2717	0.4070	929
"Mesoraco, Devin C CIN"	Want-a-be Ghetto All Stars	108	11	22	12	6	0	4	10	10	22	0	0	0.2037	0.2712	0.3704	930
"Schneider, Brian C PHI"	Free Agent	113	12	24	17	4	0	3	10	12	25	0	0	0.2124	0.2992	0.3274	938
"Wilson, Bobby C NYY"	Free Agent	126	12	26	17	6	0	3	12	11	24	0	1	0.2063	0.2681	0.3254	945
"Castillo, Welington C CHC"	Free Agent	68	6	18	11	5	0	2	9	6	21	0	0	0.2647	0.3333	0.4265	946
"Navarro, Dioner C CHC "	Free Agent	123	10	26	17	5	1	3	12	11	22	0	0	0.2114	0.2794	0.3415	957
"Kratz, Erik C PHI"	Free Agent	60	5	14	8	3	0	3	9	4	15	0	0	0.2333	0.2879	0.4333	963
"Stewart, Chris C NYY "	Free Agent	101	12	22	16	5	0	1	8	9	13	1	0	0.2178	0.2857	0.2970	973
"Johnson, Rob C STL"	Free Agent	136	12	27	19	6	0	2	11	14	38	1	0	0.1985	0.2792	0.2868	990
"Cruz, Tony C STL"	Free Agent	96	10	24	17	7	0	0	8	4	16	0	1	0.2500	0.2772	0.3229	994
"Hayes, Brett C KC"	Free Agent	107	11	23	14	7	0	2	8	7	38	0	0	0.2150	0.2632	0.3364	1000
"Corporan, Carlos C HOU"	Free Agent	116	7	25	18	5	0	2	12	7	34	0	0	0.2155	0.2677	0.3103	1012
"Flores, Jesus C LAD"	Free Agent	121	9	26	18	6	0	2	9	6	29	0	1	0.2149	0.2500	0.3140	1038
"Hill, Koyie C CHC"	Free Agent	129	12	26	18	6	1	1	9	9	36	1	0	0.2016	0.2518	0.2868	1040
"Gimenez, Chris C TB"	Free Agent	72	7	16	12	3	0	1	8	9	20	0	0	0.2222	0.3086	0.3056	1048
"Hester, John C LAA"	Free Agent	60	8	13	8	3	0	2	4	6	19	0	0	0.2167	0.2879	0.3667	1050
"Baker, John C SD"	Free Agent	95	8	22	18	4	0	0	7	10	21	1	0	0.2316	0.3048	0.2737	1053
"Bard, Josh C LAD"	Free Agent	64	5	14	8	4	0	2	7	5	16	0	0	0.2188	0.2754	0.3750	1059
"Butera, Drew C MIN"	Free Agent	162	13	30	20	7	1	2	14	8	31	0	0	0.1852	0.2356	0.2778	1066
"Nieves, Wil C ARI"	Free Agent	97	6	21	15	4	0	2	8	5	19	0	0	0.2165	0.2524	0.3196	1076
"Tatum, Craig C MIA"	Free Agent	67	6	16	14	2	0	0	5	6	14	1	0	0.2388	0.3014	0.2687	1086
"Davis, Brad C DET"	Free Agent	36	3	8	5	2	0	1	5	3	12	1	0	0.2222	0.2750	0.3611	1093
"Conger, Hank C LAA "	Free Agent	75	5	15	10	3	0	2	8	8	15	0	0	0.2000	0.2857	0.3200	1103
"Lobaton, Jose C TB"	Free Agent	67	6	14	9	4	0	1	7	9	18	0	0	0.2090	0.3077	0.3134	1113
"Teagarden, Taylor C BAL"	Free Agent	54	6	9	5	2	0	2	6	5	23	0	0	0.1667	0.2500	0.3148	1130
"Lavarnway, Ryan C BOS"	Free Agent	96	8	16	9	5	0	2	10	8	26	0	0	0.1667	0.2286	0.2812	1140
"Alfonzo, Eliezer C LAD"	Free Agent	39	2	10	8	1	0	1	4	1	8	0	0	0.2564	0.2750	0.3590	1148
"Pagnozzi, Matt C ATL"	Free Agent	23	2	7	6	1	0	0	4	1	6	0	0	0.3043	0.3600	0.3478	1154
"Sardinha, Dane C BAL"	Free Agent	24	4	5	3	1	0	1	3	4	9	0	0	0.2083	0.3214	0.3750	1155
"Morales, Jose C PIT"	Free Agent	32	3	8	6	2	0	0	5	5	9	0	0	0.2500	0.3421	0.3125	1158
"Powell, Landon C NYM"	Free Agent	74	8	14	11	2	0	1	5	9	20	0	0	0.1892	0.2771	0.2568	1176
"Ramirez, Max C KC"	Free Agent	23	3	5	3	1	0	1	3	4	7	0	0	0.2174	0.3448	0.3913	1178
"Carlin, Luke C LAA"	Free Agent	9	2	3	2	0	0	1	1	1	3	0	0	0.3333	0.4000	0.6667	1183
"Miller, Corky C CIN"	Free Agent	25	2	6	3	2	0	1	3	1	5	0	0	0.2400	0.2963	0.4400	1186
"Moore, Adam C KC"	Free Agent	74	4	14	9	3	0	2	6	3	23	0	0	0.1892	0.2278	0.3108	1201
"Towles, J.R. C STL"	Free Agent	65	5	12	8	3	0	1	6	5	13	0	0	0.1846	0.2500	0.2769	1218
"Phillips, Kyle C SD"	Free Agent	38	4	6	3	2	0	1	5	4	10	0	0	0.1579	0.2381	0.2895	1222
"Clevenger, Steve C CHC"	Free Agent	102	8	20	14	6	0	0	8	8	20	0	0	0.1961	0.2545	0.2549	1224
"Nickeas, Mike C TOR"	Free Agent	57	4	10	8	1	0	1	6	4	14	0	0	0.1754	0.2419	0.2456	1239
"Martinez, Luis C BAL"	Free Agent	38	4	7	7	0	0	0	5	4	9	0	0	0.1842	0.2791	0.1842	1243
"Leon, Sandy C WAS"	Free Agent	30	2	8	6	2	0	0	2	4	11	0	0	0.2667	0.3889	0.3333	1248
"Rodriguez, Eddy C SD"	Free Agent	5	1	1	0	0	0	1	1	2	3	0	0	0.2000	0.4286	0.8000	1251
"Chirinos, Robinson C TB"	Free Agent	28	2	6	5	1	0	0	4	2	6	0	0	0.2143	0.2667	0.2500	1259
"LaRue, Jason C STL"	Free Agent	19	1	4	3	0	0	1	2	2	2	0	0	0.2105	0.2857	0.3684	1261
"Hoover, Paul C BOS"	Free Agent	7	2	2	1	1	0	0	1	1	2	0	0	0.2857	0.3750	0.4286	1272
"Holaday, Bryan C DET"	Free Agent	12	3	3	2	1	0	0	0	0	2	0	0	0.2500	0.2500	0.3333	1282
"Budde, Ryan C ARI"	Free Agent	3	1	1	1	0	0	0	1	0	2	0	0	0.3333	0.3333	0.3333	1300
"Anderson, Bryan C CHW"	Free Agent	15	1	4	3	1	0	0	1	1	4	0	0	0.2667	0.3529	0.3333	1321
"Lucy, Donny C CHW"	Free Agent	8	1	2	1	1	0	0	1	1	3	0	0	0.2500	0.3333	0.3750	1333
"Boscan, J.C. C CHC"	Free Agent	6	0	2	2	0	0	0	1	0	2	0	0	0.3333	0.3333	0.3333	1348
"May, Lucas C PIT"	Free Agent	12	1	2	2	0	0	0	2	0	3	0	0	0.1667	0.1667	0.1667	1364
"Jaramillo, Jason C HOU"	Free Agent	43	1	9	7	2	0	0	4	3	9	0	0	0.2093	0.2609	0.2558	1372
"Gimenez, Hector C CHW"	Free Agent	9	0	3	3	0	0	0	0	0	3	0	0	0.3333	0.3333	0.3333	1383
"Phillips, Paul C MIL"	Free Agent	8	1	2	2	0	0	0	0	1	2	0	0	0.2500	0.3333	0.2500	1386
"Moeller, Chad C COL"	Free Agent	5	1	1	0	1	0	0	0	0	1	0	0	0.2000	0.2000	0.4000	1399
"Pina, Manny C KC"	Free Agent	5	1	1	0	1	0	0	0	0	1	0	0	0.2000	0.2000	0.4000	1399
"Quiroz, Guillermo C SF"	Free Agent	3	0	1	1	0	0	0	0	0	1	0	0	0.3333	0.3333	0.3333	1413
"St. Pierre, Max C BOS"	Free Agent	3	0	1	1	0	0	0	0	0	1	0	0	0.3333	0.3333	0.3333	1413
"Recker, Anthony C NYM"	Free Agent	33	4	5	3	2	0	0	2	5	11	0	0	0.1515	0.2821	0.2121	1426
"Trzesniak, Nick C DET"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Rick, Alan C CHC"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Caldwell, Tony C MIA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Kvasnicka, Michael C HOU"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Hathaway, Aaron C NYM"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Rabelo, Mike C DET"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Brown, Jason C NYY"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Bellorin, Edwin C HOU"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Duenas, Tommy C KC"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Devries, Jonathan C BOS"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Yepez, Jose C ATL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Casanova, Adrian C DET"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Lino, Gabriel C BAL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Bormaster, Brian C TOR"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Reyes, Milver C PIT"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Blumenthal, Benjamin C NYY"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Gutierrez, Gabe C LAD"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Hall, Toby C TEX"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Skipworth, Kyle C MIA "	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Ashley, Nevin C CIN"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Howell, Jeff C MIN"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Roberts, Tyler C MIL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Armstrong, Cole C LAA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Avlas, Phil C ARI"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Wallace, Chris C HOU"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Jimenez, A.J. C TOR"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Del Castillo, Miguel C SD"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Montz, Luke C OAK"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Manriquez, Salomon C NYM"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Berberet, Parker C MIL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Mendonca, Tommy C TEX"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Sanchez, Gary C NYY"	Evil Empire	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Isenia, Chairon C TB"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Sumi, Ikko C LAA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Jimenez, Jose C LAA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Douillard, Jonathan C CHC"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Arlis, Patrick C MIL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Clements, Zac C NYM"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Chauncey, Clinton C BOS"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Sanchez, Tony C PIT"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"McCraw, Sean C NYM"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Arroyo, Rafael C NYM"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Kennelly, Timothy C PHI"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Joseph, Caleb C BAL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Davis, Lars C COL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Pedro, Erick San C WAS"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Torres, Gabby C MIN"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Ojeda, Miguel C TEX"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Denove, Chris C CIN"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Castillo, David C OAK"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Anderson, Dennis C CHC"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Duff, Tim C LAA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Day, Lawrence C NYY"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Pratt, Trent C PHI"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Brock, Caleb C CLE"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Kent, Mat C BOS"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Suomi, John C PHI"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Perry, Patrick C BOS"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Corredor, Nestor C MIL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Colantonio, Matthew C SD"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Weems, Chase C CIN"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Albernaz, Craig C TB"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Robinson, Chris C BAL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Valentin, Javier C NYM"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"McMillan, Drew C WAS"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Deglan, Kellin C TEX"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Bandy, Jett C LAA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Jamieson, Alex C TB"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Ortiz, Gabriel C OAK"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Kennelly, Matt C ATL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Leyland, Patrick C DET"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Sprowl, Jon-Mark C NYY"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Bernard, Oscar C CHC"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Heintz, Chris J. C BAL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Schneider, John C TOR"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Gronauer, Kai C NYM"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Perez, Carlos T. C HOU"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Geiger, Kyle C MIN"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Fernandez, Jair C MIN"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Zunino, Mike C SEA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Hankins, Ryan C NYY"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Reyes, Jose A. C BAL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Gil, Jose C BAL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Sucre, Jesus C SEA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Rodriguez, Julio C KC"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Price, Jared C CHW"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Centeno, Juan C NYM"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Cordell, Brent C STL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Dirosa, Michael C ARI"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Baron, Steven C SEA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Farnham, Jeffrey C NYY"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Castellano, John C CIN"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Mercado, Orlando C LAD"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Salome, Angel C MIL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Walker, Brian C LAA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Skelton, James C CIN"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Perez, Roberto C CLE"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Walk, John C PIT"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
