All Shortstops 3 Year Averages MLB Standard Stats
Player,Team	AB	R	H	1B	2B	3B	HR	RBI	BB	KO	SB	CS	BA	OBP	SLG	Rank	
"Forsythe, Logan 2B SD "	Free Agent	232	28	59	43	11	2	3	19	20	45	6	2	0.2543	0.3217	0.3578	541
"Crawford, Brandon SS SF "	Disco Bush Horticulturists	316	33	74	52	16	2	4	33	28	63	1	4	0.2342	0.2989	0.3354	562
"Valdez, Wilson SS SF"	Free Agent	267	30	65	50	11	2	2	27	16	40	4	1	0.2434	0.2877	0.3221	568
"Greene, Tyler 2B HOU"	Free Agent	171	23	38	24	8	1	5	17	15	50	8	1	0.2222	0.2947	0.3684	581
"Harrison, Josh 2B PIT"	Free Agent	222	28	56	39	11	4	2	16	6	30	6	2	0.2523	0.2821	0.3649	591
"Nix, Jayson 3B NYY"	Free Agent	215	24	47	29	11	0	7	23	15	61	4	2	0.2186	0.2809	0.3674	601
"Herrera, Jonathan SS COL"	Free Agent	243	30	63	53	7	1	2	16	23	38	3	2	0.2593	0.3246	0.3210	612
"Turner, Justin 2B NYM"	Free Agent	208	23	53	36	15	0	2	23	16	29	3	1	0.2548	0.3217	0.3558	619
"Santiago, Ramon 2B DET "	Free Agent	269	29	66	52	9	2	3	23	22	44	1	1	0.2454	0.3121	0.3271	624
"Simmons, Andrelton SS ATL"	Free Agent	166	17	48	35	8	2	3	19	12	21	1	0	0.2892	0.3352	0.4157	639
"Descalso, Daniel 2B STL"	Free Agent	245	27	60	44	11	3	2	19	24	51	3	2	0.2449	0.3175	0.3388	645
"Vizquel, Omar 2B TOR"	Free Agent	221	22	58	48	8	1	1	15	17	27	5	4	0.2624	0.3140	0.3213	647
"McDonald, John SS ARI"	Free Agent	192	21	46	31	9	1	5	22	10	29	1	2	0.2396	0.2780	0.3750	649
"Renteria, Edgar SS CIN"	Free Agent	181	20	47	35	8	1	3	19	15	36	2	1	0.2597	0.3147	0.3646	651
"Hannahan, Jack 3B CIN"	Free Agent	202	20	50	34	11	1	4	23	22	48	1	1	0.2475	0.3230	0.3713	653
"Donald, Jason 3B CIN"	Free Agent	184	23	47	34	9	2	2	14	11	48	4	1	0.2554	0.3065	0.3587	654
"Segura, Jean SS MIL "	Free Agent	151	19	39	32	4	3	0	14	13	23	7	1	0.2583	0.3152	0.3245	660
"Ciriaco, Pedro 3B BOS"	Free Agent	99	13	30	22	6	1	1	9	3	19	6	1	0.3030	0.3235	0.4141	690
"Punto, Nick 3B LAD"	Free Agent	182	22	44	32	9	2	1	17	26	38	4	1	0.2418	0.3333	0.3297	691
"Arias, Joaquin 3B SF"	Free Agent	149	18	40	30	6	2	2	16	6	22	2	0	0.2685	0.3019	0.3758	693
"Amarista, Alexi 2B SD"	Free Agent	164	19	37	23	9	3	2	18	10	25	4	2	0.2256	0.2670	0.3537	717
"Sanchez, Angel SS CHW"	Free Agent	180	22	46	39	6	1	0	18	13	30	1	0	0.2556	0.3077	0.3000	726
"Brignac, Reid SS COL"	Free Agent	190	19	42	33	6	0	3	20	10	48	2	1	0.2211	0.2624	0.3000	741
"Pastornicky, Tyler SS ATL"	Free Agent	169	21	41	32	6	1	2	13	10	32	2	0	0.2426	0.2873	0.3254	742
"Rosales, Adam 2B OAK"	Free Agent	138	16	32	23	4	1	4	16	11	34	1	1	0.2319	0.2895	0.3623	755
"Janish, Paul SS ATL "	Free Agent	234	23	52	39	10	1	2	19	19	35	2	2	0.2222	0.2868	0.2991	759
"Gonzalez, Marwin SS HOU"	Free Agent	205	21	48	33	13	0	2	12	13	29	3	3	0.2341	0.2798	0.3268	770
"Ransom, Cody SS SD"	Free Agent	107	13	22	12	5	0	5	17	12	43	1	0	0.2056	0.2917	0.3925	778
"Izturis, Cesar SS CIN"	Free Agent	223	20	52	43	7	1	1	13	10	25	4	2	0.2332	0.2712	0.2870	782
"Cruz, Luis 3B LAD "	SA`s	100	9	29	20	7	0	2	14	3	12	1	0	0.2900	0.3173	0.4200	784
"Falu, Irving 2B KC"	Free Agent	85	14	29	22	6	1	0	7	4	9	0	2	0.3412	0.3708	0.4353	811
"Martinez, Michael 2B PHI"	Free Agent	162	18	30	23	4	1	2	16	12	28	2	0	0.1852	0.2400	0.2593	881
"Kozma, Pete SS STL "	Free Agent	44	6	14	8	3	2	1	8	6	12	1	0	0.3182	0.3922	0.5455	900
"Wilson, Jack SS ATL"	Free Agent	159	15	37	29	7	1	0	10	6	29	2	1	0.2327	0.2619	0.2893	906
"Quintanilla, Omar 2B NYM"	Free Agent	96	14	21	15	4	0	2	9	8	26	0	0	0.2188	0.2830	0.3229	916
"Burriss, Emmanuel 2B CIN"	Free Agent	93	11	20	19	1	0	0	4	5	14	5	2	0.2151	0.2626	0.2258	942
"Gonzalez, Alberto SS CHC"	Free Agent	162	15	37	29	7	1	0	14	7	25	0	1	0.2284	0.2616	0.2840	944
"Galvis, Freddy 2B PHI "	Free Agent	95	7	22	12	8	0	2	12	4	14	0	0	0.2316	0.2626	0.3789	960
"Bixler, Brian LF NYM"	Free Agent	86	10	17	11	4	1	1	4	7	28	4	2	0.1977	0.2581	0.3023	977
"Blanco, Andres SS PHI"	Free Agent	81	9	21	16	4	0	1	5	5	13	0	1	0.2593	0.3068	0.3457	995
"Sellers, Justin SS LAD"	Free Agent	84	13	17	10	6	0	1	8	8	18	0	0	0.2024	0.2796	0.3095	998
"Cora, Alex SS STL"	Free Agent	111	9	24	19	4	1	0	9	7	13	2	0	0.2162	0.2727	0.2703	1016
"Kawasaki, Munenori SS SEA"	Free Agent	104	13	20	19	1	0	0	7	8	18	2	2	0.1923	0.2566	0.2019	1037
"Pena, Ramiro SS ATL"	Free Agent	66	8	13	13	0	0	0	7	3	13	2	0	0.1970	0.2394	0.1970	1042
"Escobar, Eduardo 3B MIN"	Free Agent	69	9	15	13	2	0	0	4	6	16	2	0	0.2174	0.2800	0.2464	1043
"Hechavarria, Adeiny 3B MIA"	Free Agent	42	3	11	7	3	0	1	5	1	11	0	0	0.2619	0.2791	0.4048	1101
"Mercer, Jordy SS PIT"	Free Agent	62	7	13	6	5	1	1	5	4	14	0	1	0.2097	0.2647	0.3710	1121
"Rodriguez, Luis SS LAA"	Free Agent	58	5	12	6	5	0	1	7	8	10	0	1	0.2069	0.3088	0.3448	1122
"Florimon, Pedro SS MIN "	Free Agent	48	6	10	7	2	1	0	4	4	12	1	0	0.2083	0.2692	0.2917	1135
"Olmedo, Ray 3B MIN"	Free Agent	41	8	10	8	2	0	0	1	0	9	0	0	0.2439	0.2439	0.2927	1139
"Manzella, Tommy SS COL"	Free Agent	86	6	19	17	2	0	0	7	4	24	0	0	0.2209	0.2609	0.2442	1171
"Hernandez, Diory SS HOU"	Free Agent	14	3	3	2	0	0	1	2	0	3	0	0	0.2143	0.2143	0.4286	1184
"Sogard, Eric SS OAK"	Free Agent	60	5	11	8	2	0	1	4	4	10	1	0	0.1833	0.2344	0.2667	1195
"Hernandez, Luis SS CLE"	Free Agent	15	1	4	3	0	0	1	2	1	2	0	0	0.2667	0.3125	0.4667	1211
"Parrino, Andy SS OAK"	Free Agent	80	6	16	13	3	0	0	5	13	26	1	0	0.2000	0.3229	0.2375	1214
"Bianchi, Jeff SS MIL"	Free Agent	23	3	4	2	1	0	1	3	1	4	0	0	0.1739	0.2083	0.3478	1216
"Hernandez, Anderson SS PIT"	Free Agent	36	4	8	6	2	0	0	1	3	6	1	0	0.2222	0.2821	0.2778	1220
"Martinez, Ozzie SS LAD"	Free Agent	22	3	6	5	1	0	0	1	1	5	0	0	0.2727	0.3043	0.3182	1237
"Hicks, Brandon SS NYM"	Free Agent	30	5	4	1	2	0	1	3	3	14	0	0	0.1333	0.2121	0.3000	1238
"Diaz, Juan SS CLE"	Free Agent	15	4	4	4	0	0	0	0	1	5	0	0	0.2667	0.3529	0.2667	1241
"Gregorius, Didi SS ARI "	Free Agent	20	1	6	6	0	0	0	2	0	5	0	0	0.3000	0.3000	0.3000	1247
"Triunfel, Carlos SS SEA"	Free Agent	22	2	5	3	2	0	0	3	1	4	0	0	0.2273	0.2609	0.3182	1262
"Maysonet, Edwin SS CHC"	Free Agent	20	2	5	5	0	0	0	1	1	3	0	0	0.2500	0.2857	0.2500	1293
"Crosby, Bobby SS MIL"	Free Agent	56	3	12	9	3	0	0	4	6	13	0	1	0.2143	0.2903	0.2679	1299
"Romine, Andrew SS LAA"	Free Agent	15	1	3	3	0	0	0	0	1	4	1	0	0.2000	0.2500	0.2000	1332
"Diaz, Argenis SS DET"	Free Agent	11	0	3	3	0	0	0	1	1	3	0	0	0.2727	0.3333	0.2727	1370
"Gomez, Hector SS MIL"	Free Agent	2	0	1	1	0	0	0	0	0	1	0	0	0.5000	0.5000	0.5000	1392
"Bocock, Brian SS TOR"	Free Agent	2	1	0	0	0	0	0	0	0	1	0	0	0.0000	0.0000	0.0000	1421
"Martinez, Ramon E. SS NYM"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Ciriaco, Juan SS SF"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Suarez, Ignacio SS BOS"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Kazmar, Sean SS NYM"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Maggi, Andrew SS PIT"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Skrehot, Shaun SS TOR"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Ahrens, Kevin SS TOR"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Benjamin, Casey SS TEX"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Jones, Mycal SS ATL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Amaya, Gioskar SS CHC"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Simokaitis, Joseph SS CHC"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Lopez, Pedro SS WAS"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Gil, Jerry SS CLE"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Gutierrez, Christopher SS MIA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Ortiz, Wilberto SS LAD"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Rivera, Juan A. SS LAD"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Boyer, Kyle SS CHC"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Malo, Jonathan SS NYM"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Khoury, Ryan SS BOS"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Swift, Jimmy SS LAA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Black, Danny SS MIA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Hollimon, Michael SS MIN"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Torres, Eider SS COL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Semien, Marcus SS CHW"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Mier, Jiovanni SS HOU"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Rogers, Ed SS ARI"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Miller, Brad SS SEA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Fernando, Osvaldo SS HOU"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Jackson, Justin SS TOR"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Nunez, Gustavo SS ARI"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Machado, Dixon SS DET"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Reza, Aaron SS BOS"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Singleton, Steve SS MIN"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Ochoa, Ivan SS BOS"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Rundgren, Rex SS MIA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Lambin, Chase SS MIA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Perez, Darwin SS OAK"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Greer, Brent SS ARI"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Friday, Brian SS PIT"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Baez, Javier SS CHC"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Statia, Hainley SS MIL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"McClure, Alex SS KC"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Gonzalez, Andy SS MIA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Colmenares, Carlos SS LAA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Chiang, Chih-Hsien SS SEA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Arias, Junior SS CIN"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Van Kooten, Jason SS COL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Reyes, Elmer SS ATL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Natoli, Nick SS BOS"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Dominguez, Jeff SS MIA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Goins, Ryan SS TOR"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Burns, Andrew SS TOR"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Garcia, Leury SS TEX"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Santana, Daniel SS MIN"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Marseco, Michael SS MIL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Haney, Robert SS SF"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Dorta, Melvin SS PIT"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Soto, Neftali SS CIN"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Peralta, Delgado SS TOR"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Tweedy, Jason SS TB"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Niles, Drew SS MIA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Rosario, Jovanny SS LAD"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Fulton, Jon SS MIA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Jurica, Carter SS SF"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Owings, Chris SS ARI"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Adrianza, Ehire SS SF"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Deschaine, James SS PHI"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Paiml, Gregory SS CHW"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Oxendine, Matthew SS ARI"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Ott, Louis SS DET"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Santana, Julio C. SS TEX"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Horton, Josh SS OAK"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Taylor, J.R. SS MIN"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Kuhn, Tyler SS CHW"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Timmons, Wes SS OAK"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Phillips, Anthony SS SEA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Walters, Zach SS WAS"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Soto, Luis SS BOS"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Tovar, Wilfredo SS NYM"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Mattingly, Preston SS LAD"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Bruce, Derek SS ARI"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Peterson, Jace SS SD"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Kiger, Mark SS SEA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Luis, Diogenes SS TB"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Ladendorf, Tyler SS OAK"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Perio, Derek SS MIA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Coronado, Jose SS NYM"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Younger, Adam SS LAA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Estrada, Robi SS TB"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Becker, Joseph SS LAD"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Rosa, Jovan SS CHC"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Samson, Nathan SS CHC"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Azcona, Javier SS DET"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Duran, Edgar SS PHI"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Borowiak, Zach SS BOS"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Dement, Dan SS WAS"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Gil, Ronny SS STL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Affronti, Michael SS OAK"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Suarez, Eugenio SS DET"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Galvez, Jonathan SS SD"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Franklin, Nick SS SEA "	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Castillo, Javier SS CHW"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
