All Third Basemen 3 Year Averages MLB Standard Stats
Player,Team	AB	R	H	1B	2B	3B	HR	RBI	BB	KO	SB	CS	BA	OBP	SLG	Rank	
"Rodriguez, Sean 3B TB"	Free Agent	339	45	78	50	18	2	8	36	29	86	10	3	0.2301	0.3079	0.3658	340
"Bloomquist, Willie SS ARI "	Free Agent	287	41	80	61	14	3	2	22	15	45	12	8	0.2787	0.3148	0.3693	346
"Izturis, Maicer 3B TOR "	Free Agent	317	38	84	61	20	0	3	28	26	43	11	4	0.2650	0.3266	0.3565	357
"Pacheco, Jordan 3B COL"	Free Agent	280	28	86	64	16	2	4	34	12	35	4	1	0.3071	0.3378	0.4214	361
"Valencia, Danny 3B BAL"	Free Agent	339	36	87	61	17	1	8	44	21	62	1	2	0.2566	0.2967	0.3835	371
"Hairston, Jerry 3B LAD"	Free Agent	335	38	87	64	16	1	6	36	29	42	4	3	0.2597	0.3235	0.3672	377
"Solano, Donovan 2B MIA "	Free Agent	285	29	84	68	11	3	2	28	21	58	7	0	0.2947	0.3419	0.3754	399
"Inge, Brandon 3B PIT"	Free Agent	362	36	82	54	17	2	9	49	34	100	2	2	0.2265	0.2953	0.3591	403
"Plouffe, Trevor 3B MIN "	Evil Empire	250	37	58	33	13	1	11	31	21	59	1	2	0.2320	0.2971	0.4240	430
"Uribe, Juan 3B LAD "	Free Agent	318	33	72	46	15	1	10	43	25	63	1	1	0.2264	0.2886	0.3742	438
"Figgins, Chone LF MIA"	Free Agent	352	35	80	65	12	2	1	20	38	68	19	7	0.2273	0.3020	0.2812	444
"Kennedy, Adam 3B LAD"	Free Agent	297	34	73	52	16	1	4	28	27	48	8	2	0.2458	0.3091	0.3468	451
"Tejada, Miguel 3B KC"	Free Agent	319	33	83	63	14	0	6	32	14	34	2	1	0.2602	0.3000	0.3605	452
"Johnson, Elliot SS KC "	Free Agent	228	26	52	37	8	2	5	25	19	68	12	6	0.2281	0.2908	0.3465	463
"Dobbs, Greg LF MIA"	Free Agent	298	26	79	58	14	1	6	34	16	58	2	1	0.2651	0.3019	0.3792	464
"Andino, Robert 2B SEA "	Free Agent	301	37	73	55	13	0	5	23	27	65	6	3	0.2425	0.3082	0.3355	478
"Kouzmanoff, Kevin 3B MIA"	Free Agent	262	28	64	42	14	0	8	35	12	47	1	0	0.2443	0.2847	0.3893	482
"Nunez, Eduardo SS NYY "	Free Agent	149	21	41	30	8	1	2	16	10	17	13	3	0.2752	0.3168	0.3826	487
"Lillibridge, Brent RF CHC"	Free Agent	158	27	36	24	5	1	6	18	10	56	9	4	0.2278	0.2874	0.3861	499
"Lopez, Jose 3B CHW"	Free Agent	353	30	83	58	18	0	7	36	13	45	2	1	0.2351	0.2649	0.3456	511
"Machado, Manny 3B BAL "	Free Agent	191	24	50	32	8	3	7	26	9	38	2	0	0.2618	0.2935	0.4450	515
"Blake, Casey 3B COL"	Free Agent	237	29	59	38	13	1	7	30	25	63	0	2	0.2489	0.3284	0.4008	516
"Stewart, Ian 3B CHC "	Free Agent	229	28	51	33	8	2	8	28	27	64	3	2	0.2227	0.3077	0.3799	526
"Nelson, Chris 3B COL "	Shits & Giggles	183	24	52	36	11	1	4	23	12	41	2	1	0.2842	0.3299	0.4208	532
"Cairo, Miguel 1B CIN"	Free Agent	198	24	50	36	9	1	4	25	13	29	4	1	0.2525	0.3088	0.3687	550
"Valdez, Wilson SS SF"	Free Agent	267	30	65	50	11	2	2	27	16	40	4	1	0.2434	0.2877	0.3221	568
"Chavez, Eric 3B ARI"	Free Agent	183	21	49	34	9	0	6	24	17	41	0	0	0.2678	0.3251	0.4153	582
"Harrison, Josh 2B PIT"	Free Agent	222	28	56	39	11	4	2	16	6	30	6	2	0.2523	0.2821	0.3649	591
"Chisenhall, Lonnie 3B CLE "	Free Agent	177	22	46	30	10	0	6	19	8	38	2	0	0.2599	0.2957	0.4181	596
"Nix, Jayson 3B NYY"	Free Agent	215	24	47	29	11	0	7	23	15	61	4	2	0.2186	0.2809	0.3674	601
"Sizemore, Scott 3B OAK "	Free Agent	170	23	41	26	10	0	5	23	23	51	2	1	0.2412	0.3333	0.3882	608
"Carpenter, Matt 1B STL "	Free Agent	156	22	44	27	12	2	3	23	19	34	0	0	0.2821	0.3591	0.4423	609
"Herrera, Jonathan SS COL"	Free Agent	243	30	63	53	7	1	2	16	23	38	3	2	0.2593	0.3246	0.3210	612
"Turner, Justin 2B NYM"	Free Agent	208	23	53	36	15	0	2	23	16	29	3	1	0.2548	0.3217	0.3558	619
"Santiago, Ramon 2B DET "	Free Agent	269	29	66	52	9	2	3	23	22	44	1	1	0.2454	0.3121	0.3271	624
"Wallace, Brett 1B HOU"	Free Agent	236	25	59	40	13	1	5	22	21	71	0	0	0.2500	0.3232	0.3771	625
"Herrera, Elian OF LAD"	Free Agent	187	26	47	35	10	1	1	17	23	50	4	2	0.2513	0.3396	0.3316	640
"Descalso, Daniel 2B STL"	Free Agent	245	27	60	44	11	3	2	19	24	51	3	2	0.2449	0.3175	0.3388	645
"Vizquel, Omar 2B TOR"	Free Agent	221	22	58	48	8	1	1	15	17	27	5	4	0.2624	0.3140	0.3213	647
"McDonald, John SS ARI"	Free Agent	192	21	46	31	9	1	5	22	10	29	1	2	0.2396	0.2780	0.3750	649
"Hannahan, Jack 3B CIN"	Free Agent	202	20	50	34	11	1	4	23	22	48	1	1	0.2475	0.3230	0.3713	653
"Donald, Jason 3B CIN"	Free Agent	184	23	47	34	9	2	2	14	11	48	4	1	0.2554	0.3065	0.3587	654
"Morel, Brent 3B CHW "	Free Agent	197	22	45	33	8	0	4	18	11	38	4	2	0.2284	0.2714	0.3299	662
"Downs, Matt 1B MIA"	Free Agent	158	17	37	21	10	0	6	21	11	35	1	1	0.2342	0.2989	0.4114	669
"Lombardozzi, Stephen 2B WAS "	Free Agent	208	22	56	44	8	2	2	14	10	25	2	2	0.2692	0.3122	0.3558	671
"Fontenot, Mike 2B TB"	Free Agent	186	20	49	35	10	2	2	17	16	37	2	2	0.2634	0.3252	0.3710	676
"Ciriaco, Pedro 3B BOS"	Free Agent	99	13	30	22	6	1	1	9	3	19	6	1	0.3030	0.3235	0.4141	690
"Punto, Nick 3B LAD"	Free Agent	182	22	44	32	9	2	1	17	26	38	4	1	0.2418	0.3333	0.3297	691
"Arias, Joaquin 3B SF"	Free Agent	149	18	40	30	6	2	2	16	6	22	2	0	0.2685	0.3019	0.3758	693
"Mora, Melvin 3B ARI"	Free Agent	148	15	40	30	6	2	2	20	11	26	1	1	0.2703	0.3272	0.3784	700
"Conrad, Brooks 3B TB"	Free Agent	119	16	25	13	7	0	5	20	12	43	2	0	0.2101	0.2857	0.3950	707
"Lopez, Felipe 3B MIL"	Free Agent	177	21	40	30	7	0	3	16	17	39	3	1	0.2260	0.2923	0.3164	721
"Flaherty, Ryan 2B BAL"	Free Agent	153	15	33	24	2	1	6	19	6	43	1	0	0.2157	0.2577	0.3595	735
"Gomez, Mauro 1B BOS "	Free Agent	102	14	28	19	5	2	2	17	8	26	0	0	0.2745	0.3243	0.4216	749
"Francisco, Juan 3B ATL"	Free Agent	113	10	28	17	7	0	4	18	6	38	1	1	0.2478	0.2857	0.4159	757
"Frandsen, Kevin 3B PHI"	Free Agent	118	16	35	26	7	1	1	9	6	9	1	0	0.2966	0.3413	0.3983	763
"Gonzalez, Marwin SS HOU"	Free Agent	205	21	48	33	13	0	2	12	13	29	3	3	0.2341	0.2798	0.3268	770
"LeMahieu, DJ 2B COL "	Free Agent	144	14	42	32	7	2	1	13	7	27	0	1	0.2917	0.3224	0.3889	772
"Ransom, Cody SS SD"	Free Agent	107	13	22	12	5	0	5	17	12	43	1	0	0.2056	0.2917	0.3925	778
"Cruz, Luis 3B LAD "	SA`s	100	9	29	20	7	0	2	14	3	12	1	0	0.2900	0.3173	0.4200	784
"Rhymes, Will 2B WAS"	Free Agent	133	18	35	27	6	1	1	10	12	15	1	2	0.2632	0.3265	0.3459	798
"Teahen, Mark 3B ARI"	Free Agent	131	15	31	21	6	1	3	13	14	35	1	2	0.2366	0.3082	0.3664	806
"Falu, Irving 2B KC"	Free Agent	85	14	29	22	6	1	0	7	4	9	0	2	0.3412	0.3708	0.4353	811
"Moore, Scott 3B OAK"	Free Agent	96	10	23	15	4	0	4	12	8	25	1	0	0.2396	0.3084	0.4062	825
"Donaldson, Josh 3B OAK"	Sofa Kings	102	12	24	15	6	0	3	12	5	24	1	0	0.2353	0.2844	0.3824	834
"McCoy, Mike CF TOR "	Free Agent	110	15	21	16	4	0	1	7	12	22	6	1	0.1909	0.2705	0.2545	856
"Murphy, Donnie 3B MIL"	Free Agent	84	11	19	10	5	1	3	12	5	25	0	0	0.2262	0.2826	0.4167	866
"Valbuena, Luis 3B CHC "	Free Agent	194	17	40	27	11	0	2	18	22	42	1	1	0.2062	0.2890	0.2938	872
"Martinez, Michael 2B PHI"	Free Agent	162	18	30	23	4	1	2	16	12	28	2	0	0.1852	0.2400	0.2593	881
"Liddi, Alex 3B SEA "	Free Agent	78	8	18	11	4	0	3	8	6	33	2	0	0.2308	0.2857	0.3974	882
"Hughes, Luke 3B OAK"	Free Agent	106	11	23	16	4	0	3	11	8	31	1	1	0.2170	0.2759	0.3396	885
"Dominguez, Matt 3B HOU "	Free Agent	77	8	21	15	3	1	2	9	3	12	0	0	0.2727	0.3000	0.4156	897
"Gomes, Yan 1B CLE "	Free Agent	98	9	20	12	4	0	4	13	6	32	0	0	0.2041	0.2636	0.3673	903
"Wheeler, Ryan 3B COL"	Free Agent	109	11	26	18	6	1	1	10	9	22	1	0	0.2385	0.2941	0.3394	913
"Blum, Geoff 3B ARI"	Free Agent	93	10	23	18	4	0	1	11	7	16	0	0	0.2473	0.3069	0.3226	921
"Wilson, Josh 3B ARI"	Free Agent	149	12	34	26	6	1	1	10	6	32	2	0	0.2282	0.2767	0.3020	926
"Sutton, Drew LF BOS"	Free Agent	72	9	19	11	7	0	1	9	4	23	0	0	0.2639	0.3117	0.4028	928
"Helms, Wes 3B MIA"	Free Agent	121	12	26	18	6	1	1	15	12	37	0	1	0.2149	0.2941	0.3058	941
"Burriss, Emmanuel 2B CIN"	Free Agent	93	11	20	19	1	0	0	4	5	14	5	2	0.2151	0.2626	0.2258	942
"Gonzalez, Alberto SS CHC"	Free Agent	162	15	37	29	7	1	0	14	7	25	0	1	0.2284	0.2616	0.2840	944
"Wood, Brandon 3B KC "	Free Agent	159	15	29	21	4	0	4	15	8	48	0	0	0.1824	0.2249	0.2830	952
"Mather, Joe LF PHI"	Free Agent	120	10	25	17	6	0	2	10	7	27	2	1	0.2083	0.2500	0.3083	955
"Lugo, Julio 3B ATL"	Free Agent	95	10	22	20	1	1	0	8	6	20	2	2	0.2316	0.2843	0.2632	966
"Abreu, Tony 2B SF "	Free Agent	88	7	21	15	4	1	1	9	2	20	1	0	0.2386	0.2500	0.3409	979
"Tracy, Chad 1B WAS"	Free Agent	80	6	20	14	5	0	1	10	7	17	0	0	0.2500	0.3146	0.3500	988
"Sellers, Justin SS LAD"	Free Agent	84	13	17	10	6	0	1	8	8	18	0	0	0.2024	0.2796	0.3095	998
"DeRosa, Mark LF TOR"	Free Agent	88	10	19	16	3	0	0	9	10	17	1	1	0.2159	0.3000	0.2500	1010
"LaRoche, Andy 3B TOR"	Free Agent	113	12	25	19	5	0	1	7	9	21	0	0	0.2212	0.2846	0.2920	1027
"Worth, Danny 2B DET"	Free Agent	72	8	18	14	3	0	1	5	7	15	0	1	0.2500	0.3165	0.3333	1029
"Marte, Andy 3B PIT"	Free Agent	57	6	13	8	2	1	2	6	6	12	0	1	0.2281	0.3016	0.4035	1034
"Escobar, Eduardo 3B MIN"	Free Agent	69	9	15	13	2	0	0	4	6	16	2	0	0.2174	0.2800	0.2464	1043
"German, Esteban 3B TEX"	Free Agent	8	4	3	3	0	0	0	2	1	1	2	0	0.3750	0.4444	0.3750	1052
"Snyder, Brandon 1B TEX"	Free Agent	33	5	9	6	2	0	1	4	2	11	0	0	0.2727	0.3143	0.4242	1060
"Green, Taylor 1B MIL "	Free Agent	70	5	14	7	5	0	2	8	5	15	0	0	0.2000	0.2597	0.3571	1089
"Hechavarria, Adeiny 3B MIA"	Free Agent	42	3	11	7	3	0	1	5	1	11	0	0	0.2619	0.2791	0.4048	1101
"Olmedo, Ray 3B MIN"	Free Agent	41	8	10	8	2	0	0	1	0	9	0	0	0.2439	0.2439	0.2927	1139
"Bell, Josh 3B CHW"	Free Agent	91	8	18	15	2	0	1	7	3	31	0	0	0.1978	0.2234	0.2527	1144
"Fields, Josh 3B PHI"	Free Agent	16	2	5	4	0	0	1	2	0	3	0	0	0.3125	0.3125	0.5000	1149
"Burroughs, Sean 3B MIN"	Free Agent	64	4	16	14	2	0	0	4	2	9	0	0	0.2500	0.2727	0.2812	1189
"Sogard, Eric SS OAK"	Free Agent	60	5	11	8	2	0	1	4	4	10	1	0	0.1833	0.2344	0.2667	1195
"Tolleson, Steve 3B CHW"	Free Agent	40	3	9	6	2	0	1	3	3	9	0	0	0.2250	0.2791	0.3500	1199
"Bianchi, Jeff SS MIL"	Free Agent	23	3	4	2	1	0	1	3	1	4	0	0	0.1739	0.2083	0.3478	1216
"Everett, Adam 3B CLE"	Free Agent	47	5	9	7	2	0	0	2	3	11	1	0	0.1915	0.2400	0.2340	1246
"Valaika, Chris 3B MIA"	Free Agent	21	2	6	5	1	0	0	1	1	4	0	0	0.2857	0.3182	0.3333	1260
"Olt, Mike 1B TEX"	Evil Empire	33	2	5	4	1	0	0	5	5	13	1	1	0.1515	0.2500	0.1818	1271
"Velazquez, Gil 3B NYY"	Free Agent	31	1	8	8	0	0	0	2	0	6	0	0	0.2581	0.2581	0.2581	1294
"Mitchell, Russ 3B LAD"	Free Agent	31	3	5	4	0	0	1	2	2	6	0	0	0.1613	0.2121	0.2581	1302
"Scales, Bobby 3B CHC"	Free Agent	4	1	1	1	0	0	0	1	2	2	0	0	0.2500	0.5000	0.2500	1324
"De Jesus, Ivan 2B PIT"	Free Agent	24	2	5	4	1	0	0	2	2	8	0	0	0.2083	0.2692	0.2500	1331
"Laird, Brandon 3B HOU"	Free Agent	28	2	6	6	0	0	0	2	2	6	0	0	0.2143	0.2667	0.2143	1344
"Barden, Brian 3B LAD"	Free Agent	9	1	2	2	0	0	0	1	1	4	0	1	0.2222	0.3000	0.2222	1351
"Gillaspie, Conor 3B CHW "	Free Agent	13	1	3	3	0	0	0	1	1	1	0	0	0.2308	0.2857	0.2308	1356
"Russo, Kevin 3B DET"	Free Agent	16	2	3	2	1	0	0	1	1	3	0	0	0.1875	0.2353	0.2500	1367
"Mangini, Matt 3B TB"	Free Agent	13	1	3	3	0	0	0	0	1	4	0	0	0.2308	0.2857	0.2308	1416
"Cecchini, Garin 3B BOS"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Sweeney, Kellen 3B TOR"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Bruntlett, Eric 3B NYY"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Franco, Maikel 3B PHI"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Meyer, Jonathan 3B HOU"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Schnurstein, Micah 3B CHW"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Rogelstad, Matt 3B SEA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Basak, Chris 3B MIN"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Ferrer, Simon 3B COL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Kleinknecht, Barrett 3B ATL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Sosa, Ricardo 3B ARI"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Corcino, Edgar 3B DET"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Sexton, Gregory 3B TB"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Rendon, Anthony 3B WAS"	Orange-a-Tangs	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Rincon, Edinson 3B SD"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Kirkland, Kody 3B HOU"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Ruggiano, Brian 3B LAD"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Hrynio, Mike 3B SEA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Rowell, William 3B BAL"	Titty`s Warriors	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Cuthbert, Cheslor 3B KC"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Duran, German 3B HOU"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Alfaro, J.D. 3B KC"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Cornejo, Eduardo 3B OAK"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Retherford, C.J. 3B LAD"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Nowak, Chris 3B MIL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Tugwell, Marc 3B PHI"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Avila, Eric 3B PIT"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Pounds, Bryan 3B DET"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Smith, Marquez 3B CHC"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Buckner, Grant 3B CHW"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Rodriguez, Aderlin 3B NYM"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Minicozzi, Mark 3B SF"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Trejo, Jaime 3B TEX"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Henderson, Chris 3B LAD"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Leer, Andy 3B MIN"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Jimenez, Luis 3B LAA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Cabrera, Felix 3B SD"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Farrell, Jeremy 3B PIT"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Flores, Wilmer 3B NYM "	Whiteness	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Bichette, Dante 3B NYY"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Almanzar, Michael 3B BOS"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Varner, Gary 3B ARI"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Sano, Miguel 3B MIN"	Titty`s Warriors	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Pope, Peter 3B ATL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Spann, Chad 3B BOS"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Cabrera, Yordy 3B OAK"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Gomez, Chris 3B BAL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Dayleg, Terrence 3B MIA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Biery, Drew 3B SF"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Lansford, Joshua 3B CHC"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Tanos, Brett 3B COL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"McCann, Bradley 3B MIA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Valdez, Nova 3B OAK"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Brossman, Jay 3B LAA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Trejo, Edgar 3B SEA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Snyder, Brian 3B OAK"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Whittleman, John 3B TEX"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Bowman, Shawn 3B ATL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Hattig, John 3B NYM"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Spina, Michael 3B OAK"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Perez, Jairo 3B MIN"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
